"","date","nz","left","stock_out","stock_in","prop","event_time"
"1",2020-01-16,0,1421,28081,29051,0.0489139788647551,-63
"2",2020-01-23,0,1501,25480,31651,0.0474234621338978,-56
"3",2020-01-30,0,1547,24399,32732,0.0472626176218991,-49
"4",2020-02-06,0,1617,23795,33336,0.0485061195104392,-42
"5",2020-02-13,0,2094,22624,34508,0.0606815810826475,-35
"6",2020-02-20,0,1622,22855,34277,0.0473203605916504,-28
"7",2020-02-27,0,1832,22409,34723,0.0527604181666331,-21
"8",2020-03-05,0,1636,22499,34633,0.0472381832356423,-14
"9",2020-03-12,0,2158,21405,35726,0.0604041874265241,-7
"10",2020-03-19,0,1547,21783,35348,0.0437648523254498,0
"11",2020-03-26,0,2253,21665,35465,0.0635274214013817,7
"12",2020-04-02,0,2950,22131,35000,0.0842857142857143,14
"13",2020-04-09,0,3708,22546,34582,0.107223411023076,21
"14",2020-04-16,0,2032,24781,32351,0.0628110413897561,28
"15",2020-04-23,0,1718,25232,31898,0.0538591761238949,35
"16",2020-04-30,0,1285,25277,31853,0.0403415690829749,42
"17",2020-05-07,0,2227,24716,32413,0.0687070002776664,49
"18",2020-05-14,0,1205,24707,32423,0.0371649754803689,56
"19",2020-05-21,0,1266,24193,32938,0.0384358491711701,63
"20",2020-05-28,0,1133,24115,33015,0.0343177343631683,70
"21",2020-06-04,0,1169,23661,33469,0.0349278436762377,77
"22",2020-06-11,0,1431,22234,34896,0.0410075653370014,84
"23",2020-06-18,0,1233,21917,35213,0.0350154772385199,91
"24",2020-06-25,0,1382,21467,35663,0.038751647365617,98
"25",2020-07-02,0,1548,19569,37561,0.0412129602513245,105
"26",2020-07-09,0,2277,18089,39041,0.0583233011449502,112
"27",2020-07-16,0,1716,19076,38054,0.0450938140537131,119
"28",2020-01-16,1,1261,28601,28519,0.0442161366106806,-63
"29",2020-01-23,1,1417,26119,31001,0.0457082029611948,-56
"30",2020-01-30,1,1489,25070,32050,0.0464586583463339,-49
"31",2020-02-06,1,1561,24525,32594,0.0478922501073817,-42
"32",2020-02-13,1,1901,23402,33717,0.056381054067681,-35
"33",2020-02-20,1,1559,23368,33751,0.0461912239637344,-28
"34",2020-02-27,1,1671,22784,34335,0.0486675404106597,-21
"35",2020-03-05,1,1470,22741,34377,0.0427611484422724,-14
"36",2020-03-12,1,2014,21570,35547,0.0566573831828284,-7
"37",2020-03-19,1,1578,21768,35350,0.0446393210749646,0
"38",2020-03-26,1,2206,21558,35560,0.0620359955005624,7
"39",2020-04-02,1,3044,21992,35126,0.0866594545351022,14
"40",2020-04-09,1,3638,22899,34220,0.106312098188194,21
"41",2020-04-16,1,2170,25080,32038,0.0677320681690493,28
"42",2020-04-23,1,1685,25633,31485,0.0535175480387486,35
"43",2020-04-30,1,1340,25633,31484,0.0425613009782747,42
"44",2020-05-07,1,2093,25163,31954,0.0655004068348251,49
"45",2020-05-14,1,1310,25188,31928,0.041029817088449,56
"46",2020-05-21,1,1324,24767,32349,0.0409286222139788,63
"47",2020-05-28,1,1244,24597,32518,0.0382557352850729,70
"48",2020-06-04,1,1110,24142,32974,0.033662885910111,77
"49",2020-06-11,1,1374,22723,34393,0.0399499898235106,84
"50",2020-06-18,1,1173,22163,34953,0.0335593511286585,91
"51",2020-06-25,1,1564,21587,35529,0.0440203777196093,98
"52",2020-07-02,1,1526,20121,36996,0.0412477024543194,105
"53",2020-07-09,1,2097,18659,38457,0.0545284343552539,112
"54",2020-07-16,1,1582,19345,37772,0.041882876204596,119
