"","date","nz","new","stock_out","stock_in","prop","event_time"
"1",2020-01-16,0,4021,28081,29051,0.143192906235533,-63
"2",2020-01-23,0,2582,25480,31651,0.101334379905808,-56
"3",2020-01-30,0,2151,24399,32732,0.0881593507930653,-49
"4",2020-02-06,0,2788,23795,33336,0.117167472158016,-42
"5",2020-02-13,0,1863,22624,34508,0.0823461810466761,-35
"6",2020-02-20,0,2068,22855,34277,0.090483482826515,-28
"7",2020-02-27,0,1742,22409,34723,0.0777366236779865,-21
"8",2020-03-05,0,2730,22499,34633,0.121338726165607,-14
"9",2020-03-12,0,1780,21405,35726,0.0831581406213502,-7
"10",2020-03-19,0,1665,21783,35348,0.07643575265115,0
"11",2020-03-26,0,1787,21665,35465,0.082483267943688,7
"12",2020-04-02,0,2535,22131,35000,0.114545208079165,14
"13",2020-04-09,0,1474,22546,34582,0.0653774505455513,21
"14",2020-04-16,0,1580,24781,32351,0.0637585246761632,28
"15",2020-04-23,0,1673,25232,31898,0.0663046924540266,35
"16",2020-04-30,0,1846,25277,31853,0.0730308185306801,42
"17",2020-05-07,0,2237,24716,32413,0.0905081728435022,49
"18",2020-05-14,0,1719,24707,32423,0.0695754239689157,56
"19",2020-05-21,0,1344,24193,32938,0.0555532592072087,63
"20",2020-05-28,0,1587,24115,33015,0.0658096620360771,70
"21",2020-06-04,0,2596,23661,33469,0.109716410971641,77
"22",2020-06-11,0,1748,22234,34896,0.0786183322838895,84
"23",2020-06-18,0,1683,21917,35213,0.0767897066204316,91
"24",2020-06-25,0,3280,21467,35663,0.152792658499092,98
"25",2020-07-02,0,3028,19569,37561,0.154734529102151,105
"26",2020-07-09,0,1290,18089,39041,0.0713140582674554,112
"27",2020-07-16,0,1349,19076,38054,0.0707171314741036,119
"28",2020-01-16,1,3742,28601,28519,0.13083458620328,-63
"29",2020-01-23,1,2466,26119,31001,0.0944140281021479,-56
"30",2020-01-30,1,2034,25070,32050,0.0811328280813722,-49
"31",2020-02-06,1,2684,24525,32594,0.109439347604485,-42
"32",2020-02-13,1,1934,23402,33717,0.082642509187249,-35
"33",2020-02-20,1,2143,23368,33751,0.0917066073262581,-28
"34",2020-02-27,1,1714,22784,34335,0.0752282303370786,-21
"35",2020-03-05,1,2641,22741,34377,0.116133855151488,-14
"36",2020-03-12,1,1816,21570,35547,0.0841910060268892,-7
"37",2020-03-19,1,1788,21768,35350,0.0821389195148842,0
"38",2020-03-26,1,1772,21558,35560,0.0821968642731237,7
"39",2020-04-02,1,2137,21992,35126,0.0971716987995635,14
"40",2020-04-09,1,1457,22899,34220,0.0636272326302459,21
"41",2020-04-16,1,1617,25080,32038,0.0644736842105263,28
"42",2020-04-23,1,1684,25633,31485,0.0656965630242266,35
"43",2020-04-30,1,1810,25633,31484,0.070612101587797,42
"44",2020-05-07,1,2067,25163,31954,0.0821444183920836,49
"45",2020-05-14,1,1731,25188,31928,0.0687232015245355,56
"46",2020-05-21,1,1494,24767,32349,0.0603222029313199,63
"47",2020-05-28,1,1699,24597,32518,0.0690734642436069,70
"48",2020-06-04,1,2529,24142,32974,0.104755198409411,77
"49",2020-06-11,1,1934,22723,34393,0.0851120010561986,84
"50",2020-06-18,1,1749,22163,34953,0.0789153092992826,91
"51",2020-06-25,1,3030,21587,35529,0.140362255060916,98
"52",2020-07-02,1,2988,20121,36996,0.148501565528552,105
"53",2020-07-09,1,1411,18659,38457,0.0756203440698858,112
"54",2020-07-16,1,1490,19345,37772,0.0770224864306022,119
