"","date","nz","left","stock_out","stock_in","prop","event_time"
"1",2020-04-02,0,1940,9345,13500,0.143703703703704,-112
"2",2020-04-09,0,2184,10745,12100,0.180495867768595,-105
"3",2020-04-16,0,1489,12511,10333,0.144101422626536,-98
"4",2020-04-23,0,1033,13506,9339,0.11061141449834,-91
"5",2020-04-30,0,746,13932,8913,0.0836979692583866,-84
"6",2020-05-07,0,844,14056,8789,0.0960291273182387,-77
"7",2020-05-14,0,631,14178,8667,0.0728048921195339,-70
"8",2020-05-21,0,633,14205,8640,0.0732638888888889,-63
"9",2020-05-28,0,568,14249,8596,0.0660772452303397,-56
"10",2020-06-04,0,540,14114,8731,0.0618485854999427,-49
"11",2020-06-11,0,576,13652,9194,0.0626495540569937,-42
"12",2020-06-18,0,597,13430,9416,0.0634027187765506,-35
"13",2020-06-25,0,590,13292,9554,0.0617542390621729,-28
"14",2020-07-02,0,603,13015,9831,0.0613365883429966,-21
"15",2020-07-09,0,806,12620,10224,0.0788341158059468,-14
"16",2020-07-16,0,770,12764,10080,0.0763888888888889,-7
"17",2020-07-23,0,611,12871,9972,0.0612715603690333,0
"18",2020-07-30,0,680,12764,10079,0.0674670106161326,7
"19",2020-08-06,0,605,12758,10085,0.0599900842835895,14
"20",2020-08-13,0,683,12578,10265,0.0665367754505602,21
"21",2020-08-20,0,638,12701,10143,0.0629005225278517,28
"22",2020-08-27,0,606,12702,10142,0.059751528298166,35
"23",2020-09-03,0,513,12627,10217,0.0502104335910737,42
"24",2020-09-10,0,644,12415,10429,0.0617508869498514,49
"25",2020-09-17,0,478,12435,10409,0.0459217984436545,56
"26",2020-09-24,0,504,12214,10630,0.0474129821260583,63
"27",2020-10-01,0,532,12027,10817,0.0491818433946566,70
"28",2020-10-08,0,680,11701,11143,0.0610248586556583,77
"29",2020-10-15,0,518,11678,11166,0.046390829303242,84
"30",2020-10-22,0,545,11359,11485,0.0474531998258598,91
"31",2020-10-29,0,470,11109,11735,0.04005112910098,98
"32",2020-11-05,0,571,10779,12065,0.047326978864484,105
"33",2020-11-12,0,527,10519,12325,0.0427586206896552,112
"34",2020-11-19,0,468,10187,12657,0.0369755866319033,119
"35",2020-11-26,0,541,9912,12932,0.0418342097123415,126
"36",2020-04-02,1,1304,8402,14438,0.0903172184513091,-112
"37",2020-04-09,1,1512,8879,13960,0.108309455587393,-105
"38",2020-04-16,1,928,9821,13019,0.071280436285429,-98
"39",2020-04-23,1,732,10058,12782,0.0572680331716476,-91
"40",2020-04-30,1,592,10063,12778,0.0463296290499296,-84
"41",2020-05-07,1,764,9937,12904,0.0592064476131432,-77
"42",2020-05-14,1,524,9844,12998,0.0403138944452993,-70
"43",2020-05-21,1,530,9624,13218,0.0400968376456347,-63
"44",2020-05-28,1,571,9534,13309,0.0429032985197986,-56
"45",2020-06-04,1,474,9372,13470,0.0351893095768374,-49
"46",2020-06-11,1,554,8845,13997,0.0395799099807102,-42
"47",2020-06-18,1,496,8687,14155,0.0350406216884493,-35
"48",2020-06-25,1,642,8469,14373,0.0446670841160509,-28
"49",2020-07-02,1,650,8175,14666,0.0443201963725624,-21
"50",2020-07-09,1,802,7639,15203,0.0527527461685194,-14
"51",2020-07-16,1,680,7798,15043,0.0452037492521439,-7
"52",2020-07-23,1,562,7848,14993,0.037484159274328,0
"53",2020-07-30,1,578,7824,15018,0.0384871487548275,7
"54",2020-08-06,1,564,7779,15064,0.0374402549123739,14
"55",2020-08-13,1,688,7501,15342,0.044844218485204,21
"56",2020-08-20,1,574,7626,15217,0.0377209699677992,28
"57",2020-08-27,1,546,7573,15269,0.0357587268321436,35
"58",2020-09-03,1,466,7537,15305,0.0304475661548514,42
"59",2020-09-10,1,658,7277,15565,0.0422743334404112,49
"60",2020-09-17,1,471,7365,15478,0.0304302881509239,56
"61",2020-09-24,1,537,7190,15653,0.0343065227113014,63
"62",2020-10-01,1,542,7168,15675,0.0345773524720893,70
"63",2020-10-08,1,810,6923,15918,0.0508857896720694,77
"64",2020-10-15,1,571,7167,15674,0.0364297562842925,84
"65",2020-10-22,1,541,7048,15793,0.0342556828974862,91
"66",2020-10-29,1,535,6896,15946,0.0335507337263264,98
"67",2020-11-05,1,692,6732,16110,0.0429546865301055,105
"68",2020-11-12,1,576,6656,16186,0.0355863091560608,112
"69",2020-11-19,1,534,6465,16377,0.0326067045246382,119
"70",2020-11-26,1,561,6430,16412,0.0341823056300268,126
