"","date","nz","new","stock_out","stock_in","prop","event_time"
"1",2020-04-02,0,540,9345,13500,0.057784911717496,-112
"2",2020-04-09,0,418,10745,12100,0.0389018147975803,-105
"3",2020-04-16,0,494,12511,10333,0.0394852529773799,-98
"4",2020-04-23,0,607,13506,9339,0.0449429883014956,-91
"5",2020-04-30,0,622,13932,8913,0.0446454206144129,-84
"6",2020-05-07,0,722,14056,8789,0.0513659647125783,-77
"7",2020-05-14,0,604,14178,8667,0.0426012131471294,-70
"8",2020-05-21,0,589,14205,8640,0.0414642731432594,-63
"9",2020-05-28,0,703,14249,8596,0.049336795564601,-56
"10",2020-06-04,0,1003,14114,8731,0.0710641915828256,-49
"11",2020-06-11,0,798,13652,9194,0.0584529739232347,-42
"12",2020-06-18,0,735,13430,9416,0.0547282204020849,-35
"13",2020-06-25,0,867,13292,9554,0.0652272043334336,-28
"14",2020-07-02,0,998,13015,9831,0.0766807529773338,-21
"15",2020-07-09,0,662,12620,10224,0.0524564183835182,-14
"16",2020-07-16,0,663,12764,10080,0.0519429645879035,-7
"17",2020-07-23,0,718,12871,9972,0.055784321342553,0
"18",2020-07-30,0,686,12764,10079,0.0537449075524914,7
"19",2020-08-06,0,785,12758,10085,0.0615300203793698,14
"20",2020-08-13,0,561,12578,10265,0.0446016854825886,21
"21",2020-08-20,0,637,12701,10143,0.0501535312180143,28
"22",2020-08-27,0,681,12702,10142,0.0536136041568257,35
"23",2020-09-03,0,725,12627,10217,0.0574166468678229,42
"24",2020-09-10,0,624,12415,10429,0.050261780104712,49
"25",2020-09-17,0,699,12435,10409,0.0562123039806996,56
"26",2020-09-24,0,691,12214,10630,0.0565744227935156,63
"27",2020-10-01,0,858,12027,10817,0.0713394861561487,70
"28",2020-10-08,0,703,11701,11143,0.0600803350141014,77
"29",2020-10-15,0,837,11678,11166,0.0716732317177599,84
"30",2020-10-22,0,795,11359,11485,0.0699885553305749,91
"31",2020-10-29,0,800,11109,11735,0.0720136825996939,98
"32",2020-11-05,0,831,10779,12065,0.0770943501252435,105
"33",2020-11-12,0,859,10519,12325,0.0816617549196692,112
"34",2020-11-19,0,743,10187,12657,0.0729360950230686,119
"35",2020-11-26,0,776,9912,12932,0.0782889426957224,126
"36",2020-04-02,1,827,8402,14438,0.0984289454891693,-112
"37",2020-04-09,1,570,8879,13960,0.0641964185155986,-105
"38",2020-04-16,1,691,9821,13019,0.0703594338662051,-98
"39",2020-04-23,1,728,10058,12782,0.0723801948697554,-91
"40",2020-04-30,1,718,10063,12778,0.0713504919010235,-84
"41",2020-05-07,1,858,9937,12904,0.0863439669920499,-77
"42",2020-05-14,1,744,9844,12998,0.0755790329134498,-70
"43",2020-05-21,1,620,9624,13218,0.0644222776392352,-63
"44",2020-05-28,1,733,9534,13309,0.0768827354730438,-56
"45",2020-06-04,1,1001,9372,13470,0.106807511737089,-49
"46",2020-06-11,1,712,8845,13997,0.0804974561899378,-42
"47",2020-06-18,1,714,8687,14155,0.0821917808219178,-35
"48",2020-06-25,1,936,8469,14373,0.110520722635494,-28
"49",2020-07-02,1,1186,8175,14666,0.145076452599388,-21
"50",2020-07-09,1,643,7639,15203,0.0841733211153292,-14
"51",2020-07-16,1,630,7798,15043,0.0807899461400359,-7
"52",2020-07-23,1,586,7848,14993,0.0746687054026504,0
"53",2020-07-30,1,623,7824,15018,0.0796267893660532,7
"54",2020-08-06,1,842,7779,15064,0.108240133693277,14
"55",2020-08-13,1,563,7501,15342,0.0750566591121184,21
"56",2020-08-20,1,627,7626,15217,0.0822187254130606,28
"57",2020-08-27,1,582,7573,15269,0.0768519741185792,35
"58",2020-09-03,1,726,7537,15305,0.0963247976648534,42
"59",2020-09-10,1,570,7277,15565,0.0783289817232376,49
"60",2020-09-17,1,646,7365,15478,0.0877121520706042,56
"61",2020-09-24,1,559,7190,15653,0.0777468706536857,63
"62",2020-10-01,1,787,7168,15675,0.109793526785714,70
"63",2020-10-08,1,566,6923,15918,0.0817564639607107,77
"64",2020-10-15,1,690,7167,15674,0.0962745918794475,84
"65",2020-10-22,1,693,7048,15793,0.0983257661748014,91
"66",2020-10-29,1,699,6896,15946,0.101363109048724,98
"67",2020-11-05,1,768,6732,16110,0.114081996434938,105
"68",2020-11-12,1,767,6656,16186,0.115234375,112
"69",2020-11-19,1,569,6465,16377,0.0880123743232792,119
"70",2020-11-26,1,643,6430,16412,0.1,126
