percentile,fy,percentile_label,fy_sort,base_etr,scenario,etr,etr_change_pp
0.328,FY2034_35,32.800000000000004,2034,0.100677318060168,Indexed brackets,0.105586389164422,0.4909071104254009
0.329,FY2034_35,32.9,2034,0.101107551410868,Baseline,0.148706620253796,4.7599068842928
0.329,FY2034_35,32.9,2034,0.101107551410868,High inflation,0.156599215996453,5.549166458558499
0.329,FY2034_35,32.9,2034,0.101107551410868,No policy change,0.162020549739204,6.0912998328336
0.329,FY2034_35,32.9,2034,0.101107551410868,Indexed brackets,0.106349607070248,0.5242055659380005
0.33,FY2034_35,33,2034,0.101514644473739,Baseline,0.14929500804054,4.7780363566801
0.33,FY2034_35,33,2034,0.101514644473739,High inflation,0.157162675860653,5.5648031386914
0.33,FY2034_35,33,2034,0.101514644473739,No policy change,0.162566886898527,6.1052242424788
0.33,FY2034_35,33,2034,0.101514644473739,Indexed brackets,0.107071774969168,0.555713049542901
0.331,FY2034_35,33.1,2034,0.101912452826806,Baseline,0.149869976267115,4.795752344030902
0.331,FY2034_35,33.1,2034,0.101912452826806,High inflation,0.157713284704283,5.5800831877477
0.331,FY2034_35,33.1,2034,0.101912452826806,No policy change,0.163100763560627,6.1188310733821
0.331,FY2034_35,33.1,2034,0.101912452826806,Indexed brackets,0.107777472139447,0.5865019312640996
0.332,FY2034_35,33.2,2034,0.102301124885823,Baseline,0.150431739444708,4.8130614558885
0.332,FY2034_35,33.2,2034,0.102301124885823,High inflation,0.158251247950446,5.5950123064623005
0.332,FY2034_35,33.2,2034,0.102301124885823,No policy change,0.163622378906106,6.132125402028301
0.332,FY2034_35,33.2,2034,0.102301124885823,Indexed brackets,0.108466961865088,0.6165836979264996
0.333,FY2034_35,33.300000000000004,2034,0.102674162809996,Baseline,0.150970905985714,4.8296743175718
0.333,FY2034_35,33.300000000000004,2034,0.102674162809996,High inflation,0.158767571900095,5.6093409090099
0.333,FY2034_35,33.300000000000004,2034,0.102674162809996,No policy change,0.164123012541018,6.144884973102199
0.333,FY2034_35,33.300000000000004,2034,0.102674162809996,Indexed brackets,0.109128717219055,0.6454554409058997
0.334,FY2034_35,33.4,2034,0.103051630575109,Baseline,0.151516475151929,4.846484457682002
0.334,FY2034_35,33.4,2034,0.103051630575109,High inflation,0.159290027218226,5.6238396643117
0.334,FY2034_35,33.4,2034,0.103051630575109,No policy change,0.164629591221267,6.1577960646158
0.334,FY2034_35,33.4,2034,0.103051630575109,Indexed brackets,0.109798330945508,0.6746700370399011
0.335,FY2034_35,33.5,2034,0.10342686688797,Baseline,0.152058819111499,4.863195222352899
0.335,FY2034_35,33.5,2034,0.10342686688797,High inflation,0.159809393970381,5.6382527082411
0.335,FY2034_35,33.5,2034,0.10342686688797,No policy change,0.165133175192455,6.170630830448499
0.335,FY2034_35,33.5,2034,0.10342686688797,Indexed brackets,0.110463986158955,0.7037119270985006
0.336,FY2034_35,33.6,2034,0.103796628891064,Baseline,0.152593250833543,4.879662194247899
0.336,FY2034_35,33.6,2034,0.103796628891064,High inflation,0.160321183698706,5.652455480764199
0.336,FY2034_35,33.6,2034,0.103796628891064,No policy change,0.165629412394266,6.183278350320201
0.336,FY2034_35,33.6,2034,0.103796628891064,Indexed brackets,0.1111199301512,0.7323301260136
0.337,FY2034_35,33.7,2034,0.10415774907546,Baseline,0.15311519219149,4.895744311603001
0.337,FY2034_35,33.7,2034,0.10415774907546,High inflation,0.160821012235761,5.666326316030101
0.337,FY2034_35,33.7,2034,0.10415774907546,No policy change,0.16611405188757,6.195630281211001
0.337,FY2034_35,33.7,2034,0.10415774907546,Indexed brackets,0.111760543879629,0.7602794804169005
0.338,FY2034_35,33.800000000000004,2034,0.104503905039596,Baseline,0.153615505167029,4.911160012743299
0.338,FY2034_35,33.800000000000004,2034,0.104503905039596,High inflation,0.161300128708955,5.679622366935899
0.338,FY2034_35,33.800000000000004,2034,0.104503905039596,No policy change,0.166578608725742,6.207470368614601
0.338,FY2034_35,33.800000000000004,2034,0.104503905039596,Indexed brackets,0.112374611639852,0.7870706600256003
0.339,FY2034_35,33.900000000000006,2034,0.104854578602728,Baseline,0.154122347607985,4.9267769005257
0.339,FY2034_35,33.900000000000006,2034,0.104854578602728,High inflation,0.161785498017065,5.693091941433699
0.339,FY2034_35,33.900000000000006,2034,0.104854578602728,No policy change,0.167049228384501,6.219464978177301
0.339,FY2034_35,33.900000000000006,2034,0.104854578602728,Indexed brackets,0.112996693452076,0.8142114849348001
0.34,FY2034_35,34,2034,0.105212868152741,Baseline,0.15464019773753299,4.942732958479199
0.34,FY2034_35,34,2034,0.105212868152741,High inflation,0.162281408656688,5.7068540503947
0.34,FY2034_35,34,2034,0.105212868152741,No policy change,0.167530069039433,6.231720088669198
0.34,FY2034_35,34,2034,0.105212868152741,Indexed brackets,0.113632285740761,0.8419417588019993
0.341,FY2034_35,34.1,2034,0.10555325164135,Baseline,0.155132167524722,4.9578915883372
0.341,FY2034_35,34.1,2034,0.10555325164135,High inflation,0.162752535413099,5.7199283771749005
0.341,FY2034_35,34.1,2034,0.10555325164135,No policy change,0.167986878956398,6.243362731504799
0.341,FY2034_35,34.1,2034,0.10555325164135,Indexed brackets,0.114236113344854,0.8682861703504006
0.342,FY2034_35,34.2,2034,0.105923327626455,Baseline,0.155667053057449,4.974372543099399
0.342,FY2034_35,34.2,2034,0.105923327626455,High inflation,0.163264759725743,5.734143209928801
0.342,FY2034_35,34.2,2034,0.105923327626455,No policy change,0.168483537536159,6.256020990970399
0.342,FY2034_35,34.2,2034,0.105923327626455,Indexed brackets,0.114892614329468,0.8969286703013002
0.343,FY2034_35,34.300000000000004,2034,0.106297478704995,Baseline,0.156207828484714,4.991034977971902
0.343,FY2034_35,34.300000000000004,2034,0.106297478704995,High inflation,0.163782624398795,5.748514569380002
0.343,FY2034_35,34.300000000000004,2034,0.106297478704995,No policy change,0.168985665074186,6.2688186369191
0.343,FY2034_35,34.300000000000004,2034,0.106297478704995,Indexed brackets,0.115556344377736,0.9258865672741007
0.344,FY2034_35,34.4,2034,0.10662574307863,Baseline,0.156682282033266,5.005653895463601
0.344,FY2034_35,34.4,2034,0.10662574307863,High inflation,0.164236977018036,5.7611233939406
0.344,FY2034_35,34.4,2034,0.10662574307863,No policy change,0.169426210594991,6.2800467516361
0.344,FY2034_35,34.4,2034,0.10662574307863,Indexed brackets,0.116138673124206,0.9512930045576005
0.345,FY2034_35,34.5,2034,0.106983277527788,Baseline,0.157199040785532,5.021576325774402
0.345,FY2034_35,34.5,2034,0.106983277527788,High inflation,0.164731842518198,5.774856499041
0.345,FY2034_35,34.5,2034,0.106983277527788,No policy change,0.169906037870691,6.292276034290301
0.345,FY2034_35,34.5,2034,0.106983277527788,Indexed brackets,0.11677292589216,0.9789648364372003
0.346,FY2034_35,34.599999999999994,2034,0.107321791829226,Baseline,0.157688308962199,5.036651713297299
0.346,FY2034_35,34.599999999999994,2034,0.107321791829226,High inflation,0.165200382121829,5.7878590292603
0.346,FY2034_35,34.599999999999994,2034,0.107321791829226,No policy change,0.17036033925459,6.3038547425364
0.346,FY2034_35,34.599999999999994,2034,0.107321791829226,Indexed brackets,0.117373437627978,1.0051645798752007
0.347,FY2034_35,34.699999999999996,2034,0.107649249408136,Baseline,0.158161596418263,5.0512347010126994
0.347,FY2034_35,34.699999999999996,2034,0.107649249408136,High inflation,0.165653618051822,5.800436864368599
0.347,FY2034_35,34.699999999999996,2034,0.107649249408136,No policy change,0.170799802020668,6.3150552612532
0.347,FY2034_35,34.699999999999996,2034,0.107649249408136,Indexed brackets,0.11795433515072,1.0305085742584
0.348,FY2034_35,34.8,2034,0.107982588535674,Baseline,0.158643384710365,5.066079617469099
0.348,FY2034_35,34.8,2034,0.107982588535674,High inflation,0.166114994667308,5.8132406131634005
0.348,FY2034_35,34.8,2034,0.107982588535674,No policy change,0.171247158088948,6.326456955327401
0.348,FY2034_35,34.8,2034,0.107982588535674,Indexed brackets,0.1185456663212,1.056307778552601
0.349,FY2034_35,34.9,2034,0.108583640624292,Baseline,0.159166385114568,5.058274449027598
0.349,FY2034_35,34.9,2034,0.108583640624292,High inflation,0.166615837382552,5.803219675826001
0.349,FY2034_35,34.9,2034,0.108583640624292,No policy change,0.171732780941078,6.314914031678599
0.349,FY2034_35,34.9,2034,0.108583640624292,Indexed brackets,0.119187579888319,1.0603939264027002
0.35,FY2034_35,35,2034,0.109253112044202,Baseline,0.15968629268728,5.043318064307798
0.35,FY2034_35,35,2034,0.109253112044202,High inflation,0.167113718298704,5.7860606254502
0.35,FY2034_35,35,2034,0.109253112044202,No policy change,0.172215531998773,6.296241995457101
0.35,FY2034_35,35,2034,0.109253112044202,Indexed brackets,0.11982569741536,1.0572585371158003
0.351,FY2034_35,35.099999999999994,2034,0.109812639352872,Baseline,0.160120818308935,5.030817895606299
0.351,FY2034_35,35.099999999999994,2034,0.109812639352872,High inflation,0.167529834596977,5.771719524410502
0.351,FY2034_35,35.099999999999994,2034,0.109812639352872,No policy change,0.172619003143375,6.2806363790503
0.351,FY2034_35,35.099999999999994,2034,0.109812639352872,Indexed brackets,0.120359019932052,1.0546380579180004
0.352,FY2034_35,35.199999999999996,2034,0.110480421769658,Baseline,0.16063941421174,5.0158992442081995
0.352,FY2034_35,35.199999999999996,2034,0.110480421769658,High inflation,0.168026459414067,5.754603764440899
0.352,FY2034_35,35.199999999999996,2034,0.110480421769658,No policy change,0.173100536272985,6.262011450332699
0.352,FY2034_35,35.199999999999996,2034,0.110480421769658,Indexed brackets,0.120995527558409,1.0515105788751007
0.353,FY2034_35,35.3,2034,0.111116673993518,Baseline,0.161133523951906,5.0016849958388
0.353,FY2034_35,35.3,2034,0.111116673993518,High inflation,0.168499635461168,5.738296146765
0.353,FY2034_35,35.3,2034,0.111116673993518,No policy change,0.173559333205752,6.2442659212234
0.353,FY2034_35,35.3,2034,0.111116673993518,Indexed brackets,0.121601981670698,1.0485307677179991
0.354,FY2034_35,35.4,2034,0.111688970070811,Baseline,0.161577965724279,4.9888995653468
0.354,FY2034_35,35.4,2034,0.111688970070811,High inflation,0.168925247797706,5.723627772689502
0.354,FY2034_35,35.4,2034,0.111688970070811,No policy change,0.173972011818179,6.2283041747368015
0.354,FY2034_35,35.4,2034,0.111688970070811,Indexed brackets,0.122147474946014,1.0458504875203
0.355,FY2034_35,35.5,2034,0.112247425584891,Baseline,0.16201165899655,4.976423341165901
0.355,FY2034_35,35.5,2034,0.112247425584891,High inflation,0.169340567010313,5.7093141425422
0.355,FY2034_35,35.5,2034,0.112247425584891,No policy change,0.174374710099361,6.212728451447001
0.355,FY2034_35,35.5,2034,0.112247425584891,Indexed brackets,0.122679775864334,1.0432350279443003
0.356,FY2034_35,35.6,2034,0.112819396149148,Baseline,0.162455847977411,4.9636451828262995
0.356,FY2034_35,35.6,2034,0.112819396149148,High inflation,0.169765937265227,5.6946541116079015
0.356,FY2034_35,35.6,2034,0.112819396149148,No policy change,0.174787153986663,6.1967757837515
0.356,FY2034_35,35.6,2034,0.112819396149148,Indexed brackets,0.123224958871627,1.0405562722479
0.357,FY2034_35,35.699999999999996,2034,0.113383031206239,Baseline,0.162893563652363,4.9510532446124
0.357,FY2034_35,35.699999999999996,2034,0.113383031206239,High inflation,0.170171005131623,5.678797392538401
0.357,FY2034_35,35.699999999999996,2034,0.113383031206239,No policy change,0.175193587199303,6.181055599306401
0.357,FY2034_35,35.699999999999996,2034,0.113383031206239,Indexed brackets,0.123762196755259,1.0379165549020006
0.358,FY2034_35,35.8,2034,0.113922297725593,Baseline,0.163312354864033,4.939005713844001
0.358,FY2034_35,35.8,2034,0.113922297725593,High inflation,0.170535588046914,5.661329032132099
0.358,FY2034_35,35.8,2034,0.113922297725593,No policy change,0.175582448433488,6.1660150707895
0.358,FY2034_35,35.8,2034,0.113922297725593,Indexed brackets,0.124276207372459,1.0353909646866
0.359,FY2034_35,35.9,2034,0.11447768167072,Baseline,0.163743662773895,4.9265981103174985
0.359,FY2034_35,35.9,2034,0.11447768167072,High inflation,0.170911067500123,5.6433385829402996
0.359,FY2034_35,35.9,2034,0.11447768167072,No policy change,0.175982931828243,6.150525015752301
0.359,FY2034_35,35.9,2034,0.11447768167072,Indexed brackets,0.124805580575083,1.0327898904362989
0.36,FY2034_35,36,2034,0.115024956353953,Baseline,0.164168673078599,4.9143716724646
0.36,FY2034_35,36,2034,0.115024956353953,High inflation,0.171281064509612,5.6256108155659
0.36,FY2034_35,36,2034,0.115024956353953,No policy change,0.176377567692185,6.135261133823199
0.36,FY2034_35,36,2034,0.115024956353953,Indexed brackets,0.125327224303389,1.0302267949435993
0.361,FY2034_35,36.1,2034,0.11556157156078,Baseline,0.164585405296531,4.902383373575102
0.361,FY2034_35,36.1,2034,0.11556157156078,High inflation,0.171643854947129,5.6082283386349
0.361,FY2034_35,36.1,2034,0.11556157156078,No policy change,0.176764517083849,6.1202945523069
0.361,FY2034_35,36.1,2034,0.11556157156078,Indexed brackets,0.125838707779112,1.0277136218331997
0.362,FY2034_35,36.199999999999996,2034,0.11614830532666,Baseline,0.165041059293065,4.8892753966405005
0.362,FY2034_35,36.199999999999996,2034,0.11614830532666,High inflation,0.172040529131763,5.589222380510299
0.362,FY2034_35,36.199999999999996,2034,0.11614830532666,No policy change,0.177187606610363,6.103930128370301
0.362,FY2034_35,36.199999999999996,2034,0.11614830532666,Indexed brackets,0.126397962571147,1.0249657244486996
0.363,FY2034_35,36.3,2034,0.116621737028434,Baseline,0.165408723572067,4.878698654363302
0.363,FY2034_35,36.3,2034,0.116621737028434,High inflation,0.172360602979906,5.5738865951472
0.363,FY2034_35,36.3,2034,0.116621737028434,No policy change,0.177528994827964,6.090725779953001
0.363,FY2034_35,36.3,2034,0.116621737028434,Indexed brackets,0.126849221665671,1.0227484637237008
0.364,FY2034_35,36.4,2034,0.117208043612306,Baseline,0.165864045821562,4.8656002209256
0.364,FY2034_35,36.4,2034,0.117208043612306,High inflation,0.172756988358807,5.5548944746501014
0.364,FY2034_35,36.4,2034,0.117208043612306,No policy change,0.177951776316584,6.074373270427799
0.364,FY2034_35,36.4,2034,0.117208043612306,Indexed brackets,0.127408069282256,1.0200025669950015
0.365,FY2034_35,36.5,2034,0.117702895107291,Baseline,0.166248344586168,4.8545449478877
0.365,FY2034_35,36.5,2034,0.117702895107291,High inflation,0.173091543526249,5.5388648418958
0.365,FY2034_35,36.5,2034,0.117702895107291,No policy change,0.178308610194031,6.060571508673999
0.365,FY2034_35,36.5,2034,0.117702895107291,Indexed brackets,0.127879744999607,1.0176849892316
0.366,FY2034_35,36.6,2034,0.118293756644746,Baseline,0.166707204185862,4.841344754111598
0.366,FY2034_35,36.6,2034,0.118293756644746,High inflation,0.173491008381061,5.519725173631499
0.366,FY2034_35,36.6,2034,0.118293756644746,No policy change,0.178734676227135,6.044091958238898
0.366,FY2034_35,36.6,2034,0.118293756644746,Indexed brackets,0.128442934243973,1.0149177599226982
0.367,FY2034_35,36.7,2034,0.118871131320764,Baseline,0.167155589968178,4.8284458647414
0.367,FY2034_35,36.7,2034,0.118871131320764,High inflation,0.173881355148464,5.50102238277
0.367,FY2034_35,36.7,2034,0.118871131320764,No policy change,0.179151016980817,6.0279885660053
0.367,FY2034_35,36.7,2034,0.118871131320764,Indexed brackets,0.128993268267921,1.012213694715701
0.368,FY2034_35,36.8,2034,0.119430094133037,Baseline,0.167589677205246,4.8159583072209005
0.368,FY2034_35,36.8,2034,0.119430094133037,High inflation,0.174259254173018,5.482916003998099
0.368,FY2034_35,36.8,2034,0.119430094133037,No policy change,0.179554081071101,6.012398693806399
0.368,FY2034_35,36.8,2034,0.119430094133037,Indexed brackets,0.129526052725729,1.009595859269201
0.369,FY2034_35,36.9,2034,0.119986173170772,Baseline,0.168021524919945,4.803535174917299
0.369,FY2034_35,36.9,2034,0.119986173170772,High inflation,0.174635203558774,5.464903038800199
0.369,FY2034_35,36.9,2034,0.119986173170772,No policy change,0.179955065692169,5.996889252139699
0.369,FY2034_35,36.9,2034,0.119986173170772,Indexed brackets,0.13005608846713,1.0069915296357992
0.37,FY2034_35,37,2034,0.120534328242357,Baseline,0.168447218929072,4.791289068671499
0.37,FY2034_35,37,2034,0.120534328242357,High inflation,0.175005795774048,5.4471467531691005
0.37,FY2034_35,37,2034,0.120534328242357,No policy change,0.180350336397862,5.9816008155504985
0.37,FY2034_35,37,2034,0.120534328242357,Indexed brackets,0.130578571351854,1.0044243109496989
0.371,FY2034_35,37.1,2034,0.121074658519684,Baseline,0.168866836248935,4.7792177729251
0.371,FY2034_35,37.1,2034,0.121074658519684,High inflation,0.175371097866164,5.429643934648
0.371,FY2034_35,37.1,2034,0.121074658519684,No policy change,0.180739964700321,5.9665306180636994
0.371,FY2034_35,37.1,2034,0.121074658519684,Indexed brackets,0.131093595907195,1.0018937387510987
0.372,FY2034_35,37.2,2034,0.121597236513622,Baseline,0.169272667249783,4.767543073616098
0.372,FY2034_35,37.2,2034,0.121597236513622,High inflation,0.175724398139146,5.4127161625524
0.372,FY2034_35,37.2,2034,0.121597236513622,No policy change,0.181116791958064,5.951955544444198
0.372,FY2034_35,37.2,2034,0.121597236513622,Indexed brackets,0.131591699586099,0.9994463072477006
0.373,FY2034_35,37.3,2034,0.122167137072033,Baseline,0.169715248676262,4.7548111604229
0.373,FY2034_35,37.3,2034,0.122167137072033,High inflation,0.176109691866004,5.3942554793971
0.373,FY2034_35,37.3,2034,0.122167137072033,No policy change,0.181527743178941,5.9360606106908
0.373,FY2034_35,37.3,2034,0.122167137072033,Indexed brackets,0.132134909533794,0.9967772461761004
0.374,FY2034_35,37.4,2034,0.122644697721834,Baseline,0.170081016774102,4.7436319052268
0.374,FY2034_35,37.4,2034,0.122644697721834,High inflation,0.176432557179693,5.378785945785899
0.374,FY2034_35,37.4,2034,0.122644697721834,No policy change,0.181867006053514,5.922230833167999
0.374,FY2034_35,37.4,2034,0.122644697721834,Indexed brackets,0.132590104202005,0.9945406480171004
0.375,FY2034_35,37.5,2034,0.12319421254997,Baseline,0.170468964253717,4.727475170374699
0.375,FY2034_35,37.5,2034,0.12319421254997,High inflation,0.176804068688099,5.3609856138129
0.375,FY2034_35,37.5,2034,0.12319421254997,No policy change,0.182224454761476,5.9030242211506
0.375,FY2034_35,37.5,2034,0.12319421254997,Indexed brackets,0.133113883160708,0.9919670610737994
0.376,FY2034_35,37.6,2034,0.123696670635881,Baseline,0.170823690528716,4.7127019892835
0.376,FY2034_35,37.6,2034,0.123696670635881,High inflation,0.177143766457567,5.3447095821685995
0.376,FY2034_35,37.6,2034,0.123696670635881,No policy change,0.182551293973848,5.885462333796701
0.376,FY2034_35,37.6,2034,0.123696670635881,Indexed brackets,0.133592809223401,0.9896138587520004
0.377,FY2034_35,37.7,2034,0.124186967708448,Baseline,0.171169831349356,4.698286364090801
0.377,FY2034_35,37.7,2034,0.124186967708448,High inflation,0.177475242508202,5.328827479975401
0.377,FY2034_35,37.7,2034,0.124186967708448,No policy change,0.182870222683563,5.868325497511501
0.377,FY2034_35,37.7,2034,0.124186967708448,Indexed brackets,0.134060143819259,0.9873176110810983
0.378,FY2034_35,37.8,2034,0.124709072014882,Baseline,0.171538427498917,4.682935548403501
0.378,FY2034_35,37.8,2034,0.124709072014882,High inflation,0.177828222534395,5.311915051951301
0.378,FY2034_35,37.8,2034,0.124709072014882,No policy change,0.183209841380278,5.850076936539598
0.378,FY2034_35,37.8,2034,0.124709072014882,Indexed brackets,0.134557795995245,0.9848723980363003
0.379,FY2034_35,37.9,2034,0.125267336441999,Baseline,0.171932552036363,4.666521559436402
0.379,FY2034_35,37.9,2034,0.125267336441999,High inflation,0.178205649400402,5.293831295840301
0.379,FY2034_35,37.9,2034,0.125267336441999,No policy change,0.183572981532204,5.8305645090205
0.379,FY2034_35,37.9,2034,0.125267336441999,Indexed brackets,0.135089914775932,0.9822578333932991
0.38,FY2034_35,38,2034,0.125793744757552,Baseline,0.172304186738123,4.6510441980571
0.38,FY2034_35,38,2034,0.125793744757552,High inflation,0.178561539246016,5.2767794488463995
0.38,FY2034_35,38,2034,0.125793744757552,No policy change,0.183915399903139,5.812165514558698
0.38,FY2034_35,38,2034,0.125793744757552,Indexed brackets,0.13559166938792,0.9797924630367993
0.381,FY2034_35,38.1,2034,0.12637022934075,Baseline,0.172711174374557,4.634094503380698
0.381,FY2034_35,38.1,2034,0.12637022934075,High inflation,0.178951284246716,5.2581054905965985
0.381,FY2034_35,38.1,2034,0.12637022934075,No policy change,0.184290391912224,5.792016257147398
0.381,FY2034_35,38.1,2034,0.12637022934075,Indexed brackets,0.136141155005479,0.977092566472898
0.382,FY2034_35,38.2,2034,0.126900656160951,Baseline,0.173085646067551,4.61849899066
0.382,FY2034_35,38.2,2034,0.126900656160951,High inflation,0.179309890890217,5.2409234729266005
0.382,FY2034_35,38.2,2034,0.126900656160951,No policy change,0.184635424242276,5.773476808132499
0.382,FY2034_35,38.2,2034,0.126900656160951,Indexed brackets,0.136646739920259,0.9746083759307994
0.383,FY2034_35,38.3,2034,0.127442618676603,Baseline,0.173468261751838,4.602564307523499
0.383,FY2034_35,38.3,2034,0.127442618676603,High inflation,0.179676296492724,5.223367781612101
0.383,FY2034_35,38.3,2034,0.127442618676603,No policy change,0.184987960317857,5.754534164125399
0.383,FY2034_35,38.3,2034,0.127442618676603,Indexed brackets,0.137163320269997,0.9720701593393999
0.384,FY2034_35,38.4,2034,0.127892102382852,Baseline,0.17378558907776,4.5893486694908
0.384,FY2034_35,38.4,2034,0.127892102382852,High inflation,0.179980179775144,5.208807739229199
0.384,FY2034_35,38.4,2034,0.127892102382852,No policy change,0.185280340726578,5.7388238343726
0.384,FY2034_35,38.4,2034,0.127892102382852,Indexed brackets,0.137591752944711,0.969965056185898
0.385,FY2034_35,38.5,2034,0.128391339139741,Baseline,0.174138041153027,4.574670201328601
0.385,FY2034_35,38.5,2034,0.128391339139741,High inflation,0.180317699694729,5.1926360554988005
0.385,FY2034_35,38.5,2034,0.128391339139741,No policy change,0.185605084527074,5.721374538733301
0.385,FY2034_35,38.5,2034,0.128391339139741,Indexed brackets,0.138067608545472,0.967626940573102
0.386,FY2034_35,38.6,2034,0.128892850600734,Baseline,0.174492099128041,4.559924852730701
0.386,FY2034_35,38.6,2034,0.128892850600734,High inflation,0.180656757477734,5.1763906877
0.386,FY2034_35,38.6,2034,0.128892850600734,No policy change,0.185931307978347,5.703845737761301
0.386,FY2034_35,38.6,2034,0.128892850600734,Indexed brackets,0.138545632317293,0.9652781716559006
0.387,FY2034_35,38.7,2034,0.129447754464501,Baseline,0.174883851168851,4.543609670435
0.387,FY2034_35,38.7,2034,0.129447754464501,High inflation,0.181031912361448,5.1584157896947005
0.387,FY2034_35,38.7,2034,0.129447754464501,No policy change,0.186292262149175,5.6844507684674
0.387,FY2034_35,38.7,2034,0.129447754464501,Indexed brackets,0.139074547922592,0.9626793458091004
0.388,FY2034_35,38.800000000000004,2034,0.129939528446056,Baseline,0.175231034660389,4.529150621433301
0.388,FY2034_35,38.800000000000004,2034,0.129939528446056,High inflation,0.18136438690868,5.142485846262401
0.388,FY2034_35,38.800000000000004,2034,0.129939528446056,No policy change,0.186612151559462,5.667262311340601
0.388,FY2034_35,38.800000000000004,2034,0.129939528446056,Indexed brackets,0.139543290258172,0.9603761812116002
0.389,FY2034_35,38.9,2034,0.130461193348138,Baseline,0.175599320598465,4.513812725032701
0.389,FY2034_35,38.9,2034,0.130461193348138,High inflation,0.181717069865958,5.125587651782001
0.389,FY2034_35,38.9,2034,0.130461193348138,No policy change,0.186951484432192,5.649029108405401
0.389,FY2034_35,38.9,2034,0.130461193348138,Indexed brackets,0.140040523608784,0.9579330260646002
0.39,FY2034_35,39,2034,0.130977920038301,Baseline,0.17596412024869101,4.4986200210390015
0.39,FY2034_35,39,2034,0.130977920038301,High inflation,0.18206641423715,5.1088494198849
0.39,FY2034_35,39,2034,0.130977920038301,No policy change,0.187287605094113,5.630968505581199
0.39,FY2034_35,39,2034,0.130977920038301,Indexed brackets,0.140533050022722,0.9555129984421012
0.391,FY2034_35,39.1,2034,0.13149660090337,Baseline,0.176330299510879,4.4833698607509
0.391,FY2034_35,39.1,2034,0.13149660090337,High inflation,0.182417079770993,5.092047886762299
0.391,FY2034_35,39.1,2034,0.13149660090337,No policy change,0.187624996908804,5.612839600543398
0.391,FY2034_35,39.1,2034,0.13149660090337,Indexed brackets,0.141027439090124,0.9530838186753987
0.392,FY2034_35,39.2,2034,0.131983168290377,Baseline,0.176673807241312,4.469063895093497
0.392,FY2034_35,39.2,2034,0.131983168290377,High inflation,0.182746034286199,5.0762865995821995
0.392,FY2034_35,39.2,2034,0.131983168290377,No policy change,0.187941499530603,5.595833124022597
0.392,FY2034_35,39.2,2034,0.131983168290377,Indexed brackets,0.141491218675782,0.9508050385404976
0.393,FY2034_35,39.300000000000004,2034,0.132503527031693,Baseline,0.177041171053629,4.4537644021936
0.393,FY2034_35,39.300000000000004,2034,0.132503527031693,High inflation,0.183097834184947,5.0594307153254
0.393,FY2034_35,39.300000000000004,2034,0.132503527031693,No policy change,0.188279982771158,5.577645573946502
0.393,FY2034_35,39.300000000000004,2034,0.132503527031693,Indexed brackets,0.141987207038103,0.9483680006410006
0.394,FY2034_35,39.4,2034,0.132976312979876,Baseline,0.177374949338771,4.439863635889499
0.394,FY2034_35,39.4,2034,0.132976312979876,High inflation,0.183417471457262,5.044115847738601
0.394,FY2034_35,39.4,2034,0.132976312979876,No policy change,0.188587520835043,5.561120785516699
0.394,FY2034_35,39.4,2034,0.132976312979876,Indexed brackets,0.142437850622133,0.946153764225699
0.395,FY2034_35,39.5,2034,0.133464780003349,Baseline,0.177719798178017,4.425501817466801
0.395,FY2034_35,39.5,2034,0.133464780003349,High inflation,0.18374771026321499,5.028293025986599
0.395,FY2034_35,39.5,2034,0.133464780003349,No policy change,0.188905259133416,5.5440479130067
0.395,FY2034_35,39.5,2034,0.133464780003349,Indexed brackets,0.142903440877057,0.943866087370801
0.396,FY2034_35,39.6,2034,0.13393754281831,Baseline,0.178053560131524,4.411601731321402
0.396,FY2034_35,39.6,2034,0.13393754281831,High inflation,0.184067331895811,5.012978907750101
0.396,FY2034_35,39.6,2034,0.13393754281831,No policy change,0.18921278214959,5.527523933128001
0.396,FY2034_35,39.6,2034,0.13393754281831,Indexed brackets,0.143354062411282,0.9416519592972017
0.397,FY2034_35,39.7,2034,0.134425806285868,Baseline,0.178398265263995,4.397245897812699
0.397,FY2034_35,39.7,2034,0.134425806285868,High inflation,0.184397433083339,4.9971626797471
0.397,FY2034_35,39.7,2034,0.134425806285868,No policy change,0.1895303880388,5.510458175293201
0.397,FY2034_35,39.7,2034,0.134425806285868,Indexed brackets,0.143819458643588,0.9393652357719995
0.398,FY2034_35,39.800000000000004,2034,0.134964568734031,Baseline,0.178778621758806,4.381405302477498
0.398,FY2034_35,39.800000000000004,2034,0.134964568734031,High inflation,0.184761675210286,4.979710647625499
0.398,FY2034_35,39.800000000000004,2034,0.134964568734031,No policy change,0.189880842532718,5.491627379868699
0.398,FY2034_35,39.800000000000004,2034,0.134964568734031,Indexed brackets,0.144332988797168,0.9368420063136984
0.399,FY2034_35,39.900000000000006,2034,0.135480729661603,Baseline,0.179143021990928,4.3662292329325005
0.399,FY2034_35,39.900000000000006,2034,0.135480729661603,High inflation,0.185110637085315,4.962990742371201
0.399,FY2034_35,39.900000000000006,2034,0.135480729661603,No policy change,0.190216595177078,5.473586551547502
0.399,FY2034_35,39.900000000000006,2034,0.135480729661603,Indexed brackets,0.14482497594533,0.9344246283727015
0.4,FY2034_35,40,2034,0.135959355635345,Baseline,0.179480923227954,4.3521567592609
0.4,FY2034_35,40,2034,0.135959355635345,High inflation,0.185434222634535,4.947486699918999
