percentile,base_etr,final_baseline_etr,final_indexed_etr,percentile_label,after_tax_gain_baseline,after_tax_gain_indexed,income_gain_clawback
0.738,0.230208386333974,0.253306461652677,0.232676529665091,73.8,0.06152604469837808,0.08449400393650885,0.2718294573350973
0.739,0.230408623428693,0.253611290977689,0.232871262750808,73.9,0.061386905613104226,0.08447743849509948,0.2733337242858604
0.74,0.230596267768798,0.253896949824351,0.23305374922474,74,0.06125651687631417,0.08446191484137389,0.27474392462734565
0.741,0.230823414113464,0.254242744228833,0.23327465189349,74.1,0.061098679315473636,0.08444312322102376,0.27645168742098436
0.742,0.231029131025038,0.254555915708806,0.233474714169819,74.2,0.06095573246068653,0.08442610443911247,0.2779989925432674
0.743,0.231232458870911,0.25486545021389,0.233672453049792,74.3,0.06081444569998484,0.08440928330253872,0.27952894136046086
0.744,0.231424330609475,0.255157544606476,0.23385905072174001,74.4,0.06068111946374988,0.08439340991979982,0.2809732475389257
0.745,0.23162109326281,0.255457084643691,0.23405040486964,74.5,0.060544394669376334,0.084377131915916,0.282454934238457
0.746,0.231817932480105,0.255756741237431,0.23424183347695,74.6,0.06040761667287731,0.08436084757796336,0.28393776962647643
0.747,0.232028063315194,0.256076632218242,0.23444618834925,74.7,0.060261602707666784,0.08434346363598366,0.28552136573678455
0.748,0.232226856112338,0.256379262828497,0.234639516837462,74.8,0.060123467223867855,0.08432701768006279,0.28702011670830513
0.749,0.232427559758019,0.256684802403599,0.234834703649839,74.9,0.05998400394554726,0.08431041364129799,0.28853386723078367
0.75,0.232633867354235,0.25699887310757,0.23503534037439,75,0.059840646640733075,0.08429334599255767,0.29009050553033616
0.751,0.232829007569039,0.25729594323858,0.235225116680471,75.1,0.05970504923294062,0.08427720221160961,0.2915634635921036
0.752,0.233029738768978,0.257601524760686,0.235420330289711,75.2,0.05956556680794478,0.08426059589330326,0.29307921245452706
0.753,0.233236896313118,0.257916889376018,0.235621793599276,75.3,0.0594216188983947,0.08424345792910837,0.2946441141055899
0.754,0.233449924888244,0.258241191707986,0.235828966560101,75.4,0.05927359137571331,0.08422583425960584,0.2962540306455529
0.755,0.233643715493577,0.258536207271912,0.236017430354047,75.5,0.059138931773311976,0.08420980213067975,0.29771914578853786
0.756,0.233844339279421,0.258841625273036,0.236212539501731,75.6,0.05899952398732966,0.0841932046986501,0.29923650966245235
0.757,0.234036820459759,0.259134647444389,0.236399729863448,75.7,0.05886577426726758,0.0841772808973199,0.3006928515655845
0.758,0.234236970175635,0.259439343748923,0.236594377972144,75.8,0.05872669589907831,0.08416072268468722,0.30220779924738633
0.759,0.234439763048298,0.259748063841861,0.236791596583962,75.9,0.058585780876104,0.08414394580598294,0.3037433612729588
0.76,0.234626928016265,0.260032992920219,0.23697361686248,76,0.05845572524143294,0.08412846181029698,0.30516113116098603
0.761,0.234824785003777,0.260334198908234,0.237166035264089,76.1,0.058318240025239665,0.08411209327309666,0.3066604603943103
0.762,0.235034060716299,0.260652788100105,0.237369558518968,76.2,0.058172820260481095,0.08409478007466709,0.30824695410547587
0.763,0.235222583876804,0.260939784811911,0.237552899656762,76.3,0.058041820856287174,0.08407918371688872,0.3096766846390244
0.764,0.235422493474164,0.261244115573962,0.23774731424719,76.4,0.05790290933965114,0.08406264536905261,0.3111933477058062
0.765,0.235631451510505,0.261562221154064,0.237950528557999,76.5,0.057757710319071065,0.08404535845169836,0.3127792969999057
0.766,0.2358203621881,0.261849807799384,0.238134246561023,76.6,0.05762644164022823,0.0840297300349665,0.31421365252216465
0.767,0.236030802649206,0.262170170136863,0.238338902548507,76.7,0.05748021252466873,0.08401232047789498,0.3158121071088291
0.768,0.236220500512481,0.262458955147948,0.238523386099475,76.8,0.057348396852796246,0.0839966269379755,0.31725357382334823
0.769,0.236398258368442,0.262729563385269,0.238696257843595,76.9,0.05722487795379594,0.08398192118451875,0.31860480033475597
0.77,0.236593092575293,0.263026167667542,0.238885736553105,77,0.05708949318226153,0.08396580271934262,0.32008637643727045
0.771,0.236785753429779,0.263319463364384,0.239073101650184,77.10000000000001,0.05695561861172327,0.08394986405372606,0.32155198517923833
0.772,0.236980890212148,0.263616528270055,0.239262874618178,77.2,0.05682002358903182,0.08393372055674131,0.3230369961901063
0.773,0.237173858400961,0.263910291834828,0.239450538601744,77.3,0.05668593546057665,0.08391775646562227,0.3245060658431854
0.774,0.237373429404511,0.264214107141325,0.239644623905446,77.4,0.05654725922318837,0.08390124612935845,0.3260259908892874
0.775,0.237562091620482,0.264501315543097,0.239828100276423,77.5,0.056416163193290236,0.0838856382676435,0.32746338517100887
0.776,0.23775567192134,0.264796010951702,0.24001635954663,77.60000000000001,0.05628164972551275,0.0838696235370241,0.32893880582798474
0.777,0.237959022829621,0.26510558056565797,0.240214120855084,77.7,0.056140346939395624,0.0838528004925172,0.3304893025677128
0.778,0.23815564982957,0.265404914092034,0.240405343078364,77.8,0.056003716406719195,0.08383653371112154,0.3319891230272813
0.779,0.238368414651874,0.265728814902021,0.240612259536262,77.9,0.05585587215840415,0.08381893186166145,0.3336126944376814
0.78,0.238545685019316,0.265998681015131,0.240784657191685,78,0.05573269200136577,0.08380426643770644,0.33496593466642766
0.781,0.238731858466538,0.266282100659885,0.240965713203843,78.10000000000001,0.055603325346375576,0.08378886446967426,0.3363876489041081
0.782,0.238929614642149,0.266583153177716,0.241158033564615,78.2,0.0554659101815167,0.083772504272554,0.33789838726727983
0.783,0.239122420315128,0.266876669337821,0.241345539499494,78.3,0.05533193498071087,0.08375655362622958,0.33937187497429605
0.784,0.23932066528817,0.267178465972477,0.241538335221897,78.4,0.05519418016436173,0.08374015299132187,0.34088751700654774
0.785,0.239527423659811,0.267493222910777,0.241739410331201,78.5,0.055050509628474575,0.08372304805032205,0.3424688791145508
0.786,0.239720545231006,0.267787219975983,0.241927223481058,78.60000000000001,0.054916314918944775,0.0837070712700102,0.34394652583407626
0.787,0.239915872371564,0.268084574671905,0.242117181574778,78.7,0.05478058762174143,0.08369091202485734,0.34544162207874085
0.788,0.240102463126923,0.268368629602332,0.242298643424332,78.8,0.054650930991148594,0.08367547553328514,0.34687038653985197
0.789,0.240303688970249,0.268674964140806,0.242494338080469,78.9,0.054511104852474124,0.08365882829355986,0.3484118058503762
0.79,0.240496963367189,0.268969193859052,0.242682299855279,79,0.0543768039486624,0.08364283887010704,0.3498928936031603
0.791,0.240699278786971,0.269277187105448,0.242879054138183,79.10000000000001,0.05423622069417344,0.08362610149066585,0.35144387066486454
0.792,0.240915832434007,0.269606855802187,0.243089655275647,79.2,0.05408574369887165,0.08360818619501764,0.3531046879462778
0.793,0.241108051291505,0.269899478628481,0.243276590525112,79.3,0.05395217625952142,0.08359228409542929,0.35457947054145095
0.794,0.241303116509352,0.27019643458848,0.243466293895712,79.4,0.053816630964988565,0.08357614651891432,0.35607666533405924
0.795,0.241502106780517,0.270499365821717,0.243659814429887,79.5,0.053678358262086,0.08355968422613735,0.35760458217127294
0.796,0.241680638947235,0.27077115282477,0.243833439200929,79.60000000000001,0.053554301316472874,0.08354491441462186,0.35897592700029257
0.797,0.241876982333411,0.271070054594007,0.244024385606257,79.7,0.053417867858974843,0.08352867109634932,0.3604846436817129
0.798,0.242084938040779,0.271386634286687,0.244226625139571,79.80000000000001,0.05327336532840621,0.08351146710080148,0.3620832302694042
0.799,0.24227852501312,0.27168133985157,0.244414890897877,79.9,0.05313884722480433,0.08349545181825824,0.3635719543087223
0.8,0.242472619167125,0.271976817520367,0.244603649896714,80,0.0530039766950291,0.08347939457701248,0.36506515214205115
0.801,0.24265552888371,0.272255268651127,0.244781531889898,80.10000000000001,0.052876877914011744,0.08346426261458917,0.3664728321128292
0.802,0.242860454912932,0.272567236137735,0.244980825023221,80.2,0.05273448062096875,0.0834473092616903,0.36805055684187843
0.803,0.243065020113336,0.272878654319503,0.245179767245993,80.30000000000001,0.05259233405765151,0.08343038575984751,0.36962614305731056
0.804,0.243268862407743,0.273188971991162,0.245378006433618,80.4,0.05245068982123413,0.08341352206339092,0.3711967973085501
0.805,0.243462336573561,0.273483505825945,0.245566162486166,80.5,0.0523162501036899,0.0833975161132331,0.37268815017635015
