Series ID,GGDPECCVPSH,GGDPECCVPSHY,GGDPECCVPSD,GGDPECCVPSDY,GGDPECCVPSB,GGDPECCVPSBY,GGDPECCVPD,GGDPECCVPDY,GGDPECCVDD,GGDPECCVDDY,GGDPECCVCI,GGDPECCVCIY,GGDPECCVGN,GGDPECCVGNY,GGDPECCVPSHS,GGDPECCVPSDS,GGDPECCVPSBS,GGDPECCVPDS,GGDPICGOSPCS,GGDPICHRDI,GGDPICHRDIY,GGDPICHDISR
31/12/2000,177440,2.9,19355,-22.8,28413,-4.1,78440.8,-0.4,305997,-0.6,2675,0.3,308214,-0.3,58.5,4.5,12.8,23.2,15.7,195211.7,2.7,0.1
31/03/2001,179005,3.5,20190,-26.9,28892,-1.7,79894.5,-2.3,309206,-0.5,1490,0.5,310178,0.0,57.9,4.6,12.8,23.3,15.8,198212.8,3.1,0.7
30/06/2001,180065,3.2,20931,-28.8,29022,-4.0,80142.0,-1.0,312297,-0.8,-685,0.0,311084,-0.8,58.1,4.7,12.8,23.0,14.6,200817.6,6.3,1.5
30/09/2001,180526,2.4,22574,-0.3,29457,-5.2,81209.8,1.2,315938,1.2,702,0.3,316480,1.6,57.2,5.0,12.7,23.3,15.0,204980.3,2.3,3.3
31/12/2001,181898,2.5,24179,24.9,30437,7.1,81530.1,3.9,320594,4.8,173,-0.7,320520,4.0,57.4,5.4,13.0,22.8,15.2,210791.6,8.0,5.5
31/03/2002,184204,2.9,25470,26.2,31657,9.6,81001.7,1.4,325173,5.2,271,-0.3,325141,4.8,57.2,5.6,13.2,22.8,15.2,210059.9,6.0,3.8
30/06/2002,187100,3.9,27668,32.2,32820,13.1,83521.5,4.2,333071,6.7,224,0.3,332957,7.0,57.4,6.1,13.3,22.8,15.6,202489.8,0.8,-1.9
30/09/2002,189666,5.1,27599,22.3,33608,14.1,83804.6,3.2,337049,6.7,-3106,-1.0,333685,5.4,58.0,6.0,13.4,22.9,16.1,205284.1,0.1,-1.9
31/12/2002,190589,4.8,28102,16.2,36612,20.3,84239.5,3.3,343215,7.1,57,0.0,342976,7.0,57.6,6.1,14.5,22.9,16.9,206055.6,-2.2,-2.1
31/03/2003,191715,4.1,29369,15.3,36495,15.3,85059.9,5.0,346131,6.4,-940,-0.3,344783,6.0,57.8,6.3,14.2,23.0,16.5,208788.4,-0.6,-1.4
30/06/2003,193173,3.2,27980,1.1,36820,12.2,84544.1,1.2,346285,4.0,1947,0.5,347702,4.4,57.7,6.1,14.0,22.7,16.8,211840.9,4.6,-0.8
30/09/2003,195769,3.2,28969,5.0,38813,15.5,85470.2,2.0,352992,4.7,3354,1.7,355690,6.6,57.3,6.3,14.3,22.4,16.6,214041.4,4.3,-1.3
31/12/2003,200296,5.1,30878,9.9,40421,10.4,87438.1,3.8,363250,5.8,161,0.0,362813,5.8,57.4,6.6,14.4,22.5,16.8,218498.4,6.0,-1.6
31/03/2004,204222,6.5,31854,8.5,40698,11.5,87565.3,2.9,368135,6.4,3200,1.1,370801,7.5,57.7,6.8,14.1,22.2,16.5,221603.7,6.1,-2.2
30/06/2004,205404,6.3,31268,11.8,41482,12.7,89873.0,6.3,371066,7.2,572,-0.4,371256,6.8,57.3,6.7,14.1,22.7,16.2,230194.2,8.7,1.3
30/09/2004,207829,6.2,31293,8.0,41940,8.1,89555.8,4.8,373815,5.9,3935,0.1,377158,6.0,57.3,6.6,14.2,22.6,16.1,227976.7,6.5,-1.2
31/12/2004,210683,5.2,30483,-1.3,44932,11.2,90424.1,3.4,380330,4.7,1398,0.3,381299,5.1,57.4,6.5,15.1,22.8,16.4,233239.0,6.7,-0.2
31/03/2005,209979,2.8,29880,-6.2,44753,10.0,91169.9,4.1,379640,3.1,5595,0.6,384801,3.8,56.4,6.3,14.7,22.7,16.9,235644.0,6.3,1.1
30/06/2005,213766,4.1,31177,-0.3,47249,13.9,93599.7,4.1,389740,5.0,-570,-0.3,388986,4.8,56.6,6.5,15.2,23.1,16.4,239686.2,4.1,1.0
30/09/2005,215051,3.5,30352,-3.0,49427,17.9,93398.6,4.3,392783,5.1,275,-0.9,393275,4.3,56.1,6.2,15.5,22.9,17.5,239860.2,5.2,0.4
31/12/2005,215597,2.3,29391,-3.6,51828,15.3,95048.5,5.1,397341,4.5,549,-0.2,398319,4.5,55.5,6.0,16.0,23.1,17.9,238462.2,2.2,-0.7
31/03/2006,218058,3.8,28049,-6.1,51776,15.7,95308.7,4.5,399119,5.1,-1289,-1.7,398468,3.6,56.0,5.7,15.8,23.1,17.8,241061.0,2.3,-0.7
30/06/2006,221464,3.6,29368,-5.8,52493,11.1,95273.3,1.8,404221,3.7,-3239,-0.6,401795,3.3,56.9,5.9,15.9,23.0,17.8,240669.8,0.4,-2.6
30/09/2006,223974,4.1,28251,-6.9,52335,5.9,97999.5,4.9,407994,3.9,-2100,-0.6,406872,3.5,56.2,5.5,15.5,23.4,18.7,249446.0,4.0,0.1
31/12/2006,226908,5.2,28816,-2.0,53000,2.3,97449.3,2.5,411610,3.6,1811,0.3,414111,4.0,55.7,5.5,15.4,22.8,18.9,253640.4,6.4,0.5
31/03/2007,231761,6.3,29578,5.5,56465,9.1,97450.5,2.2,421196,5.5,2665,0.9,424373,6.5,55.9,5.6,16.0,22.5,19.6,257085.2,6.6,-0.3
30/06/2007,233695,5.5,29007,-1.2,58704,11.8,99007.0,3.9,427458,5.7,38,0.8,427953,6.5,56.3,5.5,16.3,22.7,18.6,261659.9,8.7,0.7
30/09/2007,237749,6.2,28845,2.1,59724,14.1,98494.9,0.5,432271,6.0,3234,1.2,436281,7.2,56.6,5.4,16.3,22.5,18.5,263363.1,5.6,-0.5
31/12/2007,240546,6.0,29045,0.8,60246,13.7,101879.2,4.5,438898,6.6,1531,-0.1,441230,6.5,56.6,5.4,16.1,23.2,18.4,267619.7,5.5,0.0
31/03/2008,241808,4.3,29651,0.2,62523,10.7,103144.2,5.8,444060,5.4,2422,-0.1,447233,5.4,55.9,5.5,16.3,23.2,18.4,272475.9,6.0,1.4
30/06/2008,240834,3.1,29830,2.8,63950,8.9,105437.1,6.5,446418,4.4,-235,-0.1,446850,4.4,54.8,5.4,16.3,23.3,19.3,274334.2,4.8,2.5
30/09/2008,240096,1.0,29620,2.7,65515,9.7,106343.2,8.0,447587,3.5,3342,0.0,451853,3.6,53.3,5.3,16.4,23.2,21.0,276000.5,4.8,3.6
31/12/2008,239618,-0.4,28983,-0.2,65504,8.7,106721.7,4.8,446844,1.8,-5122,-1.5,442309,0.2,53.5,5.2,16.7,23.5,20.2,291755.1,9.0,9.5
31/03/2009,240725,-0.4,28392,-4.2,62856,0.5,106203.1,3.0,444017,0.0,-3608,-1.3,441272,-1.3,53.8,5.0,16.1,23.5,20.6,286938.4,5.3,7.4
30/06/2009,244539,1.5,26983,-9.5,62676,-2.0,106879.8,1.4,447549,0.3,-1503,-0.3,446995,0.0,55.8,4.9,16.2,24.0,19.2,294818.6,7.5,8.6
30/09/2009,245668,2.3,28075,-5.2,59527,-9.1,109447.1,2.9,449131,0.3,1026,-0.5,449956,-0.4,56.1,5.1,15.1,24.7,18.6,287397.1,4.1,5.4
31/12/2009,248968,3.9,28681,-1.0,62287,-4.9,112244.0,5.2,458882,2.7,-2366,0.6,456686,3.3,56.0,5.2,15.2,24.9,19.0,290470.0,-0.4,5.2
31/03/2010,250170,3.9,28118,-1.0,59753,-4.9,116154.5,9.4,460573,3.7,187,0.8,460963,4.5,55.4,5.0,14.2,25.4,18.8,293707.8,2.4,5.8
30/06/2010,253795,3.8,29185,8.2,61328,-2.2,114906.5,7.5,465137,3.9,-1998,-0.1,463337,3.7,54.6,5.1,14.1,24.5,20.3,294884.4,0.0,4.8
30/09/2010,256335,4.3,29351,4.5,62225,4.5,114733.3,4.8,468217,4.2,-9,-0.2,468691,4.2,54.3,5.1,14.2,24.3,19.9,301254.9,4.8,5.9
31/12/2010,259199,4.1,28401,-1.0,64188,3.1,115191.7,2.6,472407,2.9,1171,0.7,473966,3.8,54.1,4.8,14.3,24.3,20.3,309140.7,6.4,7.4
31/03/2011,260731,4.2,28643,1.9,68195,14.1,116334.0,0.2,479635,4.1,1376,0.2,481331,4.4,54.1,4.8,15.0,24.3,19.2,312508.8,6.4,8.0
30/06/2011,262484,3.4,28385,-2.7,70765,15.4,116331.4,1.2,482094,3.6,4170,1.3,486479,5.0,53.5,4.7,15.1,23.9,20.6,312668.8,6.0,7.5
30/09/2011,264235,3.1,27815,-5.2,78737,26.5,116549.6,1.6,493997,5.5,-296,-0.1,493459,5.3,53.2,4.5,16.5,23.7,20.9,315677.3,4.8,7.9
31/12/2011,265385,2.4,27388,-3.6,78437,22.2,117321.7,1.8,495482,4.9,3246,0.4,498422,5.2,53.4,4.4,16.4,24.0,20.5,319816.0,3.5,8.8
31/03/2012,269319,3.3,26271,-8.3,85092,24.8,116337.8,0.0,504369,5.2,4144,0.6,508068,5.6,54.3,4.2,17.7,23.6,19.7,317720.8,1.7,6.7
30/06/2012,270480,3.0,25243,-11.1,87732,24.0,120370.5,3.5,511059,6.0,1415,-0.6,512241,5.3,54.3,4.0,18.1,24.3,19.4,321395.1,2.8,7.5
30/09/2012,271290,2.7,26253,-5.6,88267,12.1,117633.3,0.9,510983,3.4,1733,0.4,512796,3.9,54.7,4.2,18.1,23.8,19.1,314668.3,-0.3,5.1
31/12/2012,271886,2.4,26988,-1.5,89709,14.4,115626.8,-1.4,511916,3.3,-694,-0.8,511573,2.6,54.9,4.3,18.4,23.4,18.7,318786.3,-0.3,6.2
31/03/2013,273551,1.6,27207,3.6,85319,0.3,118306.3,1.7,511813,1.5,-350,-0.9,511896,0.8,54.9,4.4,17.3,23.7,18.9,322788.7,1.6,6.8
30/06/2013,274292,1.4,27687,9.7,84105,-4.1,116591.7,-3.1,510017,-0.2,-887,-0.4,509577,-0.5,54.7,4.5,17.0,23.3,19.1,323403.0,0.6,6.7
30/09/2013,276682,2.0,28072,6.9,85239,-3.4,117258.9,-0.3,515211,0.8,-1310,-0.6,514247,0.3,54.9,4.5,17.2,23.3,18.7,324822.1,3.2,6.3
31/12/2013,277929,2.2,28417,5.3,83308,-7.1,118842.5,2.8,516402,0.9,-2401,-0.3,514323,0.5,54.7,4.5,16.6,23.4,19.0,329082.1,3.2,7.1
31/03/2014,280124,2.4,30207,11.0,81633,-4.3,117347.7,-0.8,517260,1.1,-2131,-0.3,515322,0.7,54.9,4.8,16.3,23.0,18.7,331635.2,2.7,7.1
30/06/2014,281368,2.6,30617,10.6,80943,-3.8,116693.7,0.1,516992,1.4,1062,0.4,517920,1.6,55.4,4.9,16.1,22.9,18.1,336197.4,4.0,7.9
30/09/2014,283965,2.6,30676,9.3,79603,-6.6,116935.3,-0.3,518582,0.7,2861,0.8,521156,1.3,55.9,5.0,15.9,23.1,17.0,338059.0,4.1,7.4
31/12/2014,285726,2.8,31815,12.0,78345,-6.0,116630.1,-1.9,519954,0.7,-2571,0.0,517312,0.6,56.1,5.2,15.6,23.0,16.7,341050.9,3.6,7.5
31/03/2015,286812,2.4,33595,11.2,75968,-6.9,118311.1,0.8,521891,0.9,1017,0.6,522532,1.4,56.1,5.5,15.1,23.3,16.3,341570.2,3.0,7.2
30/06/2015,288599,2.6,32816,7.2,73835,-8.8,120364.7,3.1,523037,1.2,3,-0.2,522698,0.9,56.9,5.4,14.8,23.7,15.9,344793.0,2.6,7.5
30/09/2015,291251,2.6,34477,12.4,70538,-11.4,120899.7,3.4,524772,1.2,146,-0.5,524790,0.7,56.9,5.7,14.1,23.8,15.7,345695.3,2.3,6.8
31/12/2015,292693,2.4,34775,9.3,68964,-12.0,122603.1,5.1,526208,1.2,134,0.5,526137,1.7,57.3,5.8,13.8,24.3,15.6,342490.2,0.4,5.3
31/03/2016,295143,2.9,36207,7.8,67172,-11.6,125482.3,6.1,530644,1.7,-456,-0.3,529898,1.4,57.3,6.0,13.4,24.7,15.1,345169.9,1.1,5.2
30/06/2016,296580,2.8,36735,11.9,65607,-11.1,127392.4,5.8,532633,1.8,1591,0.3,533588,2.1,57.1,6.0,12.9,24.7,15.2,348362.5,1.0,5.6
30/09/2016,298430,2.5,36365,5.5,63506,-10.0,128844.4,6.6,533661,1.7,2525,0.4,535523,2.0,56.9,5.9,12.3,24.7,15.7,350201.7,1.3,5.6
31/12/2016,300477,2.7,37419,7.6,65035,-5.7,129998.5,6.0,539552,2.5,12,0.0,539161,2.5,55.6,5.9,12.2,24.2,17.7,351086.1,2.5,5.1
31/03/2017,302052,2.3,35712,-1.4,66860,-0.5,131281.7,4.6,543342,2.4,1863,0.4,544691,2.8,55.0,5.6,12.3,24.1,18.4,353259.3,2.3,5.2
30/06/2017,303776,2.4,35856,-2.4,66815,1.8,133983.2,5.2,547218,2.7,-1776,-0.6,545363,2.2,55.6,5.7,12.3,24.7,17.8,353164.3,1.4,4.5
30/09/2017,305919,2.5,35395,-2.7,69950,10.1,135218.0,4.9,553146,3.7,778,-0.3,553486,3.4,55.3,5.6,12.7,24.6,17.9,354901.9,1.3,4.2
31/12/2017,308856,2.8,35572,-4.9,70260,8.0,136842.3,5.3,557872,3.4,628,0.1,558096,3.5,55.9,5.6,12.7,24.9,17.7,359762.1,2.5,4.7
31/03/2018,310930,2.9,36480,2.2,70580,5.6,138714.2,5.7,563295,3.7,627,-0.2,563594,3.5,55.4,5.7,12.6,24.9,18.3,361284.5,2.3,4.4
30/06/2018,313021,3.0,37551,4.7,69623,4.2,138739.3,3.5,564706,3.2,2184,0.7,566562,3.9,55.2,5.9,12.3,24.7,18.0,363501.7,2.9,4.4
30/09/2018,313562,2.5,37303,5.4,69207,-1.1,141416.1,4.6,567357,2.6,356,-0.1,567553,2.5,54.8,5.8,12.1,25.1,18.5,364993.8,2.8,4.7
31/12/2018,314312,1.8,36317,2.1,69113,-1.6,143049.9,4.5,567821,1.8,342,0.0,567999,1.8,54.6,5.6,12.1,25.3,19.1,368085.5,2.3,5.4
31/03/2019,315430,1.4,35129,-3.7,69674,-1.3,144518.7,4.2,569564,1.1,520,0.0,569787,1.1,54.1,5.3,12.1,25.2,19.7,369870.9,2.4,5.5
30/06/2019,316409,1.1,34056,-9.3,68410,-1.7,147863.3,6.6,571533,1.2,-2325,-0.8,568910,0.4,53.8,5.1,11.7,25.6,19.6,368014.6,1.2,4.7
30/09/2019,315973,0.8,33956,-9.0,69463,0.4,149668.0,5.8,574754,1.3,-649,-0.2,573466,1.0,53.2,5.0,11.8,25.7,20.0,375956.4,3.0,7.1
31/12/2019,316913,0.8,32978,-9.2,69676,0.8,151311.8,5.8,577158,1.6,-1623,-0.3,574942,1.2,53.7,4.9,11.9,26.1,19.7,374083.5,1.6,6.2
31/03/2020,312702,-0.9,32759,-6.7,69343,-0.5,153964.6,6.5,575272,1.0,-2729,-0.5,572054,0.4,53.1,4.8,11.9,26.6,19.2,378523.0,2.3,8.6
30/06/2020,272879,-13.8,30905,-9.3,66250,-3.2,155372.0,5.1,530673,-7.1,-2418,0.0,526755,-7.4,49.8,4.9,12.2,29.0,24.5,392412.7,6.6,23.3
30/09/2020,293650,-7.1,31539,-7.1,65836,-5.2,158949.2,6.2,556661,-3.1,1743,0.4,557794,-2.7,51.5,4.9,11.6,28.4,24.8,403933.2,7.4,20.1
31/12/2020,307169,-3.1,32929,-0.1,68568,-1.6,161192.9,6.5,577566,0.1,829,0.4,576441,0.3,51.8,4.9,11.5,27.6,21.2,393538.1,5.2,13.9
31/03/2021,311616,-0.3,34994,6.8,72099,4.0,161703.1,5.0,589183,2.4,3408,1.0,591277,3.4,50.8,5.1,11.6,26.7,20.2,398988.3,5.4,13.8
30/06/2021,314812,15.4,35392,14.5,73194,10.5,164960.5,6.2,597869,12.7,3820,1.1,601040,14.1,50.0,5.0,11.5,26.4,21.2,394193.2,0.5,11.5
30/09/2021,300038,2.2,35585,12.8,73041,10.9,169644.3,6.7,588520,5.7,-103,-0.3,587945,5.4,47.8,5.1,11.6,27.5,22.6,415792.0,2.9,20.1
31/12/2021,319412,4.0,35347,7.3,74004,7.9,170821.4,6.0,609844,5.6,4973,0.7,613880,6.5,49.8,5.1,11.6,27.1,21.9,407787.2,3.6,12.9
31/03/2022,327187,5.0,35528,1.5,74585,3.4,175230.2,8.4,622737,5.7,8509,0.8,630017,6.6,49.5,5.1,11.4,26.9,23.2,410218.4,2.8,11.2
30/06/2022,333393,5.9,34126,-3.6,76073,3.9,175266.7,6.2,628445,5.1,4279,0.1,631645,5.1,48.9,4.8,11.3,25.9,25.2,406406.9,3.1,8.5
30/09/2022,337107,12.4,33912,-4.7,77667,6.3,174686.9,3.0,632085,7.4,9113,1.5,640862,9.0,49.8,5.0,11.6,26.0,24.3,407984.7,-1.9,7.8
31/12/2022,340327,6.5,34120,-3.5,77961,5.3,175715.0,2.9,635654,4.2,6210,0.2,641659,4.5,50.6,5.1,11.8,26.0,23.3,397575.5,-2.5,4.1
31/03/2023,342780,4.8,34073,-4.1,80272,7.6,177379.3,1.2,641972,3.1,5426,-0.5,647263,2.7,50.4,5.0,12.0,26.1,23.7,394065.6,-3.9,2.3
30/06/2023,344057,3.2,34448,0.9,82080,7.9,180835.9,3.2,648848,3.2,-2201,-1.0,646319,2.3,51.4,5.1,12.4,26.9,22.5,394483.8,-2.9,2.0
30/09/2023,343760,2.0,34552,1.9,82615,6.4,183030.6,4.8,651681,3.1,1002,-1.2,652720,1.9,51.4,5.1,12.4,27.3,21.7,393444.6,-3.6,1.8
31/12/2023,343946,1.1,33373,-2.2,83876,7.6,182792.8,4.0,651987,2.6,-286,-1.0,651643,1.6,51.3,5.0,12.6,27.4,21.4,399338.9,0.4,3.4
31/03/2024,345979,0.9,33757,-0.9,83409,3.9,185141.1,4.4,656134,2.2,3061,-0.4,659206,1.8,51.4,5.0,12.4,27.5,21.3,399637.1,1.4,2.8
30/06/2024,344729,0.2,34098,-1.0,83644,1.9,187370.9,3.6,657797,1.4,2429,0.7,660237,2.2,51.5,5.1,12.4,28.0,20.9,399882.1,1.4,3.2
30/09/2024,345123,0.4,34527,-0.1,83144,0.6,192027.0,4.9,663031,1.7,961,0.0,663992,1.7,51.8,5.3,12.4,28.7,20.0,406442.3,3.3,4.9
31/12/2024,347437,1.0,35145,5.3,83343,-0.6,192279.7,5.2,666218,2.2,396,0.1,666614,2.3,51.9,5.3,12.3,28.7,19.6,411559.8,3.1,5.5
31/03/2025,349205,0.9,35996,6.6,83657,0.3,192354.5,3.9,669100,2.0,1289,-0.3,670389,1.7,51.9,5.4,12.3,28.6,19.4,418762.7,4.8,6.8
30/06/2025,352663,2.3,35990,5.5,83280,-0.4,192902.2,3.0,673000,2.3,1469,-0.1,674469,2.2,52.2,5.3,12.2,28.6,19.2,419237.4,4.8,5.9
30/09/2025,354377,2.7,36720,6.4,86522,4.1,195593.5,1.9,681762,2.8,-1557,-0.4,680205,2.4,52.1,5.4,12.4,28.7,19.2,421713.0,3.8,6.1
31/12/2025,355990,2.5,36955,5.2,87061,4.5,197274.1,2.6,686077,3.0,1215,0.1,687292,3.1,51.7,5.4,12.3,28.7,19.2,427929.4,4.0,7.2
31/03/2026,357486,2.4,37495,4.2,92458,10.5,196352.4,2.1,692094,3.4,749,-0.1,692843,3.3,52.0,5.5,13.0,28.5,18.9,426694.5,1.9,6.4
30/06/2026,358963,1.8,38086,5.8,92025,10.5,196912.1,2.1,693926,3.1,71,-0.2,693997,2.9,52.1,5.6,12.9,28.8,19.2,429087.7,2.3,6.5
30/09/2026
31/12/2026
31/03/2027

















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































