year,male,agegp,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2012,1,3,90,27180,87.51833,20784,83.33286,14956,80.20319
2012,1,3,92.5,27178,90.12226,20787,85.76891,14957,82.74358
2012,1,3,95,27177,92.73779,20786,88.19945,14957,85.12147
2012,1,3,97.5,27169,95.44304,20779,90.94846,14952,87.84145
2012,1,3,99,16310,97.72155,12472,93.52507,8973,90.86524
2012,1,3,99.9,9782,99.0907,7481,95.79478,5383,93.0413
2012,1,3,100,1093,99.93327,836,97.97112,603,94.75227
2013,0,1,2.5,22272,3.933352,20583,16.57038,19832,24.0721
2013,0,1,5,22275,6.85638,20587,19.79591,19836,26.40718
2013,0,1,7.5,22275,9.596313,20585,21.97364,19835,28.45404
2013,0,1,10,22277,11.94743,20586,23.8213,19835,29.56771
2013,0,1,12.5,22275,14.3078,20587,25.2175,19837,30.40874
2013,0,1,15,22276,16.61176,20587,26.77995,19836,31.72411
2013,0,1,17.5,22274,18.95662,20586,28.29773,19835,32.90049
2013,0,1,20,22277,21.39436,20585,29.8603,19836,34.05876
2013,0,1,22.5,22274,23.81499,20587,31.38339,19835,35.22865
2013,0,1,25,22275,26.14346,20587,33.0373,19835,36.45518
2013,0,1,27.5,22277,28.41057,20585,34.37831,19836,37.46811
2013,0,1,30,22275,30.76689,20588,35.54781,19837,38.45998
2013,0,1,32.5,22274,32.95766,20586,37.3029,19835,39.78748
2013,0,1,35,22276,35.34938,20586,38.48338,19835,40.30327
2013,0,1,37.5,22276,37.30887,20586,39.88502,19836,41.45948
2013,0,1,40,22276,39.57301,20586,41.0405,19835,42.44514
2013,0,1,42.5,22274,41.63861,20587,42.80862,19837,43.81554
2013,0,1,45,22275,43.81316,20587,44.26168,19835,44.76372
2013,0,1,47.5,22277,46.07935,20584,45.60326,19835,45.86704
2013,0,1,50,22275,48.23507,20588,46.99676,19835,47.15523
2013,0,1,52.5,22276,50.13735,20587,48.6989,19837,48.24406
2013,0,1,55,22277,52.76529,20585,50.58017,19835,49.98283
2013,0,1,57.5,22275,55.02903,20586,52.2334,19835,51.25483
2013,0,1,60,22274,57.18892,20588,54.20374,19837,52.81839
2013,0,1,62.5,22276,59.71962,20586,55.94819,19835,54.44884
2013,0,1,65,22276,61.90633,20586,57.37256,19836,55.66518
2013,0,1,67.5,22276,64.3457,20585,59.34925,19835,57.15038
2013,0,1,70,22274,66.73249,20588,61.00458,19836,58.61994
2013,0,1,72.5,22275,69.18417,20587,63.06261,19836,60.19593
2013,0,1,75,22276,71.44212,20585,64.87296,19837,61.80289
2013,0,1,77.5,22276,73.94118,20587,66.8289,19834,63.19757
2013,0,1,80,22274,76.47342,20586,68.96239,19834,64.89851
2013,0,1,82.5,22277,78.90728,20587,70.9893,19837,66.61122
2013,0,1,85,22274,81.3527,20585,72.93861,19835,68.20786
2013,0,1,87.5,22276,83.8223,20587,75.1428,19837,70.28741
2013,0,1,90,22275,86.32346,20588,77.50333,19836,71.97334
2013,0,1,92.5,22277,88.99124,20586,80.0836,19835,74.3372
2013,0,1,95,22275,91.7061,20584,82.41358,19835,76.72874
2013,0,1,97.5,22267,94.54864,20580,85.42761,19828,79.63866
2013,0,1,99,13367,97.01546,12353,88.1329,11901,81.97565
2013,0,1,99.9,8018,98.90263,7409,90.9563,7142,84.45694
2013,0,1,100,895,99.75268,828,93.31128,797,89.08471
2013,0,2,2.5,26479,4.147293,24866,15.04971,24152,21.10728
2013,0,2,5,26484,6.525292,24869,16.38076,24157,21.45518
2013,0,2,7.5,26484,8.970891,24867,17.99732,24158,22.54927
2013,0,2,10,26483,11.3514,24870,19.60556,24156,23.78867
2013,0,2,12.5,26485,13.75941,24868,21.22943,24160,24.97356
2013,0,2,15,26485,16.03765,24868,22.79661,24156,26.32617
2013,0,2,17.5,26483,18.36841,24870,24.32534,24156,27.42869
2013,0,2,20,26485,20.58127,24868,25.7773,24156,28.44247
2013,0,2,22.5,26485,22.81231,24872,27.83094,24159,30.44291
2013,0,2,25,26483,25.24042,24868,29.28027,24156,31.54899
2013,0,2,27.5,26484,27.47824,24868,30.85887,24158,32.71452
2013,0,2,30,26484,29.80743,24868,32.70782,24158,34.15364
2013,0,2,32.5,26482,32.16,24869,34.67898,24155,35.90666
2013,0,2,35,26486,34.45833,24870,36.1753,24160,37.25618
2013,0,2,37.5,26483,36.53901,24867,38.00687,24157,38.87066
2013,0,2,40,26484,38.9838,24870,39.52576,24155,40.02309
2013,0,2,42.5,26483,41.13876,24870,41.3176,24159,41.5521
2013,0,2,45,26486,43.44264,24870,43.33877,24157,43.36379
2013,0,2,47.5,26483,45.80401,24868,45.04346,24158,44.805
2013,0,2,50,26485,48.20272,24868,47.05655,24155,46.63228
2013,0,2,52.5,26484,50.43624,24871,48.80652,24156,48.14177
2013,0,2,55,26483,52.58757,24867,50.84687,24160,50.01082
2013,0,2,57.5,26486,55.21282,24871,52.98463,24154,51.84172
2013,0,2,60,26484,57.7007,24866,54.91662,24160,53.52088
2013,0,2,62.5,26483,59.93398,24871,57.01839,24156,55.51485
2013,0,2,65,26483,62.41216,24869,59.00098,24158,57.38538
2013,0,2,67.5,26486,64.6972,24870,61.07764,24158,59.44376
2013,0,2,70,26482,67.23365,24869,63.37078,24157,61.25961
2013,0,2,72.5,26484,69.83756,24868,65.6347,24156,63.40812
2013,0,2,75,26484,72.3143,24867,68.11477,24159,65.65291
2013,0,2,77.5,26483,74.76301,24868,69.9738,24156,67.7871
2013,0,2,80,26486,77.22869,24872,72.3689,24157,69.62476
2013,0,2,82.5,26484,79.76942,24870,74.76856,24158,71.99948
2013,0,2,85,26483,82.37011,24869,76.93908,24155,74.13651
2013,0,2,87.5,26485,84.76919,24868,79.34985,24156,76.21788
2013,0,2,90,26485,87.34417,24868,82.05167,24160,78.98313
2013,0,2,92.5,26483,89.80482,24870,84.23812,24155,81.20592
2013,0,2,95,26484,92.37707,24868,86.67796,24159,83.64138
2013,0,2,97.5,26474,95.17563,24859,89.5685,24147,86.4539
2013,0,2,99,15892,97.57999,14922,92.16288,14494,89.04079
2013,0,2,99.9,9533,99.16046,8954,94.85495,8696,92.18819
2013,0,2,100,1064,99.87104,999,97.04945,972,95.93339
2013,0,3,2.5,27096,3.471327,20592,13.0054,14805,18.65894
2013,0,3,5,27100,5.944049,20597,14.36692,14807,19.21401
2013,0,3,7.5,27100,8.380303,20596,16.08426,14810,20.31198
2013,0,3,10,27102,10.831,20596,17.62429,14808,21.72987
2013,0,3,12.5,27102,13.08547,20598,19.34556,14808,22.81933
2013,0,3,15,27099,15.5985,20595,21.02301,14809,24.24178
2013,0,3,17.5,27100,17.85614,20596,22.52766,14808,25.61778
2013,0,3,20,27101,20.2639,20597,24.44252,14807,27.01319
2013,0,3,22.5,27102,22.53209,20595,26.22838,14810,28.30385
2013,0,3,25,27100,24.93293,20598,28.00615,14808,29.93282
2013,0,3,27.5,27102,27.17752,20596,29.82728,14808,31.46062
2013,0,3,30,27101,29.51745,20596,31.76128,14809,33.37194
2013,0,3,32.5,27100,31.9432,20597,33.63004,14808,34.63373
2013,0,3,35,27098,34.26751,20597,35.38294,14807,36.20126
2013,0,3,37.5,27104,36.46175,20595,37.0544,14810,37.7556
2013,0,3,40,27098,38.74797,20596,39.0172,14807,39.30272
2013,0,3,42.5,27102,41.13509,20597,40.95299,14809,40.86165
2013,0,3,45,27100,43.55167,20595,43.10458,14809,42.61408
2013,0,3,47.5,27103,45.87,20598,44.6153,14808,44.1534
2013,0,3,50,27100,48.09369,20597,46.95544,14808,46.34356
2013,0,3,52.5,27099,50.43078,20596,48.75439,14807,47.91645
2013,0,3,55,27103,52.80846,20597,50.76628,14808,49.68875
2013,0,3,57.5,27100,55.17712,20596,52.84346,14809,51.82168
2013,0,3,60,27102,57.61806,20596,55.29289,14809,53.81387
2013,0,3,62.5,27099,60.17255,20597,57.49316,14807,55.91975
2013,0,3,65,27103,62.63082,20596,59.67275,14810,57.99609
2013,0,3,67.5,27098,65.12548,20596,62.26071,14807,60.52216
2013,0,3,70,27100,67.56837,20597,64.21815,14808,62.32001
2013,0,3,72.5,27101,70.07787,20596,66.74672,14809,64.72294
2013,0,3,75,27102,72.63505,20596,69.30284,14809,67.10841
2013,0,3,77.5,27100,75.2534,20598,71.70049,14807,69.56315
2013,0,3,80,27101,77.73011,20593,74.24867,14810,72.14764
2013,0,3,82.5,27102,80.27598,20599,76.63131,14807,74.23177
2013,0,3,85,27100,82.7958,20595,78.92371,14808,76.48893
2013,0,3,87.5,27098,85.33223,20596,81.51208,14809,79.13506
2013,0,3,90,27103,87.86929,20597,84.21073,14808,81.80202
2013,0,3,92.5,27102,90.3234,20597,86.33594,14808,83.88187
2013,0,3,95,27100,92.79752,20595,88.6036,14810,86.03783
2013,0,3,97.5,27090,95.39247,20590,90.96824,14801,88.18484
2013,0,3,99,16261,97.71708,12358,93.51765,8884,90.79533
2013,0,3,99.9,9757,99.20508,7414,95.96178,5333,93.94751
2013,0,3,100,1088,99.92505,828,97.99517,594,96.9184
2013,1,1,2.5,25511,3.94078,23759,16.49254,22808,22.46676
2013,1,1,5,25515,6.62634,23765,18.57705,22811,23.57456
2013,1,1,7.5,25516,9.158605,23764,20.14515,22812,24.78496
2013,1,1,10,25515,11.57041,23765,21.95279,22811,26.23189
2013,1,1,12.5,25516,14.18024,23762,23.50237,22811,27.26281
2013,1,1,15,25517,16.52225,23765,24.68494,22812,28.13137
2013,1,1,17.5,25514,19.09423,23763,26.39006,22810,29.26239
2013,1,1,20,25516,21.47227,23766,27.34892,22813,30.07524
2013,1,1,22.5,25516,23.72363,23761,28.90009,22810,31.3707
2013,1,1,25,25515,25.91516,23765,30.16201,22812,32.25422
2013,1,1,27.5,25514,28.14377,23764,31.25439,22811,33.30226
2013,1,1,30,25519,30.31309,23764,32.90448,22810,34.54959
2013,1,1,32.5,25514,32.28854,23763,34.51628,22814,36.03572
2013,1,1,35,25516,34.68828,23764,36.01477,22810,37.28565
2013,1,1,37.5,25515,36.78394,23765,37.61694,22810,38.52353
2013,1,1,40,25514,38.99694,23764,39.35826,22813,40.19485
2013,1,1,42.5,25517,41.26466,23763,41.07113,22811,41.59202
2013,1,1,45,25517,43.39814,23764,43.03798,22812,43.49643
2013,1,1,47.5,25515,45.80304,23765,44.93275,22810,45.15181
2013,1,1,50,25514,47.99075,23762,46.81018,22812,46.76775
2013,1,1,52.5,25515,50.34895,23764,48.69006,22813,48.53824
2013,1,1,55,25515,52.6732,23765,50.84108,22810,50.30904
2013,1,1,57.5,25517,55.00901,23764,52.55167,22812,52.10285
2013,1,1,60,25517,57.42034,23764,54.89857,22811,54.00529
2013,1,1,62.5,25515,59.7992,23763,56.64248,22812,55.59556
2013,1,1,65,25515,62.10123,23765,58.60402,22811,57.48286
2013,1,1,67.5,25515,64.58537,23764,60.7188,22810,59.47579
2013,1,1,70,25515,66.96098,23763,62.57407,22814,61.26218
2013,1,1,72.5,25518,69.3293,23764,65.13734,22810,63.24847
2013,1,1,75,25514,71.92167,23764,67.36488,22810,65.34733
2013,1,1,77.5,25515,74.30667,23765,69.17072,22813,67.11761
2013,1,1,80,25514,76.70142,23763,71.31538,22811,68.92258
2013,1,1,82.5,25518,79.19034,23764,73.40075,22812,70.77391
2013,1,1,85,25514,81.72847,23763,75.69294,22810,72.78202
2013,1,1,87.5,25516,84.16677,23765,77.94886,22812,74.61203
2013,1,1,90,25516,86.91096,23763,80.40184,22811,76.60449
2013,1,1,92.5,25516,89.59267,23764,82.84062,22811,78.69836
2013,1,1,95,25516,92.29124,23764,85.43168,22812,80.68855
2013,1,1,97.5,25507,95.06698,23757,88.25153,22803,83.31799
2013,1,1,99,15308,97.39709,14258,91.10234,13687,85.76058
2013,1,1,99.9,9186,98.9103,8555,92.84634,8213,88.16052
2013,1,1,100,1025,99.72057,954,94.51186,916,90.58283
2013,1,2,2.5,30373,3.494622,28560,13.82217,27390,18.46754
2013,1,2,5,30378,6.143167,28565,15.57673,27396,19.47989
2013,1,2,7.5,30379,8.622171,28563,16.87903,27395,20.41319
2013,1,2,10,30378,11.25025,28567,18.64281,27397,21.60213
2013,1,2,12.5,30377,13.76697,28566,19.99471,27396,22.69467
2013,1,2,15,30378,16.10854,28563,21.20404,27396,23.37877
2013,1,2,17.5,30378,18.42196,28564,22.59868,27396,24.46943
2013,1,2,20,30379,20.51947,28566,23.82542,27396,25.65468
2013,1,2,22.5,30376,22.69228,28564,25.69143,27394,27.44126
2013,1,2,25,30380,25.00279,28567,27.44134,27397,28.9572
2013,1,2,27.5,30378,27.07309,28563,29.35796,27395,30.67526
2013,1,2,30,30378,29.55861,28565,31.06816,27396,32.26286
2013,1,2,32.5,30378,31.70512,28566,33.29729,27395,34.24176
2013,1,2,35,30377,34.13198,28564,35.28068,27397,36.15988
2013,1,2,37.5,30380,36.42266,28565,37.20113,27394,38.02841
2013,1,2,40,30377,38.78106,28566,38.96444,27397,39.50471
2013,1,2,42.5,30378,41.05882,28563,41.25753,27394,41.94959
2013,1,2,45,30376,43.59848,28566,43.50973,27397,43.66223
2013,1,2,47.5,30379,45.92463,28564,45.68132,27395,45.73509
2013,1,2,50,30379,48.28823,28565,47.72367,27396,47.93914
2013,1,2,52.5,30379,50.67686,28565,49.8411,27397,49.81866
2013,1,2,55,30379,53.05868,28564,51.86438,27395,51.61829
2013,1,2,57.5,30376,55.51001,28566,54.21361,27397,53.57285
2013,1,2,60,30378,57.92345,28563,55.96418,27396,55.43213
2013,1,2,62.5,30377,60.24839,28566,58.2468,27394,57.5718
2013,1,2,65,30380,62.71669,28565,60.44727,27395,59.46799
2013,1,2,67.5,30377,65.10438,28564,62.5617,27397,61.59427
2013,1,2,70,30378,67.46353,28566,64.74377,27395,63.72606
2013,1,2,72.5,30378,70.0371,28565,67.07236,27396,65.82571
2013,1,2,75,30379,72.40569,28564,69.13658,27394,67.7132
2013,1,2,77.5,30379,74.89988,28566,71.21922,27398,69.57053
2013,1,2,80,30377,77.37128,28566,73.42231,27396,71.47285
2013,1,2,82.5,30378,79.665,28564,75.4852,27394,73.29763
2013,1,2,85,30378,82.1736,28564,77.60896,27396,75.27692
2013,1,2,87.5,30378,84.79071,28563,80.33479,27396,77.42288
2013,1,2,90,30377,87.38989,28566,82.61781,27396,79.53438
2013,1,2,92.5,30378,89.98104,28567,84.80427,27397,81.6688
2013,1,2,95,30379,92.52752,28563,87.48945,27395,84.43126
2013,1,2,97.5,30368,95.27972,28555,90.28278,27386,87.1409
2013,1,2,99,18226,97.62378,17139,92.71101,16438,90.06533
2013,1,2,99.9,10937,99.04573,10283,94.78611,9862,92.48293
2013,1,2,100,1220,99.91415,1148,97.31877,1100,95.25887
2013,1,3,2.5,27787,3.144735,21104,12.25158,15138,16.66977
2013,1,3,5,27795,5.860348,21109,14.04403,15142,17.65137
2013,1,3,7.5,27793,8.38203,21109,15.77062,15140,18.99894
2013,1,3,10,27792,10.94642,21109,17.90112,15143,20.87819
2013,1,3,12.5,27794,13.59799,21108,18.97609,15140,21.51453
2013,1,3,15,27794,15.85574,21108,20.43891,15142,22.53252
2013,1,3,17.5,27793,18.14161,21110,21.91496,15141,23.92155
2013,1,3,20,27793,20.34784,21108,23.59505,15143,25.16546
2013,1,3,22.5,27795,22.48314,21109,25.43036,15140,27.06494
2013,1,3,25,27790,24.81252,21107,27.10361,15141,28.67968
2013,1,3,27.5,27793,27.01714,21109,29.18713,15142,30.44868
2013,1,3,30,27795,29.39655,21108,31.01081,15142,32.29153
2013,1,3,32.5,27793,31.69356,21110,33.11497,15141,34.1661
2013,1,3,35,27794,34.0047,21108,35.2302,15142,35.95829
2013,1,3,37.5,27793,36.28031,21108,37.34326,15140,37.98975
2013,1,3,40,27792,38.71583,21110,39.46704,15142,40.17755
2013,1,3,42.5,27795,41.13204,21108,41.44038,15141,41.85069
2013,1,3,45,27794,43.42339,21109,43.47416,15142,43.89165
2013,1,3,47.5,27791,46.02792,21107,45.96951,15142,46.03101
2013,1,3,50,27793,48.30625,21110,47.8855,15141,47.98804
2013,1,3,52.5,27795,50.8115,21110,50.3186,15141,50.29692
2013,1,3,55,27791,53.29136,21107,52.46126,15142,52.37905
2013,1,3,57.5,27794,55.67619,21109,54.33734,15142,54.02539
2013,1,3,60,27795,58.17356,21108,56.34071,15141,55.98845
2013,1,3,62.5,27791,60.35922,21109,58.58914,15142,58.11077
2013,1,3,65,27794,62.87079,21109,61.10209,15140,60.16259
2013,1,3,67.5,27794,65.31908,21108,62.82363,15142,61.96881
2013,1,3,70,27793,67.58363,21110,65.12142,15141,64.27712
2013,1,3,72.5,27795,70.08395,21108,67.13494,15142,65.77703
2013,1,3,75,27791,72.5647,21107,69.24421,15141,67.8305
2013,1,3,77.5,27792,75.09304,21109,71.73335,15142,70.12063
2013,1,3,80,27795,77.46746,21108,73.63857,15140,71.92692
2013,1,3,82.5,27793,79.91227,21109,75.92442,15143,73.66612
2013,1,3,85,27793,82.43592,21110,78.17476,15141,75.77953
2013,1,3,87.5,27793,84.88171,21107,80.37381,15142,77.54301
2013,1,3,90,27795,87.51083,21109,82.74249,15140,79.53156
2013,1,3,92.5,27792,90.02628,21109,85.50793,15143,82.33891
2013,1,3,95,27793,92.66537,21109,87.84715,15140,84.93906
2013,1,3,97.5,27785,95.40813,21101,90.68795,15136,87.55048
2013,1,3,99,16674,97.71019,12664,93.44174,9084,90.86942
2013,1,3,99.9,10006,99.13285,7598,95.49564,5452,93.30665
2013,1,3,100,1117,99.93523,850,98.01912,608,95.6004
2014,0,1,2.5,22897,4.028287,21279,16.69935,20428,24.39274
2014,0,1,5,22901,7.032005,21283,20.35597,20434,27.11853
2014,0,1,7.5,22901,9.663011,21284,22.34179,20433,28.59006
2014,0,1,10,22902,12.01562,21284,23.59047,20434,29.50891
2014,0,1,12.5,22900,14.32575,21283,25.49547,20433,30.51099
2014,0,1,15,22902,16.72354,21282,26.65728,20433,31.61111
2014,0,1,17.5,22902,18.92437,21284,28.29786,20434,32.66782
2014,0,1,20,22901,21.36805,21284,29.91659,20433,34.01466
2014,0,1,22.5,22900,23.70326,21283,31.37293,20433,35.12443
2014,0,1,25,22901,25.98682,21283,32.97611,20435,36.26617
2014,0,1,27.5,22902,28.3765,21283,34.29504,20433,37.12822
2014,0,1,30,22900,30.754,21283,35.96761,20433,38.63446
2014,0,1,32.5,22903,32.94033,21282,37.38827,20434,39.71085
2014,0,1,35,22901,35.17013,21286,38.39437,20433,40.45973
2014,0,1,37.5,22900,37.35152,21282,39.88364,20432,41.48429
2014,0,1,40,22903,39.64469,21284,41.12056,20434,42.50964
2014,0,1,42.5,22899,41.64379,21283,42.43977,20434,43.40176
2014,0,1,45,22902,43.95512,21283,44.1529,20433,44.63526
2014,0,1,47.5,22901,46.04144,21283,45.57269,20433,45.82813
2014,0,1,50,22901,48.17864,21284,47.17921,20434,47.10535
2014,0,1,52.5,22902,50.3278,21283,48.52192,20433,48.18393
2014,0,1,55,22901,52.54978,21283,50.25798,20432,49.43975
2014,0,1,57.5,22902,54.95398,21283,52.03651,20434,51.14169
2014,0,1,60,22899,57.25494,21283,53.73475,20434,52.26727
2014,0,1,62.5,22902,59.50319,21284,55.38108,20434,53.88845
2014,0,1,65,22901,61.82097,21282,57.55816,20433,55.78801
2014,0,1,67.5,22901,64.40112,21286,59.60221,20432,57.00085
2014,0,1,70,22903,66.77552,21283,61.23213,20434,58.72951
2014,0,1,72.5,22900,69.14212,21282,63.0466,20433,60.32553
2014,0,1,75,22901,71.57733,21284,65.05927,20434,61.98025
2014,0,1,77.5,22902,73.9168,21282,66.94114,20434,63.35133
2014,0,1,80,22901,76.36863,21284,68.73417,20434,64.82998
2014,0,1,82.5,22900,78.88448,21283,71.30441,20432,66.98253
2014,0,1,85,22902,81.55256,21284,73.41956,20433,68.89118
2014,0,1,87.5,22901,83.90617,21282,75.30148,20434,70.17952
2014,0,1,90,22901,86.40125,21284,77.44511,20433,72.34348
2014,0,1,92.5,22902,88.93398,21283,79.71375,20434,74.26533
2014,0,1,95,22901,91.6146,21284,82.42496,20433,76.80137
2014,0,1,97.5,22893,94.49187,21275,85.27757,20426,79.62596
2014,0,1,99,13741,97.05113,12769,87.7373,12259,82.00485
2014,0,1,99.9,8244,98.86354,7662,90.52007,7355,84.9934
2014,0,1,100,920,99.7634,856,92.44404,822,87.48872
2014,0,2,2.5,26636,4.253832,25111,15.13721,24311,21.15943
2014,0,2,5,26638,6.51808,25115,16.49044,24317,21.53221
2014,0,2,7.5,26639,9.028633,25114,17.94933,24318,22.68449
2014,0,2,10,26641,11.35773,25118,19.6359,24315,23.61193
2014,0,2,12.5,26639,13.80723,25114,21.01493,24316,24.7288
2014,0,2,15,26639,16.03073,25116,22.73619,24319,25.95125
2014,0,2,17.5,26641,18.28615,25115,24.1843,24317,27.24922
2014,0,2,20,26638,20.51882,25116,25.93612,24315,28.70391
2014,0,2,22.5,26640,22.86626,25116,27.5897,24318,29.89841
2014,0,2,25,26640,25.08633,25113,29.05404,24314,31.238
2014,0,2,27.5,26640,27.41246,25117,31.08635,24318,32.90322
2014,0,2,30,26638,29.6847,25114,32.5862,24319,34.13144
2014,0,2,32.5,26640,32.10065,25117,34.65888,24315,35.95259
2014,0,2,35,26642,34.38179,25115,35.97794,24318,36.92881
2014,0,2,37.5,26637,36.50506,25115,37.9599,24316,38.56069
2014,0,2,40,26640,38.98815,25117,39.88373,24315,40.32448
2014,0,2,42.5,26643,41.23215,25113,41.37925,24317,41.54884
2014,0,2,45,26638,43.51443,25117,43.26984,24319,43.11595
2014,0,2,47.5,26639,45.78934,25116,45.12248,24316,44.56847
2014,0,2,50,26640,48.17672,25112,46.88857,24315,46.28057
2014,0,2,52.5,26639,50.38154,25116,48.86728,24316,48.10199
2014,0,2,55,26639,52.79928,25116,51.00026,24317,49.91956
2014,0,2,57.5,26638,55.1221,25116,52.63611,24319,51.57402
2014,0,2,60,26642,57.52746,25114,54.86617,24317,53.41449
2014,0,2,62.5,26641,59.86321,25117,56.83561,24315,55.39219
2014,0,2,65,26637,62.38088,25116,59.20045,24316,57.60011
2014,0,2,67.5,26642,64.80574,25114,61.35096,24318,59.54774
2014,0,2,70,26639,67.39143,25117,63.61494,24316,61.5071
2014,0,2,72.5,26639,69.86948,25115,65.65189,24318,63.58554
2014,0,2,75,26639,72.381,25115,68.05156,24316,65.89582
2014,0,2,77.5,26641,74.79186,25113,70.22441,24316,67.7448
2014,0,2,80,26639,77.37714,25119,72.60502,24316,69.92215
2014,0,2,82.5,26639,79.85242,25114,74.81719,24317,72.18291
2014,0,2,85,26641,82.30378,25114,76.99897,24317,74.10081
2014,0,2,87.5,26639,84.82846,25117,79.63158,24318,76.67937
2014,0,2,90,26639,87.30766,25114,81.88881,24316,78.92793
2014,0,2,92.5,26641,89.77187,25117,84.22923,24316,81.53342
2014,0,2,95,26639,92.34543,25116,86.58018,24318,83.77525
2014,0,2,97.5,26628,95.13355,25105,89.21217,24307,86.74591
2014,0,2,99,15984,97.61717,15071,91.9445,14588,89.51141
2014,0,2,99.9,9591,99.10618,9039,94.84824,8755,92.38408
2014,0,2,100,1071,99.88248,1010,97.57214,977,95.81503
2014,0,3,2.5,27225,3.621279,20668,13.26419,14872,18.96416
2014,0,3,5,27231,5.948093,20672,14.22608,14876,19.51667
2014,0,3,7.5,27230,8.492558,20673,16.21425,14876,20.49796
2014,0,3,10,27231,10.90072,20671,17.56655,14876,21.5257
2014,0,3,12.5,27229,13.20276,20673,19.2751,14876,22.61156
2014,0,3,15,27230,15.53769,20673,20.78017,14877,23.92494
2014,0,3,17.5,27231,17.81934,20671,22.57905,14873,25.38582
2014,0,3,20,27230,20.2453,20672,24.39952,14875,26.9744
2014,0,3,22.5,27231,22.45514,20672,26.06721,14876,28.42042
2014,0,3,25,27230,24.80465,20673,28.00778,14877,30.05243
2014,0,3,27.5,27230,27.20906,20671,29.91311,14876,31.44553
2014,0,3,30,27229,29.49422,20673,31.48557,14876,32.78077
2014,0,3,32.5,27232,31.78202,20673,33.26476,14876,34.36319
2014,0,3,35,27229,34.16889,20671,35.50623,14873,36.31126
2014,0,3,37.5,27230,36.51457,20672,37.31016,14878,37.67592
2014,0,3,40,27230,38.79082,20673,39.09095,14874,39.16242
2014,0,3,42.5,27230,41.17513,20670,40.80928,14876,40.60962
2014,0,3,45,27232,43.46635,20672,42.99136,14876,42.4925
2014,0,3,47.5,27229,45.75937,20674,44.71171,14876,44.06292
2014,0,3,50,27233,48.10211,20672,46.82586,14876,46.13671
2014,0,3,52.5,27229,50.43493,20671,48.86435,14875,47.77824
2014,0,3,55,27230,52.81085,20674,50.9087,14876,49.91921
2014,0,3,57.5,27231,55.31997,20672,53.07462,14876,51.94099
2014,0,3,60,27228,57.62873,20671,55.20874,14875,53.70947
2014,0,3,62.5,27232,60.10849,20672,57.37457,14875,55.87037
2014,0,3,65,27230,62.62882,20673,59.88236,14878,58.25896
2014,0,3,67.5,27229,65.06878,20670,62.30494,14873,60.47219
2014,0,3,70,27231,67.70717,20674,64.40838,14876,62.34332
2014,0,3,72.5,27230,70.11342,20672,67.0136,14876,64.78841
2014,0,3,75,27231,72.77547,20672,69.24775,14877,67.16933
2014,0,3,77.5,27229,75.24404,20672,71.77108,14876,69.7741
2014,0,3,80,27230,77.70217,20672,74.12643,14875,71.94147
2014,0,3,82.5,27231,80.22158,20672,76.59561,14876,74.33689
2014,0,3,85,27230,82.84896,20671,79.09833,14873,76.72874
2014,0,3,87.5,27231,85.32836,20673,81.47272,14877,79.15977
2014,0,3,90,27230,87.85131,20672,84.20149,14876,81.97044
2014,0,3,92.5,27230,90.24088,20672,86.25678,14876,84.0359
2014,0,3,95,27230,92.75724,20672,88.54252,14876,86.32756
2014,0,3,97.5,27221,95.38052,20665,90.82716,14870,88.14609
2014,0,3,99,16338,97.71552,12403,93.47026,8926,90.86944
2014,0,3,99.9,9802,99.25039,7442,95.99964,5353,94.59575
2014,0,3,100,1095,99.90253,831,97.69941,599,96.44045
2014,1,1,2.5,26041,3.967885,24247,16.41656,23195,22.56647
2014,1,1,5,26045,6.670185,24252,18.71726,23201,23.86844
2014,1,1,7.5,26045,9.107754,24251,20.08829,23202,24.69446
2014,1,1,10,26044,11.66617,24251,21.99684,23201,26.08419
2014,1,1,12.5,26047,14.05475,24250,23.41847,23201,27.14166
2014,1,1,15,26044,16.54595,24253,24.70337,23201,27.84287
2014,1,1,17.5,26044,18.99839,24251,26.31451,23200,29.39238
2014,1,1,20,26044,21.40265,24250,27.69345,23202,30.08134
2014,1,1,22.5,26046,23.71575,24251,28.93341,23200,31.11813
2014,1,1,25,26045,25.86806,24251,30.08525,23202,31.9759
2014,1,1,27.5,26045,28.00012,24251,31.61322,23200,33.43303
2014,1,1,30,26045,30.25616,24251,32.98787,23201,34.27313
2014,1,1,32.5,26045,32.47167,24251,34.49044,23202,35.4573
2014,1,1,35,26046,34.59379,24253,36.17955,23199,37.02063
2014,1,1,37.5,26045,36.75618,24249,38.00969,23201,38.62874
2014,1,1,40,26044,38.95219,24252,39.61081,23202,40.14515
2014,1,1,42.5,26044,41.20275,24250,41.15516,23201,41.51895
2014,1,1,45,26045,43.4643,24252,43.36385,23201,43.33497
2014,1,1,47.5,26045,45.86309,24250,44.83298,23201,44.83387
2014,1,1,50,26045,47.95538,24252,47.10614,23199,46.88277
2014,1,1,52.5,26046,50.51007,24253,49.01108,23201,48.60641
2014,1,1,55,26045,52.77837,24250,50.97681,23201,50.34908
2014,1,1,57.5,26045,55.1122,24252,52.83416,23201,52.05719
2014,1,1,60,26043,57.34452,24249,54.89837,23201,54.14742
