year,male,agegp,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2008,0,3,25,25815,24.92103,19949,28.44341,14734,30.40867
2008,0,3,27.5,25814,27.31693,19950,30.31102,14735,32.0882
2008,0,3,30,25813,29.746,19949,32.19906,14732,33.37819
2008,0,3,32.5,25813,32.02599,19952,33.64252,14735,34.73217
2008,0,3,35,25812,34.15134,19949,35.77893,14733,36.75865
2008,0,3,37.5,25815,36.54976,19950,37.25068,14734,38.11047
2008,0,3,40,25812,38.79881,19948,39.08938,14733,39.5158
2008,0,3,42.5,25815,41.05016,19951,40.91677,14733,40.99649
2008,0,3,45,25811,43.49134,19949,42.87328,14732,42.85313
2008,0,3,47.5,25815,45.80981,19950,44.68931,14734,44.57677
2008,0,3,50,25814,48.06664,19949,46.62212,14734,46.08843
2008,0,3,52.5,25812,50.46021,19950,48.79863,14734,47.83524
2008,0,3,55,25815,52.71726,19950,50.46931,14734,49.47095
2008,0,3,57.5,25811,55.16909,19949,53.04865,14732,51.77414
2008,0,3,60,25815,57.66048,19951,54.97996,14733,53.57172
2008,0,3,62.5,25812,60.04665,19949,57.06503,14733,55.41548
2008,0,3,65,25815,62.45229,19949,59.28557,14734,57.72231
2008,0,3,67.5,25812,64.88464,19949,61.7402,14733,59.99984
2008,0,3,70,25813,67.59298,19952,64.13873,14735,61.86033
2008,0,3,72.5,25813,70.00727,19949,66.30422,14732,64.54613
2008,0,3,75,25815,72.54271,19950,69.00022,14735,66.54988
2008,0,3,77.5,25814,75.09403,19949,71.35419,14734,68.96812
2008,0,3,80,25813,77.64974,19949,73.75787,14732,71.4778
2008,0,3,82.5,25813,80.13168,19950,75.98226,14733,73.60832
2008,0,3,85,25813,82.72663,19951,78.83612,14733,75.99568
2008,0,3,87.5,25813,85.35182,19950,81.45624,14735,78.88195
2008,0,3,90,25814,87.83379,19948,83.93671,14731,81.52376
2008,0,3,92.5,25813,90.22958,19949,85.94259,14735,83.55758
2008,0,3,95,25813,92.74346,19951,88.54693,14732,86.13708
2008,0,3,97.5,25803,95.3382,19942,90.91993,14729,88.16046
2008,0,3,99,15489,97.65925,11969,93.49745,8839,90.68399
2008,0,3,99.9,9292,99.16438,7182,95.62521,5305,93.20345
2008,0,3,100,1038,99.93531,802,97.66273,592,95.10059
2008,1,1,2.5,22093,4.109238,20448,16.71643,19966,22.96134
2008,1,1,5,22099,6.879672,20449,19.06525,19970,24.45599
2008,1,1,7.5,22098,9.323683,20451,20.80567,19972,25.49363
2008,1,1,10,22099,11.92892,20448,22.91319,19971,27.13939
2008,1,1,12.5,22096,14.35434,20450,24.73189,19971,28.42225
2008,1,1,15,22097,16.94757,20450,25.98965,19969,29.44496
2008,1,1,17.5,22099,19.43002,20451,27.36005,19972,30.44732
2008,1,1,20,22098,21.93032,20449,28.49614,19970,31.45848
2008,1,1,22.5,22097,23.93467,20450,29.86155,19971,32.2836
2008,1,1,25,22097,26.32449,20450,30.98951,19970,33.18811
2008,1,1,27.5,22100,28.59732,20450,32.43977,19972,34.17151
2008,1,1,30,22096,30.73011,20450,33.42718,19969,35.2551
2008,1,1,32.5,22099,32.74721,20449,34.94522,19972,36.14122
2008,1,1,35,22098,34.94904,20452,36.28829,19971,37.4127
2008,1,1,37.5,22098,37.0608,20449,38.10878,19971,38.86243
2008,1,1,40,22099,39.25311,20449,39.76067,19970,40.31559
2008,1,1,42.5,22097,41.35446,20451,41.1326,19972,41.42674
2008,1,1,45,22097,43.47951,20449,43.03749,19967,43.04327
2008,1,1,47.5,22098,45.77187,20450,44.48885,19972,44.43513
2008,1,1,50,22097,47.96001,20449,46.56252,19971,46.05276
2008,1,1,52.5,22098,50.34325,20453,48.25981,19972,47.65558
2008,1,1,55,22099,52.61465,20450,50.05762,19972,49.25622
2008,1,1,57.5,22096,54.84168,20449,52.07698,19967,51.12443
2008,1,1,60,22098,57.21368,20450,53.89014,19972,52.56669
2008,1,1,62.5,22098,59.55077,20450,55.86212,19970,54.38868
2008,1,1,65,22099,61.88253,20449,57.77207,19972,56.16734
2008,1,1,67.5,22097,64.20446,20452,59.68128,19970,58.09481
2008,1,1,70,22099,66.51169,20449,61.92952,19972,60.06864
2008,1,1,72.5,22096,68.99845,20450,64.12669,19969,61.84644
2008,1,1,75,22099,71.42065,20449,66.01575,19972,63.69735
2008,1,1,77.5,22098,73.82386,20451,68.21516,19970,65.54462
2008,1,1,80,22099,76.43974,20449,70.70168,19970,67.99635
2008,1,1,82.5,22096,78.9742,20450,72.70818,19971,69.96405
2008,1,1,85,22098,81.3746,20451,75.1357,19972,72.04269
2008,1,1,87.5,22098,84.02368,20450,77.47962,19969,74.36889
2008,1,1,90,22098,86.61951,20450,79.87099,19970,76.86437
2008,1,1,92.5,22097,89.22251,20448,82.8754,19972,79.63052
2008,1,1,95,22098,92.0166,20451,85.58877,19971,82.27492
2008,1,1,97.5,22091,94.88656,20441,88.58353,19963,85.43114
2008,1,1,99,13258,97.30284,12271,91.2822,11984,88.13242
2008,1,1,99.9,7954,98.92879,7363,93.08975,7188,89.42995
2008,1,1,100,889,99.79797,822,94.63459,802,88.79011
2008,1,2,2.5,28779,3.619563,26836,14.07696,26141,19.48896
2008,1,2,5,28784,6.382997,26842,16.1117,26144,20.35637
2008,1,2,7.5,28782,8.840073,26842,17.90136,26144,21.61587
2008,1,2,10,28784,11.42176,26842,19.70822,26145,23.07143
2008,1,2,12.5,28784,13.82857,26842,21.15605,26145,24.17531
2008,1,2,15,28783,16.45193,26842,22.42848,26143,24.99546
2008,1,2,17.5,28783,18.59157,26842,23.40301,26146,25.61475
2008,1,2,20,28783,20.8187,26842,24.93405,26145,26.84065
2008,1,2,22.5,28785,23.08014,26842,26.15748,26145,27.79926
2008,1,2,25,28784,25.13249,26841,28.05182,26145,29.67593
2008,1,2,27.5,28783,27.4589,26843,29.70968,26143,30.92002
2008,1,2,30,28783,29.58421,26842,31.49299,26144,32.56151
2008,1,2,32.5,28783,32.00345,26842,33.32763,26145,34.28173
2008,1,2,35,28783,34.10291,26840,35.22274,26146,36.12521
2008,1,2,37.5,28784,36.3333,26842,37.07557,26142,37.64051
2008,1,2,40,28782,38.73139,26842,38.94736,26146,39.37662
2008,1,2,42.5,28784,40.93764,26842,41.07264,26144,41.26018
2008,1,2,45,28785,43.39834,26842,43.03834,26146,43.10562
2008,1,2,47.5,28783,45.74029,26842,44.97444,26144,44.88372
2008,1,2,50,28783,48.14604,26840,47.19359,26145,47.02015
2008,1,2,52.5,28784,50.58688,26844,49.17872,26146,48.63124
2008,1,2,55,28783,52.91473,26842,51.4926,26144,51.07069
2008,1,2,57.5,28785,55.46966,26842,53.4321,26146,52.60934
2008,1,2,60,28781,57.77366,26842,55.44131,26143,54.58087
2008,1,2,62.5,28785,60.16973,26842,57.55123,26147,56.53872
2008,1,2,65,28784,62.57539,26842,59.88647,26143,58.52253
2008,1,2,67.5,28783,65.07616,26840,61.9849,26145,60.3772
2008,1,2,70,28782,67.49429,26842,64.02902,26145,62.32265
2008,1,2,72.5,28784,69.82816,26842,66.04067,26144,64.37266
2008,1,2,75,28782,72.21175,26842,68.3732,26142,66.63663
2008,1,2,77.5,28785,74.61669,26842,70.65511,26146,68.67267
2008,1,2,80,28782,77.11349,26842,73.10692,26145,70.90895
2008,1,2,82.5,28786,79.65893,26842,75.31967,26145,73.10278
2008,1,2,85,28783,82.10078,26842,77.73772,26145,75.64213
2008,1,2,87.5,28783,84.70988,26842,80.03895,26145,77.71809
2008,1,2,90,28784,87.25508,26842,82.62309,26144,80.48709
2008,1,2,92.5,28784,89.82194,26842,85.1338,26145,82.77539
2008,1,2,95,28782,92.53098,26842,87.77495,26144,85.22174
2008,1,2,97.5,28774,95.25539,26832,90.44415,26134,87.93363
2008,1,2,99,17270,97.66197,16103,92.91912,15687,90.31258
2008,1,2,99.9,10363,99.05653,9666,94.87079,9415,92.04272
2008,1,2,100,1156,99.75671,1077,97.11144,1049,94.05021
2008,1,3,2.5,26393,3.359323,20279,12.61118,15106,17.66222
2008,1,3,5,26399,6.00678,20280,14.48023,15109,18.43497
2008,1,3,7.5,26397,8.408913,20281,16.19042,15108,19.81523
2008,1,3,10,26398,10.93102,20283,18.23699,15109,21.57979
2008,1,3,12.5,26398,13.41932,20280,19.71158,15107,22.43928
2008,1,3,15,26398,16.01458,20281,21.05196,15109,23.30439
2008,1,3,17.5,26397,18.35789,20282,22.27655,15108,24.16331
2008,1,3,20,26398,20.38252,20283,23.74704,15110,25.51425
2008,1,3,22.5,26397,22.68239,20280,25.64357,15108,27.08644
2008,1,3,25,26399,24.84461,20281,27.40846,15107,28.84386
2008,1,3,27.5,26396,27.17142,20284,29.39771,15110,30.54544
2008,1,3,30,26400,29.52884,20279,31.18228,15108,32.19001
2008,1,3,32.5,26397,31.65612,20281,33.15904,15108,34.02477
2008,1,3,35,26398,33.96051,20284,35.22639,15109,35.85783
2008,1,3,37.5,26397,36.38165,20281,37.24146,15109,37.74758
2008,1,3,40,26398,38.77322,20283,39.25015,15107,39.61209
2008,1,3,42.5,26398,41.15762,20281,41.2438,15109,41.7838
2008,1,3,45,26398,43.5258,20279,43.26859,15108,43.24764
2008,1,3,47.5,26398,45.94438,20285,45.50225,15109,45.47239
2008,1,3,50,26398,48.23336,20279,47.56503,15107,47.48913
2008,1,3,52.5,26397,50.70839,20280,49.77164,15111,49.46714
2008,1,3,55,26397,53.15795,20285,51.91677,15109,51.33249
2008,1,3,57.5,26399,55.532,20279,54.09761,15108,53.45737
2008,1,3,60,26398,57.987,20281,56.1849,15109,55.3425
2008,1,3,62.5,26398,60.53025,20283,58.33506,15107,57.2088
2008,1,3,65,26398,62.90063,20281,60.47928,15109,59.10756
2008,1,3,67.5,26397,65.27744,20283,62.74149,15109,61.5313
2008,1,3,70,26397,67.72534,20282,64.68188,15108,62.95799
2008,1,3,72.5,26400,70.04636,20279,66.85664,15108,65.30064
2008,1,3,75,26396,72.47839,20283,69.07133,15109,67.42173
2008,1,3,77.5,26399,74.82952,20282,71.2149,15108,69.19543
2008,1,3,80,26398,77.33298,20281,73.40987,15108,71.65967
2008,1,3,82.5,26397,79.96455,20282,76.08207,15110,73.85879
2008,1,3,85,26397,82.28638,20282,78.19547,15108,76.28375
2008,1,3,87.5,26398,84.84651,20280,80.49123,15109,78.50974
2008,1,3,90,26398,87.40614,20280,83.12533,15107,80.91235
2008,1,3,92.5,26398,90.03942,20284,85.57239,15109,83.46957
2008,1,3,95,26397,92.60951,20281,88.40202,15108,85.9013
2008,1,3,97.5,26389,95.30737,20272,90.72511,15103,88.40097
2008,1,3,99,15839,97.72579,12171,93.15495,9065,91.0217
2008,1,3,99.9,9503,99.1279,7301,95.79812,5440,93.19234
2008,1,3,100,1061,99.75094,815,97.22237,607,93.08949
2009,0,1,2.5,19588,4.096941,17891,16.01802,17158,23.68873
2009,0,1,5,19592,6.842247,17897,19.08179,17161,25.79701
2009,0,1,7.5,19592,9.562285,17897,21.14794,17161,27.12202
2009,0,1,10,19592,11.96478,17896,23.22769,17161,28.91314
2009,0,1,12.5,19592,14.29498,17897,24.76519,17158,29.89509
2009,0,1,15,19591,16.68583,17896,26.62846,17163,31.4157
2009,0,1,17.5,19591,18.96888,17897,28.35426,17161,32.89068
2009,0,1,20,19594,21.26756,17895,29.90575,17161,34.175
2009,0,1,22.5,19590,23.65184,17898,31.28645,17160,35.11584
2009,0,1,25,19594,25.9683,17896,33.16059,17160,36.59355
2009,0,1,27.5,19592,28.31206,17897,34.63651,17161,37.72567
2009,0,1,30,19591,30.78923,17895,36.33243,17163,39.17946
2009,0,1,32.5,19592,33.15934,17897,37.48597,17161,39.94706
2009,0,1,35,19590,35.24855,17897,38.89243,17159,41.1446
2009,0,1,37.5,19594,37.47607,17896,40.27094,17161,41.78924
2009,0,1,40,19592,39.69376,17897,41.74095,17161,43.15007
2009,0,1,42.5,19593,41.95202,17897,43.05256,17162,44.01641
2009,0,1,45,19589,44.12037,17896,44.5182,17160,45.36555
2009,0,1,47.5,19593,46.28456,17895,46.02205,17161,46.68966
2009,0,1,50,19593,48.37175,17897,47.50702,17161,47.61533
2009,0,1,52.5,19592,50.59277,17897,49.3855,17161,49.05694
2009,0,1,55,19593,52.91707,17896,50.87893,17160,50.11928
2009,0,1,57.5,19589,55.19978,17895,52.6079,17160,51.82834
2009,0,1,60,19593,57.52636,17897,54.41409,17163,53.28843
2009,0,1,62.5,19593,59.74849,17897,56.07864,17160,54.46753
2009,0,1,65,19593,61.91734,17895,57.30069,17162,55.57181
2009,0,1,67.5,19590,64.21935,17898,59.5348,17158,57.39195
2009,0,1,70,19592,66.56375,17897,61.10349,17162,58.78949
2009,0,1,72.5,19591,68.98827,17895,62.94645,17161,59.75689
2009,0,1,75,19593,71.31884,17897,65.03941,17162,61.59204
2009,0,1,77.5,19593,73.88653,17896,66.76649,17160,63.11402
2009,0,1,80,19591,76.22611,17897,68.54509,17160,64.40084
2009,0,1,82.5,19593,78.61855,17896,70.62447,17161,65.9296
2009,0,1,85,19591,81.15246,17897,72.68582,17162,67.77983
2009,0,1,87.5,19592,83.68539,17896,74.71754,17161,69.59296
2009,0,1,90,19591,86.13734,17897,76.99062,17160,71.58996
2009,0,1,92.5,19592,88.75371,17896,79.31796,17160,73.85939
2009,0,1,95,19592,91.51904,17897,82.19627,17162,76.17866
2009,0,1,97.5,19584,94.49473,17889,85.25536,17153,79.63508
2009,0,1,99,11756,97.10157,10735,88.63889,10297,82.71247
2009,0,1,99.9,7053,98.87421,6444,90.87325,6180,85.41436
2009,0,1,100,787,99.67154,720,92.46008,688,86.83675
2009,0,2,2.5,25320,4.403082,23723,15.10212,23041,21.16821
2009,0,2,5,25324,6.588612,23728,15.96943,23048,21.14935
2009,0,2,7.5,25324,9.207217,23727,18.20339,23046,23.07519
2009,0,2,10,25326,11.46095,23728,19.81165,23046,24.08737
2009,0,2,12.5,25324,13.85916,23728,21.32655,23045,25.31371
2009,0,2,15,25324,16.19376,23727,23.13626,23049,26.69992
2009,0,2,17.5,25326,18.41218,23729,24.62031,23045,27.93582
2009,0,2,20,25326,20.6579,23727,26.30872,23047,29.23685
2009,0,2,22.5,25323,23.02406,23728,27.91997,23048,30.46025
2009,0,2,25,25325,25.29198,23726,29.58847,23044,31.91061
2009,0,2,27.5,25326,27.53918,23729,31.1303,23047,33.06789
2009,0,2,30,25324,29.80133,23728,32.97697,23047,34.7388
2009,0,2,32.5,25325,32.16624,23728,34.94318,23046,36.51178
2009,0,2,35,25324,34.54719,23728,36.36,23047,37.78608
2009,0,2,37.5,25327,36.63124,23727,38.32603,23046,39.24063
2009,0,2,40,25324,38.98957,23729,40.13968,23045,40.952
2009,0,2,42.5,25325,41.30527,23726,41.80259,23048,42.25167
2009,0,2,45,25322,43.51834,23729,43.28213,23048,43.51764
2009,0,2,47.5,25328,45.77882,23726,45.16212,23045,44.99401
2009,0,2,50,25323,48.1496,23728,47.00023,23046,46.48274
2009,0,2,52.5,25324,50.38728,23730,48.87467,23047,48.21893
2009,0,2,55,25328,52.74884,23726,50.63573,23045,49.82542
2009,0,2,57.5,25322,55.02365,23729,52.39997,23048,51.29495
2009,0,2,60,25326,57.41813,23727,54.64246,23048,53.29271
2009,0,2,62.5,25323,59.90038,23728,56.95383,23045,55.27002
2009,0,2,65,25327,62.33339,23727,58.96561,23046,57.3772
2009,0,2,67.5,25324,64.76899,23728,61.12339,23047,59.25788
2009,0,2,70,25325,67.22655,23728,63.32238,23046,61.15564
2009,0,2,72.5,25324,69.75463,23728,65.47044,23047,62.98496
2009,0,2,75,25326,72.12989,23728,67.58295,23046,64.93083
2009,0,2,77.5,25325,74.71233,23727,69.94202,23045,67.51099
2009,0,2,80,25325,77.10161,23729,72.13702,23047,69.23798
2009,0,2,82.5,25324,79.58332,23726,74.39013,23048,71.42574
2009,0,2,85,25326,82.1368,23729,76.85025,23045,73.69183
2009,0,2,87.5,25324,84.69456,23727,79.15003,23048,75.77418
2009,0,2,90,25324,87.22317,23728,81.62883,23046,78.41337
2009,0,2,92.5,25326,89.79646,23728,84.21503,23046,80.63596
2009,0,2,95,25324,92.33244,23727,86.57423,23046,83.4219
2009,0,2,97.5,25314,95.04935,23718,89.09389,23038,85.71853
2009,0,2,99,15193,97.50047,14236,91.81948,13825,88.78078
2009,0,2,99.9,9117,99.10457,8542,94.50625,8299,91.75535
2009,0,2,100,1020,99.83656,955,96.08507,927,92.53028
2009,0,3,2.5,26156,3.446075,20264,12.51645,14848,18.19221
2009,0,3,5,26165,5.824051,20268,14.14148,14853,19.23834
2009,0,3,7.5,26164,8.360831,20267,15.90392,14853,20.52991
2009,0,3,10,26160,10.84589,20266,17.69698,14852,21.82315
2009,0,3,12.5,26162,13.29197,20269,19.48596,14852,23.53683
2009,0,3,15,26165,15.61509,20267,21.15272,14851,24.66908
2009,0,3,17.5,26163,17.92208,20269,22.91257,14852,26.088
2009,0,3,20,26161,20.33562,20267,24.44127,14854,27.02233
2009,0,3,22.5,26163,22.59029,20268,26.43455,14853,28.84809
2009,0,3,25,26164,24.95858,20267,28.20461,14851,30.42255
2009,0,3,27.5,26160,27.2846,20266,30.04596,14852,31.99004
2009,0,3,30,26165,29.62211,20268,31.96664,14851,33.55252
2009,0,3,32.5,26162,31.96077,20267,33.71085,14853,35.04823
2009,0,3,35,26163,34.33024,20270,35.53249,14852,36.36118
2009,0,3,37.5,26161,36.70731,20267,37.47468,14853,37.95657
2009,0,3,40,26165,38.94836,20267,39.1875,14853,39.67835
2009,0,3,42.5,26164,41.17956,20267,40.99735,14852,41.12601
2009,0,3,45,26161,43.41266,20269,43.00148,14851,42.65267
2009,0,3,47.5,26163,45.79377,20265,44.78018,14853,44.2727
2009,0,3,50,26163,48.14929,20268,46.76792,14851,46.15969
2009,0,3,52.5,26163,50.47659,20270,48.82069,14852,47.78803
2009,0,3,55,26161,52.81523,20265,50.9734,14853,49.85145
2009,0,3,57.5,26162,55.24582,20269,52.84108,14851,51.51138
2009,0,3,60,26164,57.6506,20267,55.13665,14852,53.71747
2009,0,3,62.5,26165,60.21304,20267,57.30433,14853,55.70885
2009,0,3,65,26160,62.50755,20267,59.71232,14853,57.93071
2009,0,3,67.5,26163,65.06898,20270,61.86872,14852,59.88709
2009,0,3,70,26162,67.52894,20267,64.30305,14853,62.24833
2009,0,3,72.5,26166,70.05276,20268,66.52348,14851,64.46958
2009,0,3,75,26160,72.53814,20266,68.92432,14852,66.81815
2009,0,3,77.5,26163,75.10196,20267,71.59902,14851,69.49368
2009,0,3,80,26165,77.61691,20269,73.84277,14854,71.24396
2009,0,3,82.5,26160,80.10226,20266,76.27235,14853,73.79379
2009,0,3,85,26164,82.7307,20269,78.62634,14852,76.11785
2009,0,3,87.5,26164,85.33209,20267,81.55079,14851,78.70685
2009,0,3,90,26161,87.85998,20269,84.39058,14852,81.8073
2009,0,3,92.5,26161,90.26291,20266,86.40202,14852,83.65368
2009,0,3,95,26164,92.6498,20267,88.67684,14853,85.84267
2009,0,3,97.5,26155,95.39288,20260,91.29389,14847,88.4327
2009,0,3,99,15697,97.65698,12160,93.74396,8911,90.92328
2009,0,3,99.9,9417,99.19778,7297,95.7389,5346,92.9973
2009,0,3,100,1052,99.65522,815,97.21347,597,94.89322
2009,1,1,2.5,22439,3.73664,21061,16.11758,20453,23.17006
2009,1,1,5,22441,6.527584,21065,18.54577,20456,24.32911
2009,1,1,7.5,22442,9.218912,21065,20.21115,20457,25.10199
2009,1,1,10,22443,11.60681,21065,22.07913,20455,26.74566
2009,1,1,12.5,22442,14.25699,21065,23.80644,20456,27.87444
2009,1,1,15,22441,16.8132,21065,25.4631,20458,28.86885
2009,1,1,17.5,22444,19.3583,21065,26.82112,20456,29.98665
2009,1,1,20,22441,21.77147,21065,28.29165,20456,30.91772
2009,1,1,22.5,22442,24.11918,21065,29.55724,20457,31.93617
2009,1,1,25,22441,26.3331,21067,30.55098,20455,32.77539
2009,1,1,27.5,22444,28.24424,21062,32.01926,20456,33.70522
2009,1,1,30,22441,30.65059,21067,33.18772,20458,34.68296
2009,1,1,32.5,22443,32.55362,21064,34.82381,20456,36.03427
2009,1,1,35,22443,34.76217,21066,36.43983,20457,37.75831
2009,1,1,37.5,22442,36.91223,21064,38.15355,20457,38.72189
2009,1,1,40,22441,39.19666,21064,39.51065,20454,40.06512
2009,1,1,42.5,22445,41.23819,21067,41.19184,20457,41.627
2009,1,1,45,22440,43.50663,21066,42.99057,20458,43.04096
2009,1,1,47.5,22442,45.70103,21064,44.66965,20456,44.48858
2009,1,1,50,22442,48.11308,21065,46.31778,20454,45.91634
2009,1,1,52.5,22444,50.29881,21064,48.49606,20457,47.95102
2009,1,1,55,22442,52.59162,21064,50.24054,20456,49.43229
2009,1,1,57.5,22440,54.82915,21066,52.36978,20458,51.29004
2009,1,1,60,22444,57.27221,21066,54.14732,20457,52.8231
2009,1,1,62.5,22442,59.72372,21066,56.0663,20456,54.66971
2009,1,1,65,22442,61.95974,21063,57.97711,20455,56.42592
2009,1,1,67.5,22443,64.36532,21066,60.16034,20457,58.45199
2009,1,1,70,22443,66.92108,21064,62.26905,20456,60.00626
2009,1,1,72.5,22441,69.24146,21067,64.32912,20458,61.82235
2009,1,1,75,22443,71.63752,21063,66.35237,20456,63.97273
2009,1,1,77.5,22442,74.06305,21066,68.87588,20455,66.16552
2009,1,1,80,22441,76.48827,21064,70.78415,20457,68.19614
2009,1,1,82.5,22442,79.01054,21066,73.16006,20456,70.23847
2009,1,1,85,22444,81.4931,21065,75.2751,20456,72.31332
2009,1,1,87.5,22441,84.13418,21066,77.90295,20456,74.93287
2009,1,1,90,22441,86.762,21064,80.50369,20458,77.10313
2009,1,1,92.5,22444,89.40367,21065,83.1769,20455,79.69709
2009,1,1,95,22442,92.19018,21065,85.92961,20457,82.74072
2009,1,1,97.5,22433,94.97571,21057,88.95945,20448,85.5125
2009,1,1,99,13467,97.40094,12639,91.7375,12273,88.19228
2009,1,1,99.9,8079,98.89087,7583,92.90911,7365,89.0648
2009,1,1,100,901,99.83009,847,95.11356,823,88.743
2009,1,2,2.5,28790,3.387137,27214,13.64296,26420,19.38078
2009,1,2,5,28793,6.210613,27218,15.6673,26423,20.48389
2009,1,2,7.5,28795,8.677537,27220,17.33602,26426,21.46205
2009,1,2,10,28793,11.2111,27218,19.05564,26423,22.55227
2009,1,2,12.5,28795,13.86629,27221,20.5806,26425,23.76841
2009,1,2,15,28797,16.31576,27219,21.69582,26425,24.38603
2009,1,2,17.5,28793,18.5512,27219,23.19913,26424,25.31075
2009,1,2,20,28793,20.90447,27219,24.55796,26423,26.55784
2009,1,2,22.5,28797,22.98085,27218,25.9674,26425,27.684
2009,1,2,25,28793,25.16223,27219,27.55462,26424,29.17471
2009,1,2,27.5,28794,27.31161,27221,29.56119,26424,30.89793
2009,1,2,30,28796,29.65225,27218,31.38404,26426,32.53709
2009,1,2,32.5,28794,31.82101,27220,33.35733,26423,34.33595
2009,1,2,35,28793,34.25236,27218,35.15945,26425,35.94388
2009,1,2,37.5,28795,36.43662,27219,37.04154,26425,37.6219
2009,1,2,40,28794,38.79326,27220,39.04547,26422,39.54279
2009,1,2,42.5,28794,41.05798,27220,41.0582,26424,41.4606
2009,1,2,45,28797,43.36767,27218,43.00634,26427,43.09711
2009,1,2,47.5,28794,45.73703,27220,45.22685,26422,45.08789
2009,1,2,50,28794,48.20593,27218,47.31989,26427,47.11602
2009,1,2,52.5,28793,50.55798,27219,49.38527,26424,48.98413
2009,1,2,55,28793,53.00689,27220,51.45829,26422,50.91715
2009,1,2,57.5,28798,55.40478,27218,53.6799,26427,52.80949
2009,1,2,60,28795,57.77259,27219,55.81665,26424,54.91202
2009,1,2,62.5,28793,60.28106,27218,58.00774,26424,56.90078
2009,1,2,65,28795,62.66275,27222,59.92673,26423,58.60673
2009,1,2,67.5,28793,64.98742,27218,62.18609,26425,60.73193
2009,1,2,70,28794,67.43576,27220,64.06735,26423,62.33664
2009,1,2,72.5,28796,69.77872,27218,66.32834,26426,64.25834
2009,1,2,75,28795,72.25896,27218,68.63916,26424,66.69331
2009,1,2,77.5,28792,74.7653,27222,71.12326,26424,68.84946
2009,1,2,80,28797,77.30058,27217,73.22655,26424,71.09049
2009,1,2,82.5,28793,79.61265,27220,75.67076,26424,73.43792
2009,1,2,85,28794,82.12853,27219,77.83749,26424,75.37237
2009,1,2,87.5,28796,84.7145,27218,80.41201,26426,77.97998
2009,1,2,90,28794,87.35308,27222,83.03354,26424,80.57934
2009,1,2,92.5,28794,89.95511,27218,85.45464,26423,82.74129
2009,1,2,95,28794,92.5703,27220,87.95426,26426,85.31429
2009,1,2,97.5,28784,95.30895,27208,90.50771,26413,87.92239
2009,1,2,99,17277,97.61689,16330,93.01163,15856,90.35017
2009,1,2,99.9,10367,99.1405,9800,94.92319,9512,92.27009
2009,1,2,100,1156,99.92167,1094,97.60534,1062,93.80289
2009,1,3,2.5,26484,3.071475,20523,11.91284,15163,17.46914
2009,1,3,5,26489,5.799605,20525,13.90377,15165,18.12777
2009,1,3,7.5,26489,8.444731,20528,15.86533,15164,19.57313
2009,1,3,10,26489,10.93104,20526,17.73862,15166,21.10336
2009,1,3,12.5,26490,13.55701,20526,19.14497,15165,21.80079
2009,1,3,15,26489,15.91933,20527,20.47475,15165,22.93254
2009,1,3,17.5,26488,18.08759,20525,22.08547,15165,24.263
2009,1,3,20,26490,20.50347,20527,23.67255,15165,25.40338
2009,1,3,22.5,26489,22.6524,20527,25.3892,15165,27.09998
2009,1,3,25,26490,24.85051,20526,27.29117,15166,28.74607
2009,1,3,27.5,26486,27.18572,20528,29.21166,15165,30.36263
2009,1,3,30,26492,29.45186,20526,31.1589,15165,32.43596
2009,1,3,32.5,26488,31.78255,20526,33.2199,15165,34.02392
2009,1,3,35,26490,34.20221,20525,35.02563,15165,35.83851
2009,1,3,37.5,26488,36.45658,20529,37.20884,15166,37.81314
2009,1,3,40,26489,38.81535,20525,39.10495,15164,39.53592
2009,1,3,42.5,26490,41.13829,20525,41.21694,15166,41.56776
2009,1,3,45,26490,43.53687,20528,43.39803,15164,43.54039
2009,1,3,47.5,26489,45.89597,20527,45.44633,15167,45.59164
2009,1,3,50,26489,48.29639,20525,47.64745,15163,47.62803
2009,1,3,52.5,26487,50.72762,20528,49.91718,15166,49.4722
2009,1,3,55,26489,53.17759,20527,52.08133,15167,51.71388
2009,1,3,57.5,26490,55.72321,20526,54.29547,15164,53.63643
2009,1,3,60,26490,58.0354,20526,56.35546,15166,55.42883
2009,1,3,62.5,26489,60.48224,20526,58.4975,15165,57.33986
2009,1,3,65,26488,62.86612,20527,60.53062,15165,59.35442
2009,1,3,67.5,26490,65.26643,20526,62.82424,15165,61.43727
2009,1,3,70,26488,67.57317,20526,64.81391,15165,63.27384
2009,1,3,72.5,26492,69.99857,20526,66.98465,15165,65.18058
2009,1,3,75,26487,72.45163,20529,69.22626,15165,67.11192
2009,1,3,77.5,26489,74.93992,20525,71.56425,15166,69.68913
2009,1,3,80,26488,77.45724,20526,73.93201,15165,71.87517
2009,1,3,82.5,26491,79.78233,20528,76.03698,15165,74.02165
2009,1,3,85,26488,82.25562,20525,78.28564,15165,75.87892
2009,1,3,87.5,26490,84.89253,20526,80.99774,15164,78.75843
2009,1,3,90,26488,87.49619,20527,83.62464,15166,81.27585
2009,1,3,92.5,26490,89.96225,20526,85.85742,15166,83.71838
2009,1,3,95,26489,92.68476,20528,88.4258,15164,85.76505
2009,1,3,97.5,26479,95.37119,20517,91.06598,15159,88.45489
2009,1,3,99,15894,97.69239,12316,93.88273,9100,91.10894
