year,male,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2016,0,7.5,79425,9.01981,69356,18.83964,62428,24.27831
2016,0,10,79422,11.3659,69357,20.3507,62422,25.39358
2016,0,12.5,79423,13.70889,69358,21.8085,62430,26.33269
2016,0,15,79423,16.00194,69354,23.46962,62426,27.63589
2016,0,17.5,79423,18.36012,69358,24.99916,62425,28.73952
2016,0,20,79422,20.70629,69357,26.7034,62426,30.1341
2016,0,22.5,79424,22.9958,69354,28.32072,62428,31.31319
2016,0,25,79424,25.33518,69358,29.9873,62424,32.74056
2016,0,27.5,79420,27.68018,69356,31.68614,62424,34.03309
2016,0,30,79426,29.96178,69354,33.29916,62427,35.23316
2016,0,32.5,79422,32.34732,69357,34.89774,62426,36.71285
2016,0,35,79422,34.59119,69360,36.54822,62428,37.87948
2016,0,37.5,79422,36.82586,69357,38.22972,62423,39.31621
2016,0,40,79423,39.11094,69356,39.87782,62428,40.63419
2016,0,42.5,79425,41.36029,69355,41.29877,62426,41.63369
2016,0,45,79423,43.58638,69356,43.16833,62428,43.12965
2016,0,47.5,79422,45.88449,69359,44.88633,62426,44.51133
2016,0,50,79421,48.20223,69356,46.70551,62424,46.09775
2016,0,52.5,79424,50.44491,69353,48.54106,62424,47.619
2016,0,55,79422,52.73666,69358,50.20649,62426,49.08563
2016,0,57.5,79423,54.96231,69357,52.30411,62428,50.89534
2016,0,60,79425,57.3915,69356,54.48042,62425,52.74719
2016,0,62.5,79422,59.81043,69355,56.47966,62428,54.75962
2016,0,65,79424,62.29794,69358,58.7764,62424,56.79974
2016,0,67.5,79421,64.69201,69359,60.82017,62428,58.57576
2016,0,70,79423,67.15796,69355,62.9252,62426,60.60013
2016,0,72.5,79425,69.65774,69356,65.2023,62427,62.5754
2016,0,75,79419,72.19549,69355,67.42553,62425,64.73956
2016,0,77.5,79425,74.69562,69359,69.7998,62423,66.84495
2016,0,80,79423,77.24027,69358,72.05626,62425,69.00539
2016,0,82.5,79423,79.74805,69353,74.51329,62429,71.12476
2016,0,85,79423,82.27592,69357,76.7072,62425,73.12815
2016,0,87.5,79424,84.7345,69355,79.01518,62425,75.43843
2016,0,90,79422,87.24633,69357,81.30289,62431,77.43147
2016,0,92.5,79422,89.69122,69358,83.81712,62422,79.98648
2016,0,95,79424,92.28249,69357,86.25274,62428,82.51514
2016,0,97.5,79393,95.01059,69330,88.99455,62402,85.41568
2016,0,99,47653,97.44983,41613,91.68777,37455,88.48335
2016,0,99.9,28592,99.04781,24969,94.24777,22471,91.11892
2016,0,100,3193,99.89212,2788,96.06872,2511,92.80564
2016,1,2.5,86447,3.630858,75410,14.03493,67945,19.80744
2016,1,5,86460,6.274514,75421,15.90912,67957,20.655
2016,1,7.5,86461,8.689505,75421,17.62502,67960,21.83873
2016,1,10,86461,11.20406,75420,19.41152,67955,23.15591
2016,1,12.5,86461,13.72682,75422,20.98923,67958,24.22787
2016,1,15,86461,16.19842,75423,22.02919,67958,24.947
2016,1,17.5,86462,18.42641,75422,23.48006,67956,25.95651
2016,1,20,86460,20.75976,75423,24.98367,67956,27.09267
2016,1,22.5,86463,23.01721,75421,26.48852,67961,28.37578
2016,1,25,86461,25.25134,75422,28.13274,67955,29.67172
2016,1,27.5,86459,27.5196,75421,29.77807,67955,31.04056
2016,1,30,86459,29.75558,75419,31.48781,67961,32.5058
2016,1,32.5,86461,31.9693,75424,33.33938,67957,34.11573
2016,1,35,86464,34.27423,75422,35.18032,67956,35.86491
2016,1,37.5,86460,36.57479,75420,36.95586,67955,37.43802
2016,1,40,86462,38.74097,75422,39.05903,67961,39.18168
2016,1,42.5,86459,41.22229,75421,41.04411,67953,41.09934
2016,1,45,86463,43.51205,75425,43.08424,67963,43.01229
2016,1,47.5,86462,45.88735,75418,45.33323,67954,44.96051
2016,1,50,86462,48.24024,75425,47.31779,67959,46.85266
2016,1,52.5,86455,50.63162,75422,49.45166,67957,48.84383
2016,1,55,86462,53.08092,75418,51.51535,67954,50.75696
2016,1,57.5,86462,55.3842,75425,53.7643,67963,52.9951
2016,1,60,86459,57.81787,75420,55.92453,67952,54.97536
2016,1,62.5,86463,60.34428,75421,58.21837,67961,57.03019
2016,1,65,86459,62.6694,75422,60.31857,67956,59.10648
2016,1,67.5,86464,65.07121,75422,62.48947,67956,61.09489
2016,1,70,86460,67.4845,75423,64.69627,67957,63.15327
2016,1,72.5,86462,69.90929,75420,66.86105,67961,65.17675
2016,1,75,86459,72.29501,75422,68.99493,67954,67.24209
2016,1,77.5,86460,74.74342,75421,71.19643,67956,69.39699
2016,1,80,86464,77.11118,75421,73.19109,67960,71.28844
2016,1,82.5,86459,79.56166,75423,75.46349,67957,73.40952
2016,1,85,86460,82.01914,75422,77.55352,67956,75.37608
2016,1,87.5,86463,84.59615,75423,79.92237,67957,77.44466
2016,1,90,86461,87.11157,75422,82.05865,67959,79.5153
2016,1,92.5,86460,89.66836,75420,84.11302,67955,81.60739
2016,1,95,86464,92.33489,75421,86.54409,67960,83.73413
2016,1,97.5,86431,95.12865,75395,89.22001,67933,86.18513
2016,1,99,51876,97.52353,45253,91.94034,40774,88.82677
2016,1,99.9,31124,99.07504,27154,93.94158,24466,91.19208
2016,1,100,3474,99.88626,3029,96.80624,2729,93.98268
2017,0,2.5,80842,4.002278,71048,15.28291,61965,22.63327
2017,0,5,80858,6.513117,71057,17.21678,61982,23.13019
2017,0,7.5,80852,9.032478,71058,19.0045,61974,24.25499
2017,0,10,80858,11.39654,71060,20.3502,61979,24.91131
2017,0,12.5,80857,13.71042,71057,21.81544,61980,26.09303
2017,0,15,80855,16.0038,71059,23.3423,61979,27.16237
2017,0,17.5,80856,18.34542,71059,25.01103,61979,28.35265
2017,0,20,80858,20.61271,71059,26.54988,61973,29.54632
2017,0,22.5,80856,22.91025,71061,28.18612,61981,30.99222
2017,0,25,80857,25.35482,71056,29.76629,61980,32.24019
2017,0,27.5,80856,27.54107,71062,31.50093,61975,33.55801
2017,0,30,80855,29.96117,71057,33.2017,61978,34.83994
2017,0,32.5,80856,32.23827,71057,34.8179,61976,36.24191
2017,0,35,80858,34.54346,71062,36.61773,61983,37.66232
2017,0,37.5,80858,36.89004,71057,38.11912,61978,38.81288
2017,0,40,80857,39.05243,71059,39.60258,61974,40.06305
2017,0,42.5,80855,41.2908,71062,41.28214,61980,41.23866
2017,0,45,80855,43.57647,71057,42.98771,61980,42.71227
2017,0,47.5,80856,45.84536,71059,44.64122,61976,44.14531
2017,0,50,80856,48.09426,71056,46.47862,61982,45.70707
2017,0,52.5,80857,50.39544,71061,48.25881,61975,47.13656
2017,0,55,80856,52.70437,71059,50.33789,61978,49.15776
2017,0,57.5,80855,55.11393,71057,52.34173,61980,50.92953
2017,0,60,80855,57.44529,71062,54.34996,61978,52.70042
2017,0,62.5,80858,59.90751,71057,56.59545,61976,54.74698
2017,0,65,80857,62.29993,71058,58.59594,61977,56.52592
2017,0,67.5,80858,64.73495,71062,60.7465,61982,58.67091
2017,0,70,80856,67.22552,71058,63.15117,61977,60.76966
2017,0,72.5,80856,69.66393,71057,65.18175,61978,62.88348
2017,0,75,80856,72.1972,71060,67.41365,61978,64.94767
2017,0,77.5,80855,74.71108,71059,69.79751,61978,67.20363
2017,0,80,80857,77.26536,71059,72.11827,61977,69.283
2017,0,82.5,80857,79.75941,71060,74.60446,61976,71.41994
2017,0,85,80856,82.33654,71059,76.9256,61979,73.75411
2017,0,87.5,80857,84.72343,71057,79.02229,61981,75.64507
2017,0,90,80855,87.27516,71060,81.59243,61977,78.06149
2017,0,92.5,80858,89.78284,71059,84.03274,61980,80.53488
2017,0,95,80854,92.3256,71059,86.42542,61973,83.15886
2017,0,97.5,80830,95.07825,71031,89.42016,61959,86.70534
2017,0,99,48511,97.49416,42636,92.27435,37183,90.07776
2017,0,99.9,29110,99.06435,25582,94.69973,22316,93.35138
2017,0,100,3248,99.89394,2855,96.85684,2490,95.82542
2017,1,2.5,86993,3.728653,76441,14.45097,66337,20.62131
2017,1,5,87007,6.348152,76449,16.08142,66348,20.80752
2017,1,7.5,87008,8.742715,76451,17.8709,66352,22.04296
2017,1,10,87009,11.22746,76452,19.57366,66345,23.02785
2017,1,12.5,87005,13.75717,76451,20.9529,66348,23.86933
2017,1,15,87008,16.158,76452,22.28176,66352,24.65534
2017,1,17.5,87005,18.45564,76452,23.4951,66347,25.51734
2017,1,20,87010,20.68075,76450,24.94291,66346,26.56737
2017,1,22.5,87004,22.96464,76453,26.43651,66352,27.80676
2017,1,25,87009,25.20197,76450,27.96778,66347,29.19915
2017,1,27.5,87008,27.43852,76455,29.6941,66351,30.62334
2017,1,30,87007,29.6774,76448,31.28061,66348,31.92495
2017,1,32.5,87006,31.93008,76451,32.92641,66351,33.45823
2017,1,35,87008,34.18875,76454,34.93335,66347,35.22947
2017,1,37.5,87008,36.46584,76452,36.8483,66347,37.01203
2017,1,40,87005,38.83536,76449,38.80309,66349,38.82783
2017,1,42.5,87008,41.13176,76451,40.79391,66350,40.51556
2017,1,45,87006,43.41259,76451,42.68299,66351,42.51979
2017,1,47.5,87010,45.83021,76454,44.83945,66346,44.43372
2017,1,50,87005,48.1549,76449,47.05233,66347,46.62722
2017,1,52.5,87006,50.65757,76453,49.18977,66353,48.58987
2017,1,55,87009,52.99849,76454,51.23102,66346,50.52362
2017,1,57.5,87007,55.36255,76449,53.43948,66351,52.47975
2017,1,60,87009,57.81303,76452,55.61251,66348,54.64971
2017,1,62.5,87006,60.24134,76450,57.98087,66351,56.75401
2017,1,65,87005,62.69391,76451,60.14353,66347,58.97358
2017,1,67.5,87007,65.09389,76454,62.38821,66347,60.90633
2017,1,70,87007,67.47764,76451,64.5452,66351,63.05589
2017,1,72.5,87006,69.92326,76448,66.69321,66348,65.09637
2017,1,75,87010,72.37672,76456,69.0406,66346,67.40022
2017,1,77.5,87007,74.75939,76449,71.22545,66352,69.45537
2017,1,80,87008,77.16088,76452,73.35649,66350,71.56197
2017,1,82.5,87008,79.6245,76451,75.62179,66348,73.62066
2017,1,85,87004,82.14916,76452,77.86098,66347,75.94626
2017,1,87.5,87010,84.6406,76452,80.20332,66351,78.23924
2017,1,90,87003,87.24892,76450,82.56824,66349,80.47556
2017,1,92.5,87010,89.77159,76453,84.71353,66345,82.69122
2017,1,95,87008,92.37386,76451,87.14507,66352,84.99158
2017,1,97.5,86979,95.15157,76424,89.80669,66324,87.77889
2017,1,99,52203,97.51368,45877,92.39765,39808,90.53145
2017,1,99.9,31321,99.06282,27519,94.50658,23886,92.81086
2017,1,100,3496,99.88139,3070,97.03094,2667,95.24718
2018,0,2.5,82636,4.034144,73086,15.60333,,
2018,0,5,82650,6.519333,73099,17.47906,,
2018,0,7.5,82649,9.058094,73099,19.22506,,
2018,0,10,82650,11.39315,73100,20.48939,,
2018,0,12.5,82646,13.73214,73102,21.83446,,
2018,0,15,82652,15.92817,73096,23.38242,,
2018,0,17.5,82646,18.29321,73098,25.03929,,
2018,0,20,82652,20.61774,73102,26.78356,,
2018,0,22.5,82645,23.0104,73099,28.25875,,
2018,0,25,82650,25.29369,73101,29.75554,,
2018,0,27.5,82648,27.62899,73100,31.51449,,
2018,0,30,82652,29.92677,73097,33.2227,,
2018,0,32.5,82647,32.25113,73101,34.82032,,
2018,0,35,82649,34.47427,73097,36.35133,,
2018,0,37.5,82649,36.78246,73100,37.93237,,
2018,0,40,82650,39.00868,73098,39.58284,,
2018,0,42.5,82648,41.31971,73103,41.16639,,
2018,0,45,82650,43.57257,73099,42.81947,,
2018,0,47.5,82650,45.84962,73098,44.52516,,
2018,0,50,82647,48.07112,73099,46.34278,,
2018,0,52.5,82649,50.38768,73099,48.11795,,
2018,0,55,82651,52.76511,73099,50.09182,,
2018,0,57.5,82649,55.0903,73099,52.0484,,
2018,0,60,82649,57.39755,73101,54.11509,,
2018,0,62.5,82646,59.86143,73098,56.38947,,
2018,0,65,82653,62.32588,73100,58.5826,,
2018,0,67.5,82648,64.81245,73098,60.7067,,
2018,0,70,82648,67.22887,73099,62.95285,,
2018,0,72.5,82650,69.75418,73100,65.3166,,
2018,0,75,82648,72.18826,73101,67.49675,,
2018,0,77.5,82652,74.70829,73100,69.86149,,
2018,0,80,82648,77.26659,73096,72.26251,,
2018,0,82.5,82648,79.76454,73104,74.41013,,
2018,0,85,82647,82.24074,73098,76.71302,,
2018,0,87.5,82653,84.74879,73097,79.12914,,
2018,0,90,82646,87.23952,73102,81.59957,,
2018,0,92.5,82648,89.78568,73098,84.17843,,
2018,0,95,82651,92.38746,73100,86.67082,,
2018,0,97.5,82621,95.1255,73073,89.64718,,
2018,0,99,49592,97.51051,43861,92.59988,,
2018,0,99.9,29754,99.08339,26312,94.92621,,
2018,0,100,3317,99.89719,2939,96.6228,,
2018,1,2.5,87908,3.66789,77684,14.73823,,
2018,1,5,87916,6.282212,77697,16.34373,,
2018,1,7.5,87922,8.715962,77698,18.00048,,
2018,1,10,87917,11.20709,77695,19.79034,,
2018,1,12.5,87921,13.74762,77700,21.18937,,
2018,1,15,87919,16.1755,77696,22.42319,,
2018,1,17.5,87917,18.45844,77701,23.60173,,
2018,1,20,87920,20.78228,77696,25.04241,,
2018,1,22.5,87920,22.99624,77697,26.4573,,
2018,1,25,87919,25.18794,77695,28.01305,,
2018,1,27.5,87921,27.48449,77700,29.56411,,
2018,1,30,87918,29.61394,77694,31.29125,,
2018,1,32.5,87918,31.93121,77699,32.98072,,
2018,1,35,87921,34.119,77700,34.83472,,
2018,1,37.5,87920,36.41954,77695,36.60805,,
2018,1,40,87918,38.72386,77698,38.66219,,
2018,1,42.5,87922,41.05479,77697,40.6173,,
2018,1,45,87918,43.45639,77698,42.59335,,
2018,1,47.5,87921,45.74007,77696,44.78059,,
2018,1,50,87917,48.14983,77697,46.77962,,
2018,1,52.5,87917,50.51171,77698,48.96684,,
2018,1,55,87921,52.94319,77697,51.17847,,
2018,1,57.5,87918,55.40654,77699,53.34151,,
2018,1,60,87923,57.76309,77695,55.62253,,
2018,1,62.5,87917,60.24788,77698,57.79858,,
2018,1,65,87920,62.62804,77696,59.95632,,
2018,1,67.5,87921,65.12231,77699,62.20783,,
2018,1,70,87918,67.47685,77699,64.4093,,
2018,1,72.5,87918,69.93655,77695,66.65089,,
2018,1,75,87921,72.34031,77698,68.90219,,
2018,1,77.5,87919,74.82748,77698,71.17348,,
2018,1,80,87919,77.28603,77696,73.38522,,
2018,1,82.5,87921,79.75121,77696,75.71724,,
2018,1,85,87917,82.19287,77702,77.82026,,
2018,1,87.5,87919,84.72765,77695,80.28967,,
2018,1,90,87921,87.28176,77699,82.70621,,
2018,1,92.5,87917,89.83709,77696,84.90105,,
2018,1,95,87922,92.47561,77697,87.31674,,
2018,1,97.5,87888,95.17132,77672,89.91725,,
2018,1,99,52755,97.51725,46621,92.48634,,
2018,1,99.9,31650,99.07632,27968,94.60429,,
2018,1,100,3531,99.88448,3121,97.3375,,
2019,0,2.5,84759,3.953083,72404,15.82837,,
2019,0,5,84775,6.417172,72413,17.26397,,
2019,0,7.5,84777,8.962284,72421,18.83443,,
2019,0,10,84775,11.28063,72414,20.03788,,
2019,0,12.5,84777,13.63988,72419,21.38682,,
2019,0,15,84773,15.91579,72416,23.13018,,
2019,0,17.5,84777,18.32219,72420,24.74103,,
2019,0,20,84775,20.64487,72413,26.31329,,
2019,0,22.5,84778,22.99381,72418,27.86154,,
2019,0,25,84773,25.2581,72415,29.60546,,
2019,0,27.5,84774,27.66776,72416,31.14374,,
2019,0,30,84776,29.89132,72417,32.71672,,
2019,0,32.5,84777,32.21269,72418,34.25433,,
2019,0,35,84775,34.44193,72418,35.98964,,
2019,0,37.5,84772,36.8212,72416,37.61854,,
2019,0,40,84779,39.04722,72417,39.19456,,
2019,0,42.5,84775,41.31385,72415,40.97377,,
2019,0,45,84777,43.56506,72418,42.41004,,
2019,0,47.5,84774,45.84712,72416,44.32347,,
2019,0,50,84775,48.09276,72414,46.12591,,
2019,0,52.5,84776,50.44754,72420,47.92279,,
2019,0,55,84773,52.67832,72416,49.96545,,
2019,0,57.5,84776,55.0518,72418,52.13165,,
2019,0,60,84777,57.44315,72415,54.25328,,
2019,0,62.5,84778,59.85657,72417,56.38834,,
2019,0,65,84772,62.32042,72417,58.59944,,
2019,0,67.5,84775,64.75307,72417,60.89537,,
2019,0,70,84777,67.3391,72419,63.235,,
2019,0,72.5,84775,69.7767,72416,65.51966,,
2019,0,75,84774,72.26311,72414,67.81347,,
2019,0,77.5,84775,74.73488,72417,70.08172,,
2019,0,80,84778,77.23373,72419,72.4278,,
2019,0,82.5,84774,79.79032,72412,74.7614,,
2019,0,85,84777,82.29813,72422,77.14476,,
2019,0,87.5,84775,84.82169,72414,79.55546,,
2019,0,90,84776,87.29333,72420,81.91548,,
2019,0,92.5,84774,89.80649,72413,84.49593,,
2019,0,95,84777,92.40839,72420,87.39483,,
2019,0,97.5,84749,95.19159,72388,90.75379,,
2019,0,99,50863,97.56647,43452,93.84183,,
2019,0,99.9,30520,99.12096,26069,96.56734,,
2019,0,100,3403,99.86923,2909,98.48152,,
2019,1,2.5,89288,3.551077,75784,14.50696,,
2019,1,5,89300,6.227009,75792,15.96937,,
2019,1,7.5,89304,8.60263,75793,17.68069,,
2019,1,10,89298,11.18744,75794,19.21317,,
2019,1,12.5,89303,13.70954,75796,20.52606,,
2019,1,15,89303,16.17778,75791,21.63836,,
2019,1,17.5,89299,18.42817,75796,22.9888,,
2019,1,20,89301,20.70671,75794,24.28583,,
2019,1,22.5,89303,22.91737,75794,25.79335,,
2019,1,25,89301,25.16816,75797,27.38578,,
2019,1,27.5,89301,27.36015,75792,29.04315,,
2019,1,30,89304,29.63464,75793,30.77704,,
2019,1,32.5,89299,31.87169,75793,32.67693,,
2019,1,35,89301,34.15393,75795,34.47924,,
2019,1,37.5,89304,36.43629,75796,36.41341,,
2019,1,40,89298,38.71097,75793,38.29245,,
2019,1,42.5,89301,41.03915,75796,40.3478,,
2019,1,45,89304,43.37604,75792,42.53889,,
2019,1,47.5,89300,45.7858,75794,44.71623,,
2019,1,50,89301,48.16259,75796,46.85608,,
2019,1,52.5,89303,50.53269,75792,48.97134,,
2019,1,55,89300,52.92265,75794,51.09501,,
2019,1,57.5,89304,55.32146,75792,53.3681,,
2019,1,60,89299,57.80338,75796,55.58537,,
2019,1,62.5,89302,60.22341,75794,57.72666,,
2019,1,65,89303,62.633,75795,60.09792,,
2019,1,67.5,89300,65.09284,75795,62.27649,,
2019,1,70,89299,67.54613,75792,64.56145,,
2019,1,72.5,89304,69.99101,75794,66.79262,,
2019,1,75,89300,72.46022,75796,69.0821,,
2019,1,77.5,89302,74.86265,75793,71.33691,,
2019,1,80,89301,77.25224,75796,73.59763,,
2019,1,82.5,89303,79.78575,75792,76.0975,,
2019,1,85,89299,82.28806,75796,78.3831,,
2019,1,87.5,89301,84.80595,75790,80.89667,,
2019,1,90,89305,87.33202,75796,83.23702,,
2019,1,92.5,89298,89.92758,75795,85.79659,,
2019,1,95,89304,92.53386,75793,88.4497,,
2019,1,97.5,89272,95.26456,75766,91.36765,,
2019,1,99,53583,97.58078,45478,94.25055,,
2019,1,99.9,32149,99.12386,27288,96.36582,,
2019,1,100,3584,99.87501,3044,98.14069,,
2020,0,2.5,86778,3.868327,,,,
2020,0,5,86788,6.527664,,,,
2020,0,7.5,86787,9.060284,,,,
2020,0,10,86791,11.47356,,,,
2020,0,12.5,86788,13.71311,,,,
2020,0,15,86788,16.10461,,,,
2020,0,17.5,86794,18.46887,,,,
2020,0,20,86786,20.68686,,,,
2020,0,22.5,86793,23.04131,,,,
2020,0,25,86788,25.35048,,,,
2020,0,27.5,86788,27.58509,,,,
2020,0,30,86788,29.89145,,,,
2020,0,32.5,86790,32.18555,,,,
2020,0,35,86792,34.45175,,,,
2020,0,37.5,86788,36.73465,,,,
2020,0,40,86792,38.96198,,,,
2020,0,42.5,86788,41.22773,,,,
2020,0,45,86789,43.52436,,,,
2020,0,47.5,86788,45.67698,,,,
2020,0,50,86790,47.95929,,,,
2020,0,52.5,86792,50.27894,,,,
2020,0,55,86788,52.67257,,,,
2020,0,57.5,86789,54.9189,,,,
2020,0,60,86788,57.40403,,,,
2020,0,62.5,86793,59.86002,,,,
2020,0,65,86786,62.23219,,,,
2020,0,67.5,86792,64.76728,,,,
2020,0,70,86789,67.21254,,,,
2020,0,72.5,86789,69.74217,,,,
2020,0,75,86791,72.30576,,,,
2020,0,77.5,86787,74.76835,,,,
2020,0,80,86791,77.27322,,,,
2020,0,82.5,86787,79.80775,,,,
2020,0,85,86794,82.36207,,,,
2020,0,87.5,86787,84.81244,,,,
2020,0,90,86789,87.32683,,,,
2020,0,92.5,86791,89.84669,,,,
2020,0,95,86788,92.42786,,,,
2020,0,97.5,86760,95.233,,,,
2020,0,99,52076,97.63078,,,,
2020,0,99.9,31244,99.15062,,,,
2020,0,100,3485,99.90086,,,,
2020,1,2.5,90723,3.441082,,,,
2020,1,5,90740,6.19188,,,,
2020,1,7.5,90735,8.671615,,,,
2020,1,10,90742,11.31245,,,,
2020,1,12.5,90736,13.81047,,,,
2020,1,15,90739,16.20289,,,,
2020,1,17.5,90740,18.44417,,,,
2020,1,20,90738,20.66759,,,,
2020,1,22.5,90738,22.90797,,,,
2020,1,25,90740,25.11102,,,,
2020,1,27.5,90738,27.29232,,,,
2020,1,30,90738,29.61768,,,,
2020,1,32.5,90737,31.81968,,,,
2020,1,35,90744,34.08463,,,,
2020,1,37.5,90736,36.36211,,,,
2020,1,40,90740,38.6729,,,,
2020,1,42.5,90736,41.01953,,,,
2020,1,45,90739,43.45058,,,,
2020,1,47.5,90738,45.744,,,,
2020,1,50,90738,48.17949,,,,
2020,1,52.5,90741,50.5008,,,,
2020,1,55,90738,52.94188,,,,
2020,1,57.5,90739,55.39072,,,,
2020,1,60,90735,57.75012,,,,
2020,1,62.5,90740,60.20097,,,,
2020,1,65,90738,62.68106,,,,
2020,1,67.5,90743,65.09546,,,,
2020,1,70,90737,67.50776,,,,
2020,1,72.5,90738,69.94108,,,,
2020,1,75,90736,72.44604,,,,
2020,1,77.5,90742,74.87502,,,,
2020,1,80,90737,77.28529,,,,
2020,1,82.5,90739,79.83657,,,,
2020,1,85,90740,82.28852,,,,
2020,1,87.5,90739,84.86301,,,,
2020,1,90,90735,87.35015,,,,
2020,1,92.5,90743,89.92548,,,,
2020,1,95,90734,92.58479,,,,
2020,1,97.5,90713,95.3004,,,,
2020,1,99,54440,97.61303,,,,
2020,1,99.9,32668,99.12065,,,,
2020,1,100,3643,99.8477,,,,
2021,0,2.5,85477,4.014904,,,,
2021,0,5,85491,6.435223,,,,
2021,0,7.5,85491,8.934743,,,,
2021,0,10,85490,11.27469,,,,
2021,0,12.5,85494,13.55415,,,,
2021,0,15,85490,15.9561,,,,
2021,0,17.5,85493,18.28223,,,,
2021,0,20,85487,20.55613,,,,
2021,0,22.5,85494,22.91038,,,,
2021,0,25,85492,25.25143,,,,
2021,0,27.5,85490,27.45459,,,,
2021,0,30,85490,29.79297,,,,
2021,0,32.5,85492,32.09683,,,,
2021,0,35,85495,34.31404,,,,
2021,0,37.5,85487,36.54764,,,,
2021,0,40,85490,38.86034,,,,
2021,0,42.5,85496,41.0623,,,,
2021,0,45,85490,43.3838,,,,
2021,0,47.5,85487,45.58152,,,,
2021,0,50,85497,47.98541,,,,
2021,0,52.5,85490,50.31945,,,,
2021,0,55,85489,52.67331,,,,
2021,0,57.5,85489,55.12294,,,,
2021,0,60,85492,57.53942,,,,
2021,0,62.5,85494,60.01207,,,,
2021,0,65,85489,62.49757,,,,
2021,0,67.5,85492,64.92124,,,,
2021,0,70,85493,67.4048,,,,
2021,0,72.5,85490,69.93272,,,,
2021,0,75,85490,72.43595,,,,
2021,0,77.5,85493,74.92931,,,,
2021,0,80,85490,77.4257,,,,
2021,0,82.5,85491,79.94344,,,,
2021,0,85,85491,82.38203,,,,
2021,0,87.5,85491,84.82004,,,,
2021,0,90,85493,87.31682,,,,
2021,0,92.5,85491,89.87165,,,,
2021,0,95,85491,92.56373,,,,
2021,0,97.5,85463,95.33762,,,,
2021,0,99,51293,97.68455,,,,
2021,0,99.9,30779,99.1945,,,,
2021,0,100,3433,99.88607,,,,
2021,1,2.5,88193,3.384803,,,,
2021,1,5,88202,5.927103,,,,
2021,1,7.5,88205,8.468493,,,,
2021,1,10,88203,11.0116,,,,
2021,1,12.5,88203,13.47718,,,,
2021,1,15,88207,15.86887,,,,
2021,1,17.5,88201,18.12606,,,,
2021,1,20,88205,20.38353,,,,
2021,1,22.5,88206,22.66424,,,,
2021,1,25,88201,24.89707,,,,
2021,1,27.5,88207,27.26254,,,,
2021,1,30,88204,29.52636,,,,
2021,1,32.5,88201,31.76941,,,,
2021,1,35,88206,34.09717,,,,
2021,1,37.5,88205,36.41935,,,,
2021,1,40,88204,38.73559,,,,
2021,1,42.5,88205,41.10907,,,,
2021,1,45,88204,43.43093,,,,
2021,1,47.5,88204,45.84146,,,,
2021,1,50,88204,48.27025,,,,
2021,1,52.5,88203,50.64742,,,,
2021,1,55,88206,53.04372,,,,
2021,1,57.5,88205,55.40662,,,,
2021,1,60,88204,57.92052,,,,
2021,1,62.5,88201,60.34758,,,,
2021,1,65,88206,62.73605,,,,
2021,1,67.5,88207,65.22626,,,,
2021,1,70,88201,67.62571,,,,
2021,1,72.5,88204,70.10251,,,,
2021,1,75,88205,72.4883,,,,
2021,1,77.5,88203,74.93823,,,,
2021,1,80,88205,77.355,,,,
2021,1,82.5,88205,79.92667,,,,
2021,1,85,88204,82.4606,,,,
2021,1,87.5,88205,84.96257,,,,
2021,1,90,88203,87.52435,,,,
2021,1,92.5,88204,90.08823,,,,
2021,1,95,88203,92.7431,,,,
2021,1,97.5,88176,95.4738,,,,
2021,1,99,52927,97.71747,,,,
2021,1,99.9,31752,99.17033,,,,
2021,1,100,3541,99.87311,,,,
