year,agegp,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2019,3,80,57683,77.69846,43276,74.89236,,
2019,3,82.5,57685,80.26671,43275,77.42569,,
2019,3,85,57687,82.81127,43276,79.81966,,
2019,3,87.5,57683,85.27821,43274,82.23658,,
2019,3,90,57685,87.72656,43277,84.6002,,
2019,3,92.5,57684,90.25385,43275,87.17319,,
2019,3,95,57686,92.85594,43277,89.90964,,
2019,3,97.5,57665,95.58401,43258,93.00722,,
2019,3,99,34611,97.80893,25964,95.67952,,
2019,3,99.9,20767,99.28568,15582,97.72112,,
2019,3,100,2316,99.932,1738,99.24382,,
2020,1,2.5,54523,4.039595,,,,
2020,1,5,54532,6.900322,,,,
2020,1,7.5,54529,9.54158,,,,
2020,1,10,54533,12.0462,,,,
2020,1,12.5,54530,14.36284,,,,
2020,1,15,54531,16.76968,,,,
2020,1,17.5,54534,19.09152,,,,
2020,1,20,54528,21.38178,,,,
2020,1,22.5,54532,23.67864,,,,
2020,1,25,54532,25.92586,,,,
2020,1,27.5,54530,28.09959,,,,
2020,1,30,54531,30.45956,,,,
2020,1,32.5,54532,32.59738,,,,
2020,1,35,54534,34.80885,,,,
2020,1,37.5,54528,36.9739,,,,
2020,1,40,54533,39.16111,,,,
2020,1,42.5,54530,41.39419,,,,
2020,1,45,54531,43.6176,,,,
2020,1,47.5,54530,45.78822,,,,
2020,1,50,54530,48.00664,,,,
2020,1,52.5,54536,50.21054,,,,
2020,1,55,54530,52.56039,,,,
2020,1,57.5,54531,54.66362,,,,
2020,1,60,54529,57.04943,,,,
2020,1,62.5,54535,59.53798,,,,
2020,1,65,54527,61.94132,,,,
2020,1,67.5,54534,64.35833,,,,
2020,1,70,54531,66.7449,,,,
2020,1,72.5,54532,69.21872,,,,
2020,1,75,54529,71.75518,,,,
2020,1,77.5,54533,74.23116,,,,
2020,1,80,54530,76.72281,,,,
2020,1,82.5,54530,79.23039,,,,
2020,1,85,54534,81.68983,,,,
2020,1,87.5,54530,84.24326,,,,
2020,1,90,54530,86.79948,,,,
2020,1,92.5,54534,89.414,,,,
2020,1,95,54529,92.08159,,,,
2020,1,97.5,54516,94.89822,,,,
2020,1,99,32718,97.34509,,,,
2020,1,99.9,19632,98.94293,,,,
2020,1,100,2189,99.76813,,,,
2020,2,2.5,64656,3.595962,,,,
2020,2,5,64665,6.297567,,,,
2020,2,7.5,64664,8.731352,,,,
2020,2,10,64666,11.29993,,,,
2020,2,12.5,64664,13.64796,,,,
2020,2,15,64664,16.10285,,,,
2020,2,17.5,64667,18.3719,,,,
2020,2,20,64664,20.56213,,,,
2020,2,22.5,64667,22.82924,,,,
2020,2,25,64666,25.07468,,,,
2020,2,27.5,64663,27.22095,,,,
2020,2,30,64663,29.57222,,,,
2020,2,32.5,64664,31.75276,,,,
2020,2,35,64671,34.08488,,,,
2020,2,37.5,64663,36.44231,,,,
2020,2,40,64666,38.74123,,,,
2020,2,42.5,64665,41.03712,,,,
2020,2,45,64665,43.4847,,,,
2020,2,47.5,64663,45.67178,,,,
2020,2,50,64667,48.09743,,,,
2020,2,52.5,64664,50.4329,,,,
2020,2,55,64663,52.8835,,,,
2020,2,57.5,64665,55.32544,,,,
2020,2,60,64665,57.72451,,,,
2020,2,62.5,64666,60.16405,,,,
2020,2,65,64663,62.56322,,,,
2020,2,67.5,64670,65.08518,,,,
2020,2,70,64664,67.5612,,,,
2020,2,72.5,64663,69.98189,,,,
2020,2,75,64666,72.5583,,,,
2020,2,77.5,64665,74.92886,,,,
2020,2,80,64666,77.35968,,,,
2020,2,82.5,64664,79.88744,,,,
2020,2,85,64667,82.41006,,,,
2020,2,87.5,64664,84.97741,,,,
2020,2,90,64664,87.43341,,,,
2020,2,92.5,64666,89.94902,,,,
2020,2,95,64664,92.57095,,,,
2020,2,97.5,64646,95.29512,,,,
2020,2,99,38800,97.67536,,,,
2020,2,99.9,23279,99.17209,,,,
2020,2,100,2596,99.91108,,,,
2020,3,2.5,58322,3.345558,,,,
2020,3,5,58331,5.912012,,,,
2020,3,7.5,58329,8.370397,,,,
2020,3,10,58334,10.8801,,,,
2020,3,12.5,58330,13.32938,,,,
2020,3,15,58332,15.63772,,,,
2020,3,17.5,58333,17.95583,,,,
2020,3,20,58332,20.14555,,,,
2020,3,22.5,58332,22.47319,,,,
2020,3,25,58330,24.74579,,,,
2020,3,27.5,58333,27.05237,,,,
2020,3,30,58332,29.28837,,,,
2020,3,32.5,58331,31.71119,,,,
2020,3,35,58331,33.95354,,,,
2020,3,37.5,58333,36.2556,,,,
2020,3,40,58333,38.57085,,,,
2020,3,42.5,58329,40.95954,,,,
2020,3,45,58332,43.36639,,,,
2020,3,47.5,58333,45.68302,,,,
2020,3,50,58331,48.10442,,,,
2020,3,52.5,58333,50.51734,,,,
2020,3,55,58333,52.96252,,,,
2020,3,57.5,58332,55.44081,,,,
2020,3,60,58329,57.91862,,,,
2020,3,62.5,58332,60.35442,,,,
2020,3,65,58334,62.83535,,,,
2020,3,67.5,58331,65.30769,,,,
2020,3,70,58331,67.72243,,,,
2020,3,72.5,58332,70.2752,,,,
2020,3,75,58332,72.75867,,,,
2020,3,77.5,58331,75.25856,,,,
2020,3,80,58332,77.71069,,,,
2020,3,82.5,58332,80.30398,,,,
2020,3,85,58333,82.82291,,,,
2020,3,87.5,58332,85.24031,,,,
2020,3,90,58330,87.73795,,,,
2020,3,92.5,58334,90.26031,,,,
2020,3,95,58329,92.83703,,,,
2020,3,97.5,58311,95.58198,,,,
2020,3,99,34998,97.82082,,,,
2020,3,99.9,21001,99.27435,,,,
2020,3,100,2343,99.9309,,,,
2021,1,2.5,53349,4.168949,,,,
2021,1,5,53354,6.86279,,,,
2021,1,7.5,53356,9.392895,,,,
2021,1,10,53354,11.73029,,,,
2021,1,12.5,53357,14.13393,,,,
2021,1,15,53355,16.58425,,,,
2021,1,17.5,53356,18.86972,,,,
2021,1,20,53352,21.23665,,,,
2021,1,22.5,53358,23.57175,,,,
2021,1,25,53355,25.89955,,,,
2021,1,27.5,53354,28.1445,,,,
2021,1,30,53356,30.41933,,,,
2021,1,32.5,53356,32.60115,,,,
2021,1,35,53356,34.7836,,,,
2021,1,37.5,53357,36.95119,,,,
2021,1,40,53353,39.12298,,,,
2021,1,42.5,53357,41.32199,,,,
2021,1,45,53356,43.50477,,,,
2021,1,47.5,53353,45.6876,,,,
2021,1,50,53359,48.1153,,,,
2021,1,52.5,53354,50.22764,,,,
2021,1,55,53353,52.55221,,,,
2021,1,57.5,53356,54.83121,,,,
2021,1,60,53355,57.28253,,,,
2021,1,62.5,53355,59.70551,,,,
2021,1,65,53357,62.10834,,,,
2021,1,67.5,53356,64.53416,,,,
2021,1,70,53356,66.92258,,,,
2021,1,72.5,53356,69.40787,,,,
2021,1,75,53355,71.88667,,,,
2021,1,77.5,53354,74.26054,,,,
2021,1,80,53356,76.72457,,,,
2021,1,82.5,53354,79.26406,,,,
2021,1,85,53356,81.73527,,,,
2021,1,87.5,53355,84.24909,,,,
2021,1,90,53357,86.7511,,,,
2021,1,92.5,53354,89.38689,,,,
2021,1,95,53356,92.06983,,,,
2021,1,97.5,53338,94.94957,,,,
2021,1,99,32016,97.3878,,,,
2021,1,99.9,19207,98.99191,,,,
2021,1,100,2142,99.78912,,,,
2021,2,2.5,63629,3.660814,,,,
2021,2,5,63639,6.067601,,,,
2021,2,7.5,63640,8.534495,,,,
2021,2,10,63640,11.0368,,,,
2021,2,12.5,63639,13.40047,,,,
2021,2,15,63641,15.77903,,,,
2021,2,17.5,63639,18.14171,,,,
2021,2,20,63640,20.31158,,,,
2021,2,22.5,63640,22.57848,,,,
2021,2,25,63638,24.80975,,,,
2021,2,27.5,63642,27.14092,,,,
2021,2,30,63638,29.43286,,,,
2021,2,32.5,63638,31.76232,,,,
2021,2,35,63641,34.02076,,,,
2021,2,37.5,63638,36.35489,,,,
2021,2,40,63640,38.72983,,,,
2021,2,42.5,63642,41.02761,,,,
2021,2,45,63639,43.3795,,,,
2021,2,47.5,63637,45.74394,,,,
2021,2,50,63641,48.12629,,,,
2021,2,52.5,63641,50.62394,,,,
2021,2,55,63639,52.94527,,,,
2021,2,57.5,63639,55.4068,,,,
2021,2,60,63639,57.86912,,,,
2021,2,62.5,63641,60.30938,,,,
2021,2,65,63638,62.78724,,,,
2021,2,67.5,63640,65.22189,,,,
2021,2,70,63639,67.63241,,,,
2021,2,72.5,63639,70.14755,,,,
2021,2,75,63640,72.57825,,,,
2021,2,77.5,63641,75.10515,,,,
2021,2,80,63638,77.48524,,,,
2021,2,82.5,63641,80.06515,,,,
2021,2,85,63640,82.55852,,,,
2021,2,87.5,63639,85.00578,,,,
2021,2,90,63640,87.54809,,,,
2021,2,92.5,63640,90.07114,,,,
2021,2,95,63639,92.766,,,,
2021,2,97.5,63621,95.48574,,,,
2021,2,99,38181,97.74644,,,,
2021,2,99.9,22913,99.21684,,,,
2021,2,100,2554,99.90823,,,,
2021,3,2.5,56692,3.287143,,,,
2021,3,5,56700,5.655073,,,,
2021,3,7.5,56700,8.227528,,,,
2021,3,10,56699,10.70372,,,,
2021,3,12.5,56701,13.06132,,,,
2021,3,15,56701,15.42806,,,,
2021,3,17.5,56699,17.64417,,,,
2021,3,20,56700,19.92176,,,,
2021,3,22.5,56702,22.27762,,,,
2021,3,25,56700,24.58604,,,,
2021,3,27.5,56701,26.85872,,,,
2021,3,30,56700,29.19298,,,,
2021,3,32.5,56699,31.48835,,,,
2021,3,35,56704,33.86402,,,,
2021,3,37.5,56697,36.18462,,,,
2021,3,40,56701,38.56562,,,,
2021,3,42.5,56702,40.92963,,,,
2021,3,45,56699,43.34811,,,,
2021,3,47.5,56701,45.70379,,,,
2021,3,50,56701,48.14815,,,,
2021,3,52.5,56698,50.57427,,,,
2021,3,55,56703,53.05822,,,,
2021,3,57.5,56699,55.52016,,,,
2021,3,60,56702,58.00394,,,,
2021,3,62.5,56699,60.48875,,,,
2021,3,65,56700,62.90973,,,,
2021,3,67.5,56703,65.42255,,,,
2021,3,70,56699,67.94676,,,,
2021,3,72.5,56699,70.44964,,,,
2021,3,75,56700,72.87453,,,,
2021,3,77.5,56701,75.37511,,,,
2021,3,80,56701,77.90865,,,,
2021,3,82.5,56701,80.42001,,,,
2021,3,85,56699,82.9148,,,,
2021,3,87.5,56702,85.37054,,,,
2021,3,90,56699,87.91245,,,,
2021,3,92.5,56701,90.4408,,,,
2021,3,95,56699,93.0805,,,,
2021,3,97.5,56680,95.74839,,,,
2021,3,99,34023,97.94556,,,,
2021,3,99.9,20411,99.32246,,,,
2021,3,100,2278,99.93224,,,,
