year,agegp,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2004,1,2.5,38392,4.489156,35790,17.38244,34276,24.72873
2004,1,5,38398,7.198801,35798,19.74682,34285,26.32311
2004,1,7.5,38399,9.6658,35798,22.02922,34286,27.91536
2004,1,10,38401,12.18329,35796,24.05274,34283,29.46951
2004,1,12.5,38400,14.43572,35799,25.62933,34286,30.53825
2004,1,15,38398,16.9391,35797,26.99378,34284,31.4354
2004,1,17.5,38404,19.19711,35797,28.3252,34285,32.48616
2004,1,20,38396,21.61622,35798,29.51287,34285,33.08634
2004,1,22.5,38401,23.95282,35798,31.10754,34284,34.44952
2004,1,25,38402,26.27253,35800,32.48917,34284,35.48723
2004,1,27.5,38396,28.50944,35796,33.62683,34283,36.27952
2004,1,30,38398,30.61593,35798,34.93178,34287,37.35668
2004,1,32.5,38401,32.86581,35798,36.60723,34283,38.50223
2004,1,35,38402,35.0816,35797,37.85865,34285,39.53841
2004,1,37.5,38396,37.22929,35798,39.24248,34286,40.74936
2004,1,40,38402,39.3444,35797,40.7096,34285,42.04422
2004,1,42.5,38399,41.5947,35799,42.03336,34282,42.75289
2004,1,45,38401,43.70081,35796,43.6126,34287,44.05268
2004,1,47.5,38398,45.80856,35798,45.28156,34282,45.53025
2004,1,50,38403,48.23403,35798,46.97639,34286,46.75991
2004,1,52.5,38396,50.37032,35798,48.54446,34286,48.1022
2004,1,55,38399,52.61826,35798,50.30828,34282,49.48331
2004,1,57.5,38400,55.00972,35796,52.14352,34287,51.15234
2004,1,60,38398,57.36138,35799,54.04243,34283,52.65081
2004,1,62.5,38403,59.61662,35797,55.75976,34285,54.1096
2004,1,65,38395,61.85856,35798,57.43991,34285,55.56441
2004,1,67.5,38403,64.17824,35797,59.32051,34285,57.23528
2004,1,70,38401,66.60332,35799,61.42525,34283,58.91816
2004,1,72.5,38398,68.91923,35797,63.13192,34287,60.33694
2004,1,75,38401,71.41638,35797,65.31206,34284,62.20636
2004,1,77.5,38397,73.94701,35799,67.18059,34283,63.78848
2004,1,80,38399,76.22577,35797,69.2316,34284,65.35697
2004,1,82.5,38398,78.67711,35799,71.11917,34285,67.14568
2004,1,85,38403,81.1871,35797,73.4134,34285,69.21732
2004,1,87.5,38399,83.77778,35797,75.62141,34284,71.04851
2004,1,90,38400,86.28845,35798,77.9304,34287,73.20452
2004,1,92.5,38401,88.9296,35797,80.4354,34282,75.70335
2004,1,95,38398,91.63493,35798,83.12047,34286,78.28588
2004,1,97.5,38383,94.58217,35782,86.19707,34269,81.41529
2004,1,99,23040,97.16937,21478,89.17239,20570,84.45044
2004,1,99.9,13823,98.85341,12888,91.47509,12343,87.25629
2004,1,100,1545,99.84386,1440,93.98925,1379,88.23994
2004,2,2.5,48401,4.283927,45975,15.68745,44604,21.74011
2004,2,5,48415,6.727528,45985,17.23044,44615,22.72453
2004,2,7.5,48408,9.056417,45986,18.89751,44614,23.76837
2004,2,10,48412,11.63485,45985,20.65082,44616,24.94078
2004,2,12.5,48412,14.00611,45984,22.04758,44611,25.85294
2004,2,15,48413,16.41275,45988,23.4739,44616,27.08468
2004,2,17.5,48412,18.71925,45983,24.65661,44612,27.83847
2004,2,20,48411,20.9355,45986,26.15343,44616,28.84134
2004,2,22.5,48413,23.14717,45983,27.53106,44614,30.21931
2004,2,25,48410,25.29482,45986,29.00262,44614,31.20075
2004,2,27.5,48414,27.5455,45985,30.76834,44614,32.85198
2004,2,30,48408,29.71756,45986,32.4873,44615,34.14579
2004,2,32.5,48413,31.99629,45985,34.02608,44614,35.45112
2004,2,35,48415,34.21152,45984,35.66378,44610,36.87927
2004,2,37.5,48411,36.46059,45986,37.55639,44616,38.4273
2004,2,40,48410,38.73514,45986,39.47303,44613,40.1181
2004,2,42.5,48411,41.11421,45985,41.28208,44615,41.74086
2004,2,45,48414,43.40567,45984,43.02768,44614,43.32341
2004,2,47.5,48409,45.69485,45989,44.97154,44615,44.77446
2004,2,50,48415,48.25159,45982,47.07143,44614,46.66425
2004,2,52.5,48411,50.44174,45982,48.91371,44614,48.27873
2004,2,55,48410,52.86475,45987,50.90566,44615,49.89064
2004,2,57.5,48413,55.22372,45985,52.80768,44614,51.63248
2004,2,60,48411,57.60596,45986,54.70822,44615,53.55556
2004,2,62.5,48409,59.97903,45986,56.77859,44614,55.32422
2004,2,65,48412,62.37577,45985,59.04413,44615,57.16479
2004,2,67.5,48415,64.81689,45983,61.1432,44610,59.2644
2004,2,70,48412,67.27203,45987,63.44053,44614,61.12264
2004,2,72.5,48409,69.65736,45985,65.40761,44615,63.07536
2004,2,75,48414,72.07383,45986,67.54033,44615,64.87341
2004,2,77.5,48410,74.51894,45984,69.72269,44613,67.1555
2004,2,80,48414,77.07445,45985,72.04689,44613,69.10716
2004,2,82.5,48410,79.62946,45986,74.40864,44617,71.52387
2004,2,85,48412,82.03493,45983,76.62045,44612,73.46793
2004,2,87.5,48413,84.6142,45987,78.99664,44615,75.77914
2004,2,90,48413,87.12715,45985,81.66422,44612,78.40831
2004,2,92.5,48411,89.80712,45985,84.39951,44616,81.02583
2004,2,95,48410,92.36536,45986,86.90272,44614,83.80286
2004,2,97.5,48393,95.06805,45965,89.60976,44595,86.51849
2004,2,99,29046,97.46561,27591,92.22999,26771,89.30851
2004,2,99.9,17427,99.02459,16553,94.68223,16059,92.00321
2004,2,100,1948,99.73769,1850,96.9477,1794,93.92895
2004,3,2.5,45126,3.588296,35557,13.65652,26436,19.83363
2004,3,5,45130,6.004791,35565,15.02915,26441,20.44763
2004,3,7.5,45131,8.464779,35567,16.84082,26440,21.46956
2004,3,10,45136,10.9966,35567,18.52839,26443,22.93331
2004,3,12.5,45129,13.32489,35563,20.00109,26443,23.60534
2004,3,15,45132,15.79103,35566,21.61674,26439,25.0231
2004,3,17.5,45133,18.16139,35564,23.04696,26445,26.16899
2004,3,20,45135,20.42909,35566,24.61726,26439,27.20164
2004,3,22.5,45133,22.71125,35565,26.36248,26441,28.75722
2004,3,25,45130,24.9158,35566,27.89753,26444,30.17271
2004,3,27.5,45132,27.24523,35566,29.7667,26442,31.71718
2004,3,30,45133,29.47925,35566,31.57586,26440,33.1186
2004,3,32.5,45132,31.86249,35564,33.45465,26443,34.69903
2004,3,35,45133,34.18087,35564,35.44843,26442,36.56323
2004,3,37.5,45135,36.56177,35569,37.40008,26441,38.04353
2004,3,40,45134,38.86969,35562,38.9372,26442,39.6807
2004,3,42.5,45130,41.11117,35566,41.15083,26443,41.40213
2004,3,45,45133,43.54549,35565,43.11904,26440,43.11892
2004,3,47.5,45133,45.84325,35567,44.84145,26443,44.5565
2004,3,50,45133,48.19448,35566,47.14156,26440,46.82909
2004,3,52.5,45132,50.54087,35564,49.12698,26441,48.62619
2004,3,55,45132,52.98577,35567,51.33847,26443,50.5222
2004,3,57.5,45134,55.40756,35565,53.33537,26440,52.36875
2004,3,60,45130,57.83594,35566,55.34379,26442,54.20205
2004,3,62.5,45133,60.20326,35562,57.70756,26442,56.23713
2004,3,65,45133,62.72035,35569,59.90974,26442,58.07997
2004,3,67.5,45134,65.15841,35564,62.27862,26442,60.04359
2004,3,70,45130,67.68951,35564,64.22527,26443,62.10727
2004,3,72.5,45134,70.00195,35566,66.30942,26440,64.14736
2004,3,75,45135,72.47505,35566,68.80474,26442,66.49797
2004,3,77.5,45129,75.01082,35566,71.08968,26444,68.31302
2004,3,80,45136,77.46115,35565,73.46407,26439,70.75175
2004,3,82.5,45131,80.00151,35566,75.73531,26441,72.8798
2004,3,85,45134,82.39841,35564,77.9911,26445,75.01473
2004,3,87.5,45131,85.05187,35566,80.81802,26440,77.617
2004,3,90,45132,87.62405,35563,83.29542,26442,80.45267
2004,3,92.5,45133,90.16775,35567,85.91335,26443,83.02622
2004,3,95,45134,92.54472,35567,87.96468,26440,84.88792
2004,3,97.5,45110,95.27134,35549,90.78359,26429,87.60133
2004,3,99,27083,97.5756,21338,93.26938,15866,90.18484
2004,3,99.9,16246,99.04596,12803,95.29572,9518,92.88441
2004,3,100,1815,99.68429,1432,97.14778,1064,93.86821
2005,1,2.5,38570,4.457263,35903,17.60152,33954,24.81052
2005,1,5,38578,7.1712,35912,19.87456,33958,26.36545
2005,1,7.5,38577,9.689085,35910,22.09925,33958,27.87453
2005,1,10,38577,11.96638,35912,23.8103,33960,29.13954
2005,1,12.5,38578,14.36371,35909,25.49878,33958,30.18883
2005,1,15,38577,16.82303,35914,27.085,33960,31.4925
2005,1,17.5,38580,19.12649,35912,28.45802,33961,32.41776
2005,1,20,38577,21.53873,35910,29.88232,33960,33.50212
2005,1,22.5,38576,23.90885,35911,31.10532,33961,34.259
2005,1,25,38580,26.12543,35908,32.37642,33956,35.20373
2005,1,27.5,38577,28.43111,35913,33.95383,33961,36.32641
2005,1,30,38579,30.72124,35911,35.00333,33960,37.08389
2005,1,32.5,38576,32.83183,35911,36.55475,33959,38.62809
2005,1,35,38577,35.02869,35912,38.04739,33960,39.59618
2005,1,37.5,38577,37.30427,35910,39.172,33959,40.53409
2005,1,40,38579,39.36903,35911,40.85179,33962,41.90362
2005,1,42.5,38576,41.61844,35910,42.16967,33959,42.90063
2005,1,45,38578,43.71962,35914,43.71011,33958,44.22654
2005,1,47.5,38576,45.99334,35909,45.51379,33958,45.51201
2005,1,50,38581,48.16739,35911,46.7556,33960,46.57621
2005,1,52.5,38578,50.41236,35912,48.63317,33962,48.1607
2005,1,55,38576,52.7933,35909,50.45089,33958,49.66497
2005,1,57.5,38578,55.04927,35914,52.30015,33958,51.11393
2005,1,60,38579,57.24257,35910,53.83594,33960,52.66504
2005,1,62.5,38577,59.57436,35911,55.56638,33963,53.91319
2005,1,65,38576,61.8879,35910,57.45789,33957,55.57862
2005,1,67.5,38577,64.31562,35912,59.3524,33960,57.18383
2005,1,70,38577,66.72643,35911,61.42196,33959,59.12361
2005,1,72.5,38578,69.17506,35911,63.27406,33960,60.56039
2005,1,75,38579,71.37606,35912,65.08659,33961,61.94146
2005,1,77.5,38578,73.84155,35909,66.66582,33956,63.53862
2005,1,80,38578,76.17894,35912,68.82484,33964,65.42532
2005,1,82.5,38575,78.7679,35909,71.04556,33957,67.20661
2005,1,85,38580,81.20741,35912,73.18799,33961,69.09695
2005,1,87.5,38576,83.76357,35914,75.57431,33959,71.25448
2005,1,90,38579,86.36777,35909,77.71156,33959,73.01253
2005,1,92.5,38577,88.85854,35912,80.42979,33960,75.92425
2005,1,95,38577,91.69096,35910,83.20598,33958,78.61366
2005,1,97.5,38562,94.58675,35896,86.12626,33942,81.65303
2005,1,99,23147,97.1056,21547,89.11388,20379,84.67636
2005,1,99.9,13886,98.86605,12927,91.93967,12224,87.49763
2005,1,100,1553,99.834,1445,94.47929,1367,88.64509
2005,2,2.5,49636,4.280196,47074,15.84284,45087,21.84575
2005,2,5,49649,6.739517,47082,17.32425,45099,22.53187
2005,2,7.5,49647,9.074278,47080,18.99013,45102,23.50109
2005,2,10,49645,11.56288,47083,20.83167,45101,25.00268
2005,2,12.5,49647,13.86642,47082,22.04852,45100,25.85274
2005,2,15,49647,16.26209,47081,23.39444,45098,26.75601
2005,2,17.5,49648,18.62608,47083,24.94153,45102,27.88448
2005,2,20,49644,20.89906,47081,26.09064,45099,28.72722
2005,2,22.5,49648,23.05485,47082,27.60354,45101,29.8485
2005,2,25,49646,25.3017,47081,29.13256,45099,31.24278
2005,2,27.5,49648,27.49223,47086,30.69927,45101,32.57116
2005,2,30,49647,29.75824,47079,32.48187,45098,33.98483
2005,2,32.5,49647,32.04862,47083,34.19406,45100,35.44246
2005,2,35,49648,34.19678,47084,35.88703,45100,37.10154
2005,2,37.5,49646,36.48991,47081,37.69053,45100,38.59925
2005,2,40,49645,38.7219,47082,39.44617,45101,40.14063
2005,2,42.5,49650,41.17503,47083,41.26978,45100,41.63798
2005,2,45,49646,43.49493,47080,43.08808,45098,43.24294
2005,2,47.5,49645,45.75701,47083,45.0039,45101,44.813
2005,2,50,49647,48.09961,47080,46.91457,45099,46.59881
2005,2,52.5,49650,50.53659,47084,48.85509,45100,48.11982
2005,2,55,49645,52.80188,47083,50.76292,45101,49.94783
2005,2,57.5,49646,55.118,47080,52.67419,45098,51.75479
2005,2,60,49649,57.50722,47083,54.78823,45100,53.48296
2005,2,62.5,49646,59.97537,47081,56.76713,45101,55.33491
2005,2,65,49646,62.4102,47082,59.04094,45100,57.44549
2005,2,67.5,49648,64.87778,47084,61.12761,45100,59.21048
2005,2,70,49646,67.2462,47083,63.05993,45100,60.9999
2005,2,72.5,49648,69.71693,47079,65.35306,45098,63.05606
2005,2,75,49647,72.21834,47084,67.3941,45101,65.09903
2005,2,77.5,49647,74.57629,47083,69.69093,45099,67.21992
2005,2,80,49646,77.14243,47080,71.93439,45101,69.20335
2005,2,82.5,49646,79.58076,47083,74.22755,45099,71.40961
2005,2,85,49647,82.08537,47083,76.5879,45102,73.52811
2005,2,87.5,49648,84.5536,47080,79.0197,45098,76.01133
2005,2,90,49648,87.21402,47083,81.67837,45100,78.50111
2005,2,92.5,49644,89.84196,47083,84.3869,45101,81.23808
2005,2,95,49647,92.39798,47080,86.84422,45102,83.73571
2005,2,97.5,49629,95.12224,47062,89.54221,45079,86.7169
2005,2,99,29788,97.51912,28251,92.27501,27055,89.64746
2005,2,99.9,17872,99.13712,16948,94.8883,16237,92.03276
2005,2,100,1996,99.83672,1895,97.11732,1815,94.03276
2005,3,2.5,46811,3.611161,36740,13.73794,27083,19.74896
2005,3,5,46819,6.004176,36748,15.29899,27088,20.61847
2005,3,7.5,46818,8.523476,36747,17.16148,27085,21.58286
2005,3,10,46818,10.9128,36748,18.81396,27088,22.73036
2005,3,12.5,46820,13.30999,36747,19.99492,27088,23.6645
2005,3,15,46820,15.72609,36748,21.78521,27086,24.72712
2005,3,17.5,46820,18.15703,36749,23.32052,27088,25.89968
2005,3,20,46817,20.39981,36748,24.55529,27086,27.16578
2005,3,22.5,46822,22.70814,36745,26.31692,27088,28.48476
2005,3,25,46816,24.92157,36751,28.04932,27088,29.93622
2005,3,27.5,46823,27.11838,36747,29.64646,27085,31.35619
2005,3,30,46817,29.46067,36747,31.58549,27087,32.96974
2005,3,32.5,46820,31.78735,36750,33.42477,27088,34.60438
2005,3,35,46819,34.18094,36746,35.51019,27089,36.39779
2005,3,37.5,46822,36.47939,36746,37.291,27088,38.09353
2005,3,40,46817,38.75343,36750,39.30256,27087,39.69576
2005,3,42.5,46820,41.1671,36748,41.12467,27087,41.54719
2005,3,45,46820,43.49501,36746,43.14625,27088,43.0162
2005,3,47.5,46821,45.94149,36749,45.05822,27086,44.94584
2005,3,50,46818,48.18552,36747,47.06817,27088,46.66507
2005,3,52.5,46817,50.54864,36748,48.92651,27088,48.35968
2005,3,55,46822,52.92062,36749,51.18829,27085,50.20154
2005,3,57.5,46818,55.34814,36748,53.29365,27089,52.36726
2005,3,60,46817,57.8319,36748,55.5588,27086,54.30664
2005,3,62.5,46823,60.2651,36750,57.62869,27088,56.06962
2005,3,65,46819,62.76638,36746,59.71605,27088,58.06983
2005,3,67.5,46820,65.16538,36746,61.84589,27089,60.08493
2005,3,70,46817,67.62024,36750,64.22623,27087,62.19073
2005,3,72.5,46820,70.09383,36746,66.39606,27088,64.23428
2005,3,75,46821,72.45554,36748,68.55522,27085,66.34585
2005,3,77.5,46817,74.97479,36750,71.01274,27088,68.6432
2005,3,80,46819,77.51192,36746,73.29865,27087,70.98932
2005,3,82.5,46821,80.02353,36748,75.58772,27087,72.99848
2005,3,85,46818,82.50706,36749,78.0862,27088,75.30165
2005,3,87.5,46822,85.0733,36746,80.63781,27086,77.98696
2005,3,90,46818,87.60131,36748,83.12436,27088,80.37067
2005,3,92.5,46820,90.18763,36748,85.72991,27088,82.84142
2005,3,95,46818,92.67499,36747,88.00012,27086,85.2357
2005,3,97.5,46800,95.35933,36733,90.74875,27075,87.90203
2005,3,99,28090,97.62851,22048,93.27304,16254,90.6879
2005,3,99.9,16858,99.09618,13230,95.58546,9752,93.03623
2005,3,100,1882,99.86037,1477,97.33173,1089,94.14938
2006,1,2.5,39013,4.428012,36082,17.53722,34215,24.24393
2006,1,5,39025,7.047473,36092,19.84291,34221,26.05905
2006,1,7.5,39020,9.575377,36088,22.07026,34223,27.50837
2006,1,10,39024,11.98715,36094,23.9565,34220,29.0269
2006,1,12.5,39021,14.37584,36089,25.54146,34221,29.86459
2006,1,15,39023,16.81085,36090,27.08872,34224,31.30142
2006,1,17.5,39020,19.22547,36091,28.60491,34220,32.30071
2006,1,20,39025,21.52175,36091,30.00015,34224,33.29428
2006,1,22.5,39019,24.00014,36091,31.32643,34221,34.27785
2006,1,25,39024,26.24596,36091,32.51641,34220,35.09884
2006,1,27.5,39026,28.45589,36091,33.72478,34221,36.31525
2006,1,30,39020,30.70989,36087,35.47074,34224,37.38312
2006,1,32.5,39023,32.87997,36092,36.60442,34221,38.47788
2006,1,35,39021,35.09436,36091,38.03021,34223,39.525
2006,1,37.5,39022,37.38748,36088,39.3767,34221,40.59286
2006,1,40,39023,39.57272,36092,40.82955,34223,41.76217
2006,1,42.5,39024,41.69565,36093,42.33178,34220,43.01587
2006,1,45,39019,43.92323,36088,43.86479,34222,44.09333
2006,1,47.5,39023,46.01745,36092,45.28249,34222,45.52328
2006,1,50,39023,48.17666,36091,46.78689,34224,46.51373
2006,1,52.5,39023,50.40217,36088,48.54849,34219,48.12414
2006,1,55,39023,52.77319,36093,50.32695,34222,49.76418
2006,1,57.5,39019,55.05896,36087,52.14007,34222,51.16421
2006,1,60,39024,57.31964,36094,54.069,34222,52.79206
2006,1,62.5,39022,59.67387,36091,55.52765,34222,53.98146
2006,1,65,39023,61.92738,36087,57.35427,34221,55.61632
2006,1,67.5,39021,64.18463,36092,59.23694,34222,57.25634
2006,1,70,39023,66.66722,36092,61.16557,34222,58.97699
2006,1,72.5,39020,68.93047,36088,63.03304,34223,60.54239
2006,1,75,39025,71.39036,36092,64.94702,34222,62.12049
2006,1,77.5,39025,73.75974,36090,66.97443,34220,63.82404
2006,1,80,39019,76.25543,36090,68.87103,34222,65.62368
2006,1,82.5,39025,78.64172,36091,70.83604,34223,67.38005
2006,1,85,39020,81.12489,36092,73.06129,34219,69.22786
2006,1,87.5,39022,83.72088,36091,75.42165,34226,71.3858
2006,1,90,39022,86.23999,36087,77.8838,34220,73.52457
2006,1,92.5,39024,88.85262,36094,80.25989,34219,75.90566
2006,1,95,39020,91.59793,36088,83.1525,34223,78.63873
2006,1,97.5,39009,94.53816,36076,86.22316,34206,82.0778
2006,1,99,23413,97.10376,21654,89.09516,20532,84.82356
2006,1,99.9,14047,98.81458,12992,91.59517,12320,87.39411
2006,1,100,1569,99.82393,1452,94.25409,1378,89.06272
2006,2,2.5,51019,4.300024,48130,15.80053,46131,21.56672
2006,2,5,51030,6.73783,48141,17.40792,46138,22.20322
2006,2,7.5,51026,9.136742,48139,19.08425,46142,23.38902
2006,2,10,51032,11.47302,48139,20.54537,46138,24.42823
2006,2,12.5,51024,13.87484,48141,22.02918,46141,25.64326
2006,2,15,51028,16.32227,48139,23.51859,46138,26.66032
2006,2,17.5,51033,18.63773,48140,24.79076,46138,27.56656
2006,2,20,51027,20.94349,48138,26.18281,46139,28.73738
2006,2,22.5,51024,23.12121,48140,27.51016,46142,29.81259
2006,2,25,51031,25.32733,48141,29.06343,46139,31.17697
2006,2,27.5,51029,27.49627,48139,30.76584,46135,32.60535
2006,2,30,51027,29.75257,48136,32.41983,46143,33.87749
2006,2,32.5,51032,32.01914,48143,34.00399,46139,35.40384
2006,2,35,51028,34.26183,48141,35.86136,46140,36.96233
2006,2,37.5,51026,36.51033,48140,37.75357,46140,38.70521
2006,2,40,51030,38.81709,48139,39.4565,46138,39.99697
2006,2,42.5,51027,41.11238,48140,41.21852,46139,41.73925
2006,2,45,51026,43.50462,48140,43.26015,46143,43.44228
2006,2,47.5,51030,45.8568,48138,45.08849,46137,45.08091
2006,2,50,51029,48.11292,48141,46.84802,46140,46.65351
2006,2,52.5,51031,50.41084,48140,48.68549,46140,48.07936
2006,2,55,51029,52.78358,48138,50.72111,46137,50.04547
2006,2,57.5,51026,55.2139,48140,52.85681,46143,51.85093
2006,2,60,51028,57.53087,48137,54.86138,46138,53.74403
2006,2,62.5,51029,59.99932,48143,56.78183,46140,55.54748
2006,2,65,51028,62.4029,48139,58.9756,46139,57.40025
2006,2,67.5,51028,64.79,48141,61.06758,46140,59.21593
2006,2,70,51031,67.20518,48142,63.04967,46139,61.12362
2006,2,72.5,51027,69.68818,48137,65.35217,46143,63.313
2006,2,75,51029,72.17634,48140,67.40588,46136,65.29229
2006,2,77.5,51031,74.58167,48140,69.86687,46138,67.34071
2006,2,80,51025,77.16912,48138,71.9409,46140,69.39333
2006,2,82.5,51028,79.50987,48140,74.12343,46141,71.31896
2006,2,85,51029,82.03556,48140,76.55231,46138,73.6624
2006,2,87.5,51028,84.56178,48141,79.15949,46139,76.11916
2006,2,90,51026,87.2225,48139,81.74383,46139,78.67337
2006,2,92.5,51031,89.72768,48139,84.39162,46139,81.41871
2006,2,95,51028,92.3306,48139,86.821,46142,83.82709
2006,2,97.5,51011,95.12453,48121,89.5763,46118,86.51344
2006,2,99,30614,97.5927,28883,92.41279,27685,89.53204
2006,2,99.9,18373,99.12714,17330,94.89497,16611,91.70034
2006,2,100,2050,99.85519,1937,96.69398,1855,93.98096
2006,3,2.5,48533,3.619033,37931,13.96368,27916,19.62571
2006,3,5,48544,5.957981,37940,15.29783,27923,20.13682
2006,3,7.5,48541,8.528826,37938,17.14466,27922,21.17717
2006,3,10,48546,10.90837,37941,18.72483,27923,22.34592
2006,3,12.5,48542,13.3781,37936,20.24932,27922,23.72422
2006,3,15,48540,15.85265,37939,21.68805,27923,24.73008
2006,3,17.5,48543,18.14964,37938,23.17656,27924,25.5632
2006,3,20,48543,20.47205,37941,24.76736,27922,27.13542
2006,3,22.5,48543,22.73998,37936,26.29717,27922,28.4469
2006,3,25,48544,24.9703,37940,28.00461,27923,29.8133
2006,3,27.5,48545,27.23675,37939,29.78139,27923,31.45533
2006,3,30,48541,29.56814,37937,31.69217,27922,33.02453
2006,3,32.5,48544,31.88066,37940,33.51279,27925,34.64714
2006,3,35,48538,34.09948,37939,35.37186,27924,36.32865
2006,3,37.5,48547,36.4993,37940,37.26729,27921,38.05914
2006,3,40,48540,38.73464,37938,39.31354,27925,39.85933
2006,3,42.5,48545,41.15107,37937,41.04848,27922,41.19506
2006,3,45,48540,43.51052,37939,43.09092,27922,43.16862
2006,3,47.5,48545,45.83997,37939,44.99793,27924,44.65995
2006,3,50,48544,48.21038,37941,46.86585,27921,46.54902
2006,3,52.5,48543,50.60401,37938,49.06936,27921,48.31826
2006,3,55,48545,52.9469,37939,51.2392,27924,50.38129
2006,3,57.5,48540,55.41208,37939,53.32203,27922,52.36371
2006,3,60,48542,57.85966,37938,55.48013,27922,54.33477
2006,3,62.5,48543,60.303,37939,57.60141,27924,56.38622
2006,3,65,48546,62.70755,37937,59.45842,27922,57.96468
2006,3,67.5,48539,65.05359,37940,61.84883,27924,60.00849
2006,3,70,48542,67.50404,37939,64.19493,27925,62.3488
2006,3,72.5,48543,70.07935,37938,66.273,27922,64.31441
2006,3,75,48544,72.44627,37941,68.55658,27922,66.37393
2006,3,77.5,48545,75.01232,37938,71.02424,27924,68.87924
2006,3,80,48540,77.41322,37937,73.09318,27922,70.86704
2006,3,82.5,48546,79.91389,37940,75.6021,27922,73.26494
2006,3,85,48541,82.4753,37938,78.10473,27924,75.61829
2006,3,87.5,48542,85.00851,37940,80.6452,27923,78.09488
2006,3,90,48542,87.5947,37936,83.19032,27922,80.60753
2006,3,92.5,48546,90.14236,37940,85.6604,27923,82.93062
2006,3,95,48541,92.65058,37939,88.16497,27922,85.53165
2006,3,97.5,48524,95.31078,37923,90.82805,27911,88.18433
2006,3,99,29126,97.64203,22765,93.42446,16753,90.52338
2006,3,99.9,17474,99.15331,13655,95.73628,10054,93.02258
2006,3,100,1953,99.8121,1527,97.20158,1121,95.03361
2007,1,2.5,40600,4.468267,36977,17.24459,35518,23.65612
2007,1,5,40608,7.13974,36984,19.7874,35526,25.38159
2007,1,7.5,40605,9.653402,36979,21.94158,35525,27.07514
2007,1,10,40609,12.04575,36989,23.53598,35526,28.42966
2007,1,12.5,40606,14.35661,36979,25.38179,35529,29.67045
2007,1,15,40609,16.81895,36982,26.91666,35523,30.82636
2007,1,17.5,40605,19.22701,36984,28.33726,35524,31.7667
2007,1,20,40610,21.70907,36988,29.73143,35528,33.06429
2007,1,22.5,40604,23.88952,36981,31.08459,35524,34.16906
2007,1,25,40609,26.25701,36982,32.41341,35530,35.17425
2007,1,27.5,40610,28.41018,36984,33.80647,35524,36.28098
2007,1,30,40606,30.81051,36982,35.16911,35526,37.32959
2007,1,32.5,40607,32.98229,36984,36.44335,35525,38.03115
2007,1,35,40607,35.18454,36983,37.92789,35524,39.4064
2007,1,37.5,40607,37.28523,36983,39.22139,35526,40.46449
2007,1,40,40609,39.47851,36987,40.55227,35528,41.57386
2007,1,42.5,40607,41.68334,36980,42.26088,35527,43.1321
2007,1,45,40607,43.83611,36984,43.68472,35524,44.21345
2007,1,47.5,40608,46.12811,36983,45.30913,35526,45.33748
2007,1,50,40606,48.24068,36983,46.65062,35527,46.56275
2007,1,52.5,40609,50.36102,36984,48.79044,35523,48.18693
2007,1,55,40607,52.80053,36985,50.07396,35527,49.47594
2007,1,57.5,40607,54.98992,36983,51.8419,35525,51.01626
2007,1,60,40608,57.2191,36980,53.78933,35526,52.58965
2007,1,62.5,40609,59.52504,36987,55.71539,35529,54.24216
2007,1,65,40605,61.83727,36982,57.62291,35523,55.75719
2007,1,67.5,40607,64.24728,36984,59.17585,35525,57.44477
2007,1,70,40608,66.57196,36982,61.11105,35525,58.95654
2007,1,72.5,40606,68.94002,36985,63.0785,35528,60.81343
2007,1,75,40609,71.25552,36981,64.99671,35523,62.42214
2007,1,77.5,40610,73.77895,36984,67.09341,35530,63.93431
2007,1,80,40606,76.24966,36985,69.19353,35525,65.97897
2007,1,82.5,40608,78.65829,36984,71.10072,35525,67.51988
2007,1,85,40605,81.11563,36983,73.43955,35527,69.79856
2007,1,87.5,40608,83.64443,36983,75.65539,35524,71.79534
2007,1,90,40608,86.26758,36981,78.16962,35527,74.06496
2007,1,92.5,40608,88.88832,36986,80.74623,35525,76.31966
2007,1,95,40607,91.62083,36981,83.48806,35526,79.23289
2007,1,97.5,40591,94.59301,36968,86.87973,35511,82.56342
2007,1,99,24367,97.10268,22191,89.65907,21315,85.49212
2007,1,99.9,14615,98.87477,13312,91.91216,12790,87.49364
2007,1,100,1633,99.82922,1489,94.35776,1428,89.2666
2007,2,2.5,53020,4.388428,49273,15.58951,47656,20.79311
2007,2,5,53031,6.693637,49281,16.89389,47667,21.52723
2007,2,7.5,53029,9.074611,49281,18.73412,47668,22.82948
2007,2,10,53028,11.49732,49281,20.40873,47666,24.06339
2007,2,12.5,53031,14.00884,49284,21.93139,47667,25.37874
2007,2,15,53030,16.31413,49279,23.28583,47668,26.37394
2007,2,17.5,53027,18.63789,49285,24.63413,47666,27.26157
2007,2,20,53028,20.93442,49278,25.87416,47667,28.35081
2007,2,22.5,53033,23.1671,49282,27.3511,47667,29.47392
2007,2,25,53030,25.29812,49285,28.91727,47667,30.76541
2007,2,27.5,53030,27.5215,49280,30.50771,47664,32.38506
2007,2,30,53030,29.67379,49281,32.22581,47669,33.69146
2007,2,32.5,53029,32.02805,49281,33.80031,47668,35.07674
2007,2,35,53027,34.13456,49284,35.72789,47666,36.8385
2007,2,37.5,53030,36.60255,49282,37.5793,47668,38.39484
