year,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2021,42.5,173701,41.08605,,,,
2021,45,173694,43.40773,,,,
2021,47.5,173691,45.71352,,,,
2021,50,173701,48.13005,,,,
2021,52.5,173693,50.486,,,,
2021,55,173695,52.86141,,,,
2021,57.5,173694,55.26699,,,,
2021,60,173696,57.73294,,,,
2021,62.5,173695,60.18244,,,,
2021,65,173695,62.61868,,,,
2021,67.5,173699,65.07614,,,,
2021,70,173694,67.51698,,,,
2021,72.5,173694,70.01894,,,,
2021,75,173695,72.46253,,,,
2021,77.5,173696,74.93384,,,,
2021,80,173695,77.38979,,,,
2021,82.5,173696,79.93492,,,,
2021,85,173695,82.42193,,,,
2021,87.5,173696,84.89242,,,,
2021,90,173696,87.4222,,,,
2021,92.5,173695,89.98163,,,,
2021,95,173694,92.65481,,,,
2021,97.5,173639,95.40678,,,,
2021,99,104220,97.70127,,,,
2021,99.9,62531,99.18223,,,,
2021,100,6974,99.87949,,,,
